"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","544","1.25%","95.27%","27",".92%","4.73%","571","1.23%"
"039
Crawford County","24",".06%","96.00%","1",".03%","4.00%","25",".05%"
"040
Crisp County","321",".74%","94.41%","19",".64%","5.59%","340",".73%"
"041
Dade County","79",".18%","97.53%","2",".07%","2.47%","81",".17%"
"042
Dawson County","85",".20%","93.41%","6",".20%","6.59%","91",".20%"
"043
Decatur County","219",".50%","95.22%","11",".37%","4.78%","230",".50%"
"044
Dekalb County","2,435","5.61%","95.19%","123","4.18%","4.81%","2,558","5.52%"
"045
Dodge County","100",".23%","94.34%","6",".20%","5.66%","106",".23%"
"046
Dooly County","109",".25%","95.61%","5",".17%","4.39%","114",".25%"
"047
Dougherty County","710","1.64%","96.73%","24",".81%","3.27%","734","1.58%"
"048
Douglas County","893","2.06%","91.78%","80","2.72%","8.22%","973","2.10%"
"049
Early County","76",".18%","97.44%","2",".07%","2.56%","78",".17%"
"050
Echols County","12",".03%","85.71%","2",".07%","14.29%","14",".03%"
"051
Effingham County","192",".44%","89.72%","22",".75%","10.28%","214",".46%"
"052
Elbert County","127",".29%","94.78%","7",".24%","5.22%","134",".29%"
"053
Emanuel County","144",".33%","91.14%","14",".48%","8.86%","158",".34%"
"054
Evans County","77",".18%","95.06%","4",".14%","4.94%","81",".17%"
"055
Fannin County","84",".19%","88.42%","11",".37%","11.58%","95",".21%"
"056
Fayette County","283",".65%","94.97%","15",".51%","5.03%","298",".64%"
"057
Floyd County","813","1.87%","90.74%","83","2.82%","9.26%","896","1.93%"
"058
Forsyth County","329",".76%","91.14%","32","1.09%","8.86%","361",".78%"
"059
Franklin County","135",".31%","87.66%","19",".64%","12.34%","154",".33%"
"060
Fulton County","4,345","10.02%","96.26%","169","5.74%","3.74%","4,514","9.75%"
"061
Gilmer County","90",".21%","90.00%","10",".34%","10.00%","100",".22%"
"062
Glascock County","7",".02%","100.00%","","","","7",".02%"
"063
Glynn County","496","1.14%","94.30%","30","1.02%","5.70%","526","1.14%"
"064
Gordon County","323",".74%","90.48%","34","1.15%","9.52%","357",".77%"
"065
Grady County","134",".31%","97.10%","4",".14%","2.90%","138",".30%"
"066
Greene County","90",".21%","96.77%","3",".10%","3.23%","93",".20%"
"067
Gwinnett County","2,245","5.18%","94.13%","140","4.75%","5.87%","2,385","5.15%"
"068
Habersham County","103",".24%","90.35%","11",".37%","9.65%","114",".25%"
"069
Hall County","597","1.38%","92.56%","48","1.63%","7.44%","645","1.39%"
"070
Hancock County","35",".08%","92.11%","3",".10%","7.89%","38",".08%"
"071
Haralson County","109",".25%","92.37%","9",".31%","7.63%","118",".25%"
"072
Harris County","91",".21%","91.92%","8",".27%","8.08%","99",".21%"
"073
Hart County","161",".37%","93.06%","12",".41%","6.94%","173",".37%"
"074
Heard County","37",".09%","97.37%","1",".03%","2.63%","38",".08%"
"075
Henry County","548","1.26%","91.95%","48","1.63%","8.05%","596","1.29%"
