"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"114
Pike County","38",".08%","95.00%","2",".06%","5.00%","40",".08%"
"115
Polk County","205",".45%","91.11%","20",".59%","8.89%","225",".46%"
"116
Pulaski County","33",".07%","84.62%","6",".18%","15.38%","39",".08%"
"117
Putnam County","144",".32%","95.36%","7",".21%","4.64%","151",".31%"
"118
Quitman County","8",".02%","100.00%","","","","8",".02%"
"119
Rabun County","70",".15%","89.74%","8",".24%","10.26%","78",".16%"
"120
Randolph County","45",".10%","95.74%","2",".06%","4.26%","47",".10%"
"121
Richmond County","1,546","3.40%","93.92%","100","2.97%","6.08%","1,646","3.37%"
"122
Rockdale County","451",".99%","92.80%","35","1.04%","7.20%","486","1.00%"
"123
Schley County","19",".04%","95.00%","1",".03%","5.00%","20",".04%"
"124
Screven County","109",".24%","94.78%","6",".18%","5.22%","115",".24%"
"125
Seminole County","69",".15%","89.61%","8",".24%","10.39%","77",".16%"
"126
Spalding County","460","1.01%","92.56%","37","1.10%","7.44%","497","1.02%"
"127
Stephens County","122",".27%","98.39%","2",".06%","1.61%","124",".25%"
"128
Stewart County","23",".05%","88.46%","3",".09%","11.54%","26",".05%"
"129
Sumter County","197",".43%","94.26%","12",".36%","5.74%","209",".43%"
"130
Talbot County","23",".05%","92.00%","2",".06%","8.00%","25",".05%"
"131
Taliaferro County","19",".04%","100.00%","","","","19",".04%"
"132
Tattnall County","173",".38%","86.50%","27",".80%","13.50%","200",".41%"
"133
Taylor County","42",".09%","93.33%","3",".09%","6.67%","45",".09%"
"134
Telfair County","95",".21%","92.23%","8",".24%","7.77%","103",".21%"
"135
Terrell County","61",".13%","96.83%","2",".06%","3.17%","63",".13%"
"136
Thomas County","237",".52%","95.18%","12",".36%","4.82%","249",".51%"
"137
Tift County","287",".63%","94.41%","17",".51%","5.59%","304",".62%"
"138
Toombs County","269",".59%","92.12%","23",".68%","7.88%","292",".60%"
"139
Towns County","58",".13%","78.38%","16",".48%","21.62%","74",".15%"
"140
Treutlen County","60",".13%","92.31%","5",".15%","7.69%","65",".13%"
"141
Troup County","598","1.32%","93.00%","45","1.34%","7.00%","643","1.32%"
"142
Turner County","53",".12%","92.98%","4",".12%","7.02%","57",".12%"
"143
Twiggs County","40",".09%","88.89%","5",".15%","11.11%","45",".09%"
"144
Union County","74",".16%","85.06%","13",".39%","14.94%","87",".18%"
"145
Upson County","183",".40%","92.42%","15",".45%","7.58%","198",".41%"
"146
Walker County","434",".96%","91.56%","40","1.19%","8.44%","474",".97%"
"147
Walton County","616","1.36%","90.72%","63","1.87%","9.28%","679","1.39%"
"148
Ware County","268",".59%","89.93%","30",".89%","10.07%","298",".61%"
"149
Warren County","27",".06%","87.10%","4",".12%","12.90%","31",".06%"
"150
Washington County","173",".38%","93.01%","13",".39%","6.99%","186",".38%"
"151
Wayne County","176",".39%","88.89%","22",".65%","11.11%","198",".41%"
