"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Appling","83",".18%","94.32%","5",".15%","5.68%","88",".17%"
"Atkinson","39",".08%","95.12%","2",".06%","4.88%","41",".08%"
"Bacon","59",".13%","98.33%","1",".03%","1.67%","60",".12%"
"Baker","13",".03%","100.00%","","","","13",".03%"
"Baldwin
1 2 3 4 5 6 7 8 9 1","341",".72%","94.46%","20",".59%","5.54%","361",".71%"
"Banks","80",".17%","90.91%","8",".24%","9.09%","88",".17%"
"Barrow","258",".55%","94.51%","15",".44%","5.49%","273",".54%"
"Bartow","549","1.16%","89.12%","67","1.98%","10.88%","616","1.22%"
"Ben Hill","247",".52%","93.21%","18",".53%","6.79%","265",".52%"
"0
Berrien","90",".19%","90.00%","10",".30%","10.00%","100",".20%"
"11
Bibb","994","2.11%","94.85%","54","1.60%","5.15%","1,048","2.07%"
"12
Bleckley","93",".20%","88.57%","12",".36%","11.43%","105",".21%"
"13
Brantley","48",".10%","90.57%","5",".15%","9.43%","53",".10%"
"14
Brooks","67",".14%","100.00%","","","","67",".13%"
"15
Bryan","95",".20%","95.00%","5",".15%","5.00%","100",".20%"
"16
Bulloch","465",".99%","94.13%","29",".86%","5.87%","494",".98%"
"17
Burke","201",".43%","95.71%","9",".27%","4.29%","210",".42%"
"18
Butts","149",".32%","95.51%","7",".21%","4.49%","156",".31%"
"19
Calhoun","43",".09%","91.49%","4",".12%","8.51%","47",".09%"
"20
Camden","140",".30%","93.96%","9",".27%","6.04%","149",".29%"
"21
Candler","89",".19%","95.70%","4",".12%","4.30%","93",".18%"
"22
Carroll","540","1.14%","90.60%","56","1.66%","9.40%","596","1.18%"
"23
Catoosa","256",".54%","91.10%","25",".74%","8.90%","281",".56%"
"24
Charlton","59",".13%","96.72%","2",".06%","3.28%","61",".12%"
"25
Chatham","2,305","4.88%","94.90%","124","3.67%","5.10%","2,429","4.80%"
"26
Chattahoochee","20",".04%","90.91%","2",".06%","9.09%","22",".04%"
"27
Chattooga","227",".48%","90.80%","23",".68%","9.20%","250",".49%"
"28
Cherokee","540","1.14%","90.30%","58","1.72%","9.70%","598","1.18%"
"29
Clarke","463",".98%","94.49%","27",".80%","5.51%","490",".97%"
"30
Clay","23",".05%","92.00%","2",".06%","8.00%","25",".05%"
"31
Clayton","1,548","3.28%","93.03%","116","3.44%","6.97%","1,664","3.29%"
"32
Clinch","46",".10%","95.83%","2",".06%","4.17%","48",".09%"
"33
Cobb","2,562","5.43%","91.08%","251","7.43%","8.92%","2,813","5.56%"
"34
Coffee","215",".46%","91.88%","19",".56%","8.12%","234",".46%"
"35
Colquitt","304",".64%","95.00%","16",".47%","5.00%","320",".63%"
"36
Columbia","293",".62%","92.43%","24",".71%","7.57%","317",".63%"
"37
Cook","128",".27%","92.09%","11",".33%","7.91%","139",".27%"
"38
Coweta","535","1.13%","91.45%","50","1.48%","8.55%","585","1.16%"
