"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Pike County","42",".09%","89.36%","5",".16%","10.64%","47",".10%"
"Polk County","197",".44%","90.37%","21",".66%","9.63%","218",".45%"
"Pulaski County","41",".09%","89.13%","5",".16%","10.87%","46",".10%"
"Putnam County","144",".32%","95.36%","7",".22%","4.64%","151",".31%"
"Quitman County","15",".03%","100.00%","","","","15",".03%"
"Rabun County","50",".11%","90.91%","5",".16%","9.09%","55",".11%"
"Randolph County","42",".09%","97.67%","1",".03%","2.33%","43",".09%"
"Richmond County","1,693","3.76%","94.00%","108","3.41%","6.00%","1,801","3.74%"
"Rockdale County","385",".86%","94.13%","24",".76%","5.87%","409",".85%"
"Schley County","11",".02%","100.00%","","","","11",".02%"
"Screven County","106",".24%","93.81%","7",".22%","6.19%","113",".23%"
"Seminole County","51",".11%","85.00%","9",".28%","15.00%","60",".12%"
"Spalding County","400",".89%","93.02%","30",".95%","6.98%","430",".89%"
"Stephens County","119",".26%","92.97%","9",".28%","7.03%","128",".27%"
"Stewart County","26",".06%","89.66%","3",".09%","10.34%","29",".06%"
"Sumter County","199",".44%","96.14%","8",".25%","3.86%","207",".43%"
"Talbot County","24",".05%","92.31%","2",".06%","7.69%","26",".05%"
"Taliaferro County","16",".04%","100.00%","","","","16",".03%"
"Tattnall County","179",".40%","91.33%","17",".54%","8.67%","196",".41%"
"Taylor County","52",".12%","89.66%","6",".19%","10.34%","58",".12%"
"Telfair County","89",".20%","95.70%","4",".13%","4.30%","93",".19%"
"Terrell County","80",".18%","96.39%","3",".09%","3.61%","83",".17%"
"Thomas County","176",".39%","97.24%","5",".16%","2.76%","181",".38%"
"Tift County","314",".70%","96.02%","13",".41%","3.98%","327",".68%"
"Toombs County","287",".64%","92.58%","23",".73%","7.42%","310",".64%"
"Towns County","46",".10%","74.19%","16",".51%","25.81%","62",".13%"
"Treutlen County","69",".15%","97.18%","2",".06%","2.82%","71",".15%"
"Troup County","562","1.25%","93.82%","37","1.17%","6.18%","599","1.24%"
"Turner County","70",".16%","97.22%","2",".06%","2.78%","72",".15%"
"Twiggs County","45",".10%","95.74%","2",".06%","4.26%","47",".10%"
"Union County","99",".22%","83.90%","19",".60%","16.10%","118",".25%"
"Upson County","143",".32%","91.08%","14",".44%","8.92%","157",".33%"
"Walker County","400",".89%","91.32%","38","1.20%","8.68%","438",".91%"
"Walton County","596","1.33%","91.55%","55","1.74%","8.45%","651","1.35%"
"Ware County","255",".57%","92.73%","20",".63%","7.27%","275",".57%"
"Warren County","29",".06%","90.63%","3",".09%","9.38%","32",".07%"
"Washington County","168",".37%","92.82%","13",".41%","7.18%","181",".38%"
"Wayne County","191",".42%","91.83%","17",".54%","8.17%","208",".43%"
