"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","594","1.29%","94.74%","33",".94%","5.26%","627","1.27%"
"039
Crawford County","23",".05%","100.00%","","","","23",".05%"
"040
Crisp County","373",".81%","93.25%","27",".77%","6.75%","400",".81%"
"041
Dade County","83",".18%","87.37%","12",".34%","12.63%","95",".19%"
"042
Dawson County","117",".25%","87.31%","17",".48%","12.69%","134",".27%"
"043
Decatur County","280",".61%","90.61%","29",".82%","9.39%","309",".62%"
"044
Dekalb County","2,347","5.10%","95.52%","110","3.13%","4.48%","2,457","4.96%"
"045
Dodge County","140",".30%","88.61%","18",".51%","11.39%","158",".32%"
"046
Dooly County","139",".30%","89.10%","17",".48%","10.90%","156",".32%"
"047
Dougherty County","760","1.65%","95.84%","33",".94%","4.16%","793","1.60%"
"048
Douglas County","865","1.88%","91.44%","81","2.30%","8.56%","946","1.91%"
"049
Early County","81",".18%","97.59%","2",".06%","2.41%","83",".17%"
"050
Echols County","9",".02%","69.23%","4",".11%","30.77%","13",".03%"
"051
Effingham County","314",".68%","89.46%","37","1.05%","10.54%","351",".71%"
"052
Elbert County","121",".26%","93.08%","9",".26%","6.92%","130",".26%"
"053
Emanuel County","182",".40%","91.92%","16",".45%","8.08%","198",".40%"
"054
Evans County","72",".16%","91.14%","7",".20%","8.86%","79",".16%"
"055
Fannin County","104",".23%","91.23%","10",".28%","8.77%","114",".23%"
"056
Fayette County","342",".74%","89.30%","41","1.17%","10.70%","383",".77%"
"057
Floyd County","824","1.79%","89.66%","95","2.70%","10.34%","919","1.86%"
"058
Forsyth County","369",".80%","88.92%","46","1.31%","11.08%","415",".84%"
"059
Franklin County","158",".34%","86.34%","25",".71%","13.66%","183",".37%"
"060
Fulton County","4,131","8.98%","96.25%","161","4.58%","3.75%","4,292","8.67%"
"061
Gilmer County","98",".21%","89.09%","12",".34%","10.91%","110",".22%"
"062
Glascock County","12",".03%","100.00%","","","","12",".02%"
"063
Glynn County","504","1.10%","94.21%","31",".88%","5.79%","535","1.08%"
"064
Gordon County","362",".79%","86.40%","57","1.62%","13.60%","419",".85%"
"065
Grady County","178",".39%","94.18%","11",".31%","5.82%","189",".38%"
"066
Greene County","116",".25%","92.06%","10",".28%","7.94%","126",".25%"
"067
Gwinnett County","2,313","5.03%","93.57%","159","4.52%","6.43%","2,472","4.99%"
"068
Habersham County","130",".28%","87.25%","19",".54%","12.75%","149",".30%"
"069
Hall County","667","1.45%","91.75%","60","1.71%","8.25%","727","1.47%"
"070
Hancock County","40",".09%","95.24%","2",".06%","4.76%","42",".08%"
"071
Haralson County","174",".38%","94.05%","11",".31%","5.95%","185",".37%"
"072
Harris County","88",".19%","97.78%","2",".06%","2.22%","90",".18%"
"073
Hart County","169",".37%","90.86%","17",".48%","9.14%","186",".38%"
"074
Heard County","47",".10%","90.38%","5",".14%","9.62%","52",".11%"
"075
Henry County","707","1.54%","93.39%","50","1.42%","6.61%","757","1.53%"
