"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","663","1.44%","92.21%","56","1.70%","7.79%","719","1.46%"
"Irwin County","54",".12%","96.43%","2",".06%","3.57%","56",".11%"
"Jackson County","260",".56%","93.86%","17",".52%","6.14%","277",".56%"
"Jasper County","56",".12%","98.25%","1",".03%","1.75%","57",".12%"
"Jeff Davis County","85",".18%","96.59%","3",".09%","3.41%","88",".18%"
"Jefferson County","149",".32%","94.30%","9",".27%","5.70%","158",".32%"
"Jenkins County","72",".16%","93.51%","5",".15%","6.49%","77",".16%"
"Johnson County","41",".09%","95.35%","2",".06%","4.65%","43",".09%"
"Jones County","160",".35%","87.91%","22",".67%","12.09%","182",".37%"
"Lamar County","66",".14%","91.67%","6",".18%","8.33%","72",".15%"
"Lanier County","39",".08%","92.86%","3",".09%","7.14%","42",".09%"
"Laurens County","287",".62%","93.49%","20",".61%","6.51%","307",".62%"
"Lee County","59",".13%","88.06%","8",".24%","11.94%","67",".14%"
"Liberty County","197",".43%","94.26%","12",".36%","5.74%","209",".42%"
"Lincoln County","32",".07%","96.97%","1",".03%","3.03%","33",".07%"
"Long County","62",".13%","93.94%","4",".12%","6.06%","66",".13%"
"Lowndes County","450",".98%","95.95%","19",".58%","4.05%","469",".95%"
"Lumpkin County","83",".18%","92.22%","7",".21%","7.78%","90",".18%"
"Macon County","51",".11%","96.23%","2",".06%","3.77%","53",".11%"
"Madison County","123",".27%","90.44%","13",".40%","9.56%","136",".28%"
"Marion County","27",".06%","90.00%","3",".09%","10.00%","30",".06%"
"Mcduffie County","175",".38%","94.59%","10",".30%","5.41%","185",".37%"
"Mcintosh County","53",".12%","89.83%","6",".18%","10.17%","59",".12%"
"Meriwether County","159",".35%","94.08%","10",".30%","5.92%","169",".34%"
"Miller County","32",".07%","96.97%","1",".03%","3.03%","33",".07%"
"Mitchell County","136",".30%","95.77%","6",".18%","4.23%","142",".29%"
"Monroe County","148",".32%","91.93%","13",".40%","8.07%","161",".33%"
"Montgomery County","24",".05%","88.89%","3",".09%","11.11%","27",".05%"
"Morgan County","136",".30%","91.28%","13",".40%","8.72%","149",".30%"
"Murray County","206",".45%","90.35%","22",".67%","9.65%","228",".46%"
"Muscogee County","1,100","2.39%","94.75%","61","1.85%","5.25%","1,161","2.35%"
"Newton County","643","1.40%","90.56%","67","2.04%","9.44%","710","1.44%"
"Oconee County","48",".10%","100.00%","","","","48",".10%"
"Oglethorpe County","61",".13%","96.83%","2",".06%","3.17%","63",".13%"
"Paulding County","216",".47%","94.32%","13",".40%","5.68%","229",".46%"
"Peach County","70",".15%","93.33%","5",".15%","6.67%","75",".15%"
"Pickens County","96",".21%","92.31%","8",".24%","7.69%","104",".21%"
"Pierce County","109",".24%","91.60%","10",".30%","8.40%","119",".24%"
