"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Evans County","88","0.18%","92.63%","7","0.17%","7.37%","95","0.18%"
"Fannin County","102","0.21%","85.71%","17","0.42%","14.29%","119","0.22%"
"Fayette County","381","0.78%","88.4%","50","1.25%","11.6%","431","0.81%"
"Floyd County","946","1.94%","90.96%","94","2.35%","9.04%","1,040","1.97%"
"Forsyth County","400","0.82%","87.34%","58","1.45%","12.66%","458","0.87%"
"Franklin County","176","0.36%","89.8%","20","0.5%","10.2%","196","0.37%"
"Fulton County","4,724","9.66%","95.13%","242","6.04%","4.87%","4,966","9.39%"
"Gilmer County","118","0.24%","92.19%","10","0.25%","7.81%","128","0.24%"
"Glascock County","11","0.02%","100.0%","","","","11","0.02%"
"Glynn County","553","1.13%","94.53%","32","0.8%","5.47%","585","1.11%"
"Gordon County","378","0.77%","87.5%","54","1.35%","12.5%","432","0.82%"
"Grady County","215","0.44%","89.58%","25","0.62%","10.42%","240","0.45%"
"Greene County","116","0.24%","88.55%","15","0.37%","11.45%","131","0.25%"
"Gwinnett County","2,397","4.9%","93.41%","169","4.22%","6.59%","2,566","4.85%"
"Habersham County","120","0.25%","86.96%","18","0.45%","13.04%","138","0.26%"
"Hall County","747","1.53%","91.66%","68","1.7%","8.34%","815","1.54%"
"Hancock County","48","0.1%","94.12%","3","0.07%","5.88%","51","0.1%"
"Haralson County","162","0.33%","88.04%","22","0.55%","11.96%","184","0.35%"
"Harris County","106","0.22%","95.5%","5","0.12%","4.5%","111","0.21%"
"Hart County","152","0.31%","95.0%","8","0.2%","5.0%","160","0.3%"
"Heard County","55","0.11%","85.94%","9","0.22%","14.06%","64","0.12%"
"Henry County","709","1.45%","90.78%","72","1.8%","9.22%","781","1.48%"
"Houston County","888","1.82%","91.64%","81","2.02%","8.36%","969","1.83%"
"Irwin County","75","0.15%","93.75%","5","0.12%","6.25%","80","0.15%"
"Jackson County","281","0.57%","89.78%","32","0.8%","10.22%","313","0.59%"
"Jasper County","57","0.12%","95.0%","3","0.07%","5.0%","60","0.11%"
"Jeff Davis County","97","0.2%","92.38%","8","0.2%","7.62%","105","0.2%"
