"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Pike County","49",".10%","90.74%","5",".14%","9.26%","54",".10%"
"Polk County","179",".36%","93.23%","13",".37%","6.77%","192",".36%"
"Pulaski County","63",".13%","98.44%","1",".03%","1.56%","64",".12%"
"Putnam County","156",".31%","91.76%","14",".40%","8.24%","170",".32%"
"Quitman County","22",".04%","100.00%","","","","22",".04%"
"Rabun County","48",".10%","88.89%","6",".17%","11.11%","54",".10%"
"Randolph County","68",".14%","95.77%","3",".08%","4.23%","71",".13%"
"Richmond County","1,914","3.85%","94.52%","111","3.14%","5.48%","2,025","3.81%"
"Rockdale County","447",".90%","92.55%","36","1.02%","7.45%","483",".91%"
"Schley County","18",".04%","100.00%","","","","18",".03%"
"Screven County","126",".25%","91.97%","11",".31%","8.03%","137",".26%"
"Seminole County","68",".14%","90.67%","7",".20%","9.33%","75",".14%"
"Spalding County","518","1.04%","94.35%","31",".88%","5.65%","549","1.03%"
"Stephens County","156",".31%","91.76%","14",".40%","8.24%","170",".32%"
"Stewart County","24",".05%","96.00%","1",".03%","4.00%","25",".05%"
"Sumter County","187",".38%","95.41%","9",".25%","4.59%","196",".37%"
"Talbot County","42",".08%","97.67%","1",".03%","2.33%","43",".08%"
"Taliaferro County","22",".04%","91.67%","2",".06%","8.33%","24",".05%"
"Tattnall County","201",".40%","89.73%","23",".65%","10.27%","224",".42%"
"Taylor County","72",".14%","91.14%","7",".20%","8.86%","79",".15%"
"Telfair County","80",".16%","94.12%","5",".14%","5.88%","85",".16%"
"Terrell County","79",".16%","96.34%","3",".08%","3.66%","82",".15%"
"Thomas County","203",".41%","93.55%","14",".40%","6.45%","217",".41%"
"Tift County","336",".68%","94.65%","19",".54%","5.35%","355",".67%"
"Toombs County","338",".68%","91.60%","31",".88%","8.40%","369",".69%"
"Towns County","45",".09%","83.33%","9",".25%","16.67%","54",".10%"
"Treutlen County","89",".18%","97.80%","2",".06%","2.20%","91",".17%"
"Troup County","570","1.15%","92.38%","47","1.33%","7.62%","617","1.16%"
"Turner County","66",".13%","92.96%","5",".14%","7.04%","71",".13%"
"Twiggs County","66",".13%","97.06%","2",".06%","2.94%","68",".13%"
"Union County","62",".12%","81.58%","14",".40%","18.42%","76",".14%"
"Upson County","167",".34%","93.82%","11",".31%","6.18%","178",".33%"
"Walker County","383",".77%","89.49%","45","1.27%","10.51%","428",".80%"
"Walton County","492",".99%","90.28%","53","1.50%","9.72%","545","1.02%"
"Ware County","351",".71%","92.86%","27",".76%","7.14%","378",".71%"
"Warren County","45",".09%","97.83%","1",".03%","2.17%","46",".09%"
"Washington County","175",".35%","89.29%","21",".59%","10.71%","196",".37%"
"Wayne County","166",".33%","89.73%","19",".54%","10.27%","185",".35%"
