"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"39
Crawford","22",".04%","91.67%","2",".06%","8.33%","24",".05%"
"40
Crisp","279",".57%","92.08%","24",".66%","7.92%","303",".57%"
"41
Dade","123",".25%","96.85%","4",".11%","3.15%","127",".24%"
"42
Dawson","111",".23%","90.98%","11",".30%","9.02%","122",".23%"
"43
Decatur","360",".73%","92.31%","30",".83%","7.69%","390",".74%"
"44
Dekalb","2,936","5.98%","95.08%","152","4.19%","4.92%","3,088","5.86%"
"45
Dodge","146",".30%","91.25%","14",".39%","8.75%","160",".30%"
"46
Dooly","95",".19%","92.23%","8",".22%","7.77%","103",".20%"
"47
Dougherty","944","1.92%","94.21%","58","1.60%","5.79%","1,002","1.90%"
"48
Douglas","1,133","2.31%","90.57%","118","3.25%","9.43%","1,251","2.37%"
"49
Early","86",".18%","96.63%","3",".08%","3.37%","89",".17%"
"50
Echols","8",".02%","88.89%","1",".03%","11.11%","9",".02%"
"51
Effingham","168",".34%","94.38%","10",".28%","5.62%","178",".34%"
"52
Elbert","152",".31%","96.82%","5",".14%","3.18%","157",".30%"
"53
Emanuel","171",".35%","96.61%","6",".17%","3.39%","177",".34%"
"54
Evans","90",".18%","93.75%","6",".17%","6.25%","96",".18%"
"55
Fannin","96",".20%","92.31%","8",".22%","7.69%","104",".20%"
"56
Fayette","331",".67%","91.18%","32",".88%","8.82%","363",".69%"
"57
Floyd","769","1.57%","90.36%","82","2.26%","9.64%","851","1.61%"
"58
Forsyth","294",".60%","89.36%","35",".96%","10.64%","329",".62%"
"59
Franklin","138",".28%","93.24%","10",".28%","6.76%","148",".28%"
"60
Fulton","4,568","9.31%","96.21%","180","4.96%","3.79%","4,748","9.01%"
"61
Gilmer","138",".28%","93.24%","10",".28%","6.76%","148",".28%"
"62
Glascock","7",".01%","87.50%","1",".03%","12.50%","8",".02%"
"63
Glynn","409",".83%","95.34%","20",".55%","4.66%","429",".81%"
"64
Gordon","312",".64%","90.70%","32",".88%","9.30%","344",".65%"
"65
Grady","218",".44%","96.04%","9",".25%","3.96%","227",".43%"
"66
Greene","150",".31%","94.94%","8",".22%","5.06%","158",".30%"
"67
Gwinnett","2,056","4.19%","92.28%","172","4.74%","7.72%","2,228","4.23%"
"68
Habersham","125",".25%","94.70%","7",".19%","5.30%","132",".25%"
"69
Hall","694","1.41%","91.56%","64","1.76%","8.44%","758","1.44%"
"70
Hancock","30",".06%","96.77%","1",".03%","3.23%","31",".06%"
"71
Haralson","94",".19%","94.95%","5",".14%","5.05%","99",".19%"
"72
Harris","110",".22%","92.44%","9",".25%","7.56%","119",".23%"
"73
Hart","108",".22%","96.43%","4",".11%","3.57%","112",".21%"
"74
Heard","63",".13%","100.00%","","","","63",".12%"
"75
Henry","521","1.06%","90.45%","55","1.51%","9.55%","576","1.09%"
"76
Houston","593","1.21%","93.68%","40","1.10%","6.32%","633","1.20%"
