"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"000
Unknown","177",".35%","94.15%","11",".29%","5.85%","188",".35%"
"001
Appling County","93",".19%","94.90%","5",".13%","5.10%","98",".18%"
"002
Atkinson County","43",".09%","89.58%","5",".13%","10.42%","48",".09%"
"003
Bacon County","72",".14%","92.31%","6",".16%","7.69%","78",".15%"
"004
Baker County","6",".01%","75.00%","2",".05%","25.00%","8",".01%"
"005
Baldwin County","278",".56%","92.67%","22",".59%","7.33%","300",".56%"
"006
Banks County","55",".11%","93.22%","4",".11%","6.78%","59",".11%"
"007
Barrow County","248",".50%","89.86%","28",".75%","10.14%","276",".51%"
"008
Bartow County","644","1.29%","88.22%","86","2.29%","11.78%","730","1.36%"
"009
Ben Hill County","247",".49%","92.86%","19",".51%","7.14%","266",".49%"
"010
Berrien County","92",".18%","95.83%","4",".11%","4.17%","96",".18%"
"011
Bibb County","1,133","2.27%","94.26%","69","1.84%","5.74%","1,202","2.24%"
"012
Bleckley County","59",".12%","93.65%","4",".11%","6.35%","63",".12%"
"013
Brantley County","51",".10%","94.44%","3",".08%","5.56%","54",".10%"
"014
Brooks County","69",".14%","97.18%","2",".05%","2.82%","71",".13%"
"015
Bryan County","77",".15%","97.47%","2",".05%","2.53%","79",".15%"
"016
Bulloch County","553","1.11%","94.05%","35",".93%","5.95%","588","1.09%"
"017
Burke County","208",".42%","96.30%","8",".21%","3.70%","216",".40%"
"018
Butts County","111",".22%","95.69%","5",".13%","4.31%","116",".22%"
"019
Calhoun County","29",".06%","96.67%","1",".03%","3.33%","30",".06%"
"020
Camden County","182",".36%","95.79%","8",".21%","4.21%","190",".35%"
"021
Candler County","114",".23%","92.68%","9",".24%","7.32%","123",".23%"
"022
Carroll County","549","1.10%","90.30%","59","1.57%","9.70%","608","1.13%"
"023
Catoosa County","351",".70%","89.77%","40","1.07%","10.23%","391",".73%"
"024
Charlton County","61",".12%","93.85%","4",".11%","6.15%","65",".12%"
"025
Chatham County","1,971","3.94%","95.87%","85","2.26%","4.13%","2,056","3.82%"
"026
Chattahoochee County","32",".06%","94.12%","2",".05%","5.88%","34",".06%"
"027
Chattooga County","261",".52%","86.42%","41","1.09%","13.58%","302",".56%"
"028
Cherokee County","554","1.11%","89.07%","68","1.81%","10.93%","622","1.16%"
"029
Clarke County","503","1.01%","94.19%","31",".83%","5.81%","534",".99%"
"030
Clay County","25",".05%","86.21%","4",".11%","13.79%","29",".05%"
"031
Clayton County","1,477","2.95%","93.66%","100","2.66%","6.34%","1,577","2.93%"
"032
Clinch County","36",".07%","94.74%","2",".05%","5.26%","38",".07%"
"033
Cobb County","2,523","5.05%","91.25%","242","6.45%","8.75%","2,765","5.14%"
"034
Coffee County","251",".50%","94.01%","16",".43%","5.99%","267",".50%"
"035
Colquitt County","209",".42%","95.43%","10",".27%","4.57%","219",".41%"
"036
Columbia County","404",".81%","89.58%","47","1.25%","10.42%","451",".84%"
"037
Cook County","132",".26%","93.62%","9",".24%","6.38%","141",".26%"
