"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"038
Coweta County","569","1.27%","94.52%","33","1.01%","5.48%","602","1.25%"
"039
Crawford County","19",".04%","100.00%","","","","19",".04%"
"040
Crisp County","364",".81%","92.62%","29",".89%","7.38%","393",".82%"
"041
Dade County","91",".20%","85.85%","15",".46%","14.15%","106",".22%"
"042
Dawson County","97",".22%","86.61%","15",".46%","13.39%","112",".23%"
"043
Decatur County","246",".55%","94.25%","15",".46%","5.75%","261",".54%"
"044
Dekalb County","2,373","5.31%","95.72%","106","3.24%","4.28%","2,479","5.16%"
"045
Dodge County","117",".26%","88.64%","15",".46%","11.36%","132",".28%"
"046
Dooly County","139",".31%","90.85%","14",".43%","9.15%","153",".32%"
"047
Dougherty County","730","1.63%","96.05%","30",".92%","3.95%","760","1.58%"
"048
Douglas County","870","1.95%","91.39%","82","2.51%","8.61%","952","1.98%"
"049
Early County","84",".19%","96.55%","3",".09%","3.45%","87",".18%"
"050
Echols County","11",".02%","100.00%","","","","11",".02%"
"051
Effingham County","230",".51%","91.27%","22",".67%","8.73%","252",".53%"
"052
Elbert County","127",".28%","96.21%","5",".15%","3.79%","132",".28%"
"053
Emanuel County","168",".38%","92.31%","14",".43%","7.69%","182",".38%"
"054
Evans County","70",".16%","92.11%","6",".18%","7.89%","76",".16%"
"055
Fannin County","104",".23%","88.89%","13",".40%","11.11%","117",".24%"
"056
Fayette County","339",".76%","92.88%","26",".79%","7.12%","365",".76%"
"057
Floyd County","848","1.90%","90.60%","88","2.69%","9.40%","936","1.95%"
"058
Forsyth County","359",".80%","90.43%","38","1.16%","9.57%","397",".83%"
"059
Franklin County","148",".33%","89.70%","17",".52%","10.30%","165",".34%"
"060
Fulton County","4,087","9.14%","96.14%","164","5.01%","3.86%","4,251","8.86%"
"061
Gilmer County","97",".22%","91.51%","9",".28%","8.49%","106",".22%"
"062
Glascock County","12",".03%","100.00%","","","","12",".03%"
"063
Glynn County","470","1.05%","93.25%","34","1.04%","6.75%","504","1.05%"
"064
Gordon County","395",".88%","88.17%","53","1.62%","11.83%","448",".93%"
"065
Grady County","176",".39%","94.12%","11",".34%","5.88%","187",".39%"
"066
Greene County","112",".25%","94.92%","6",".18%","5.08%","118",".25%"
"067
Gwinnett County","2,244","5.02%","93.73%","150","4.59%","6.27%","2,394","4.99%"
"068
Habersham County","110",".25%","87.30%","16",".49%","12.70%","126",".26%"
"069
Hall County","650","1.45%","92.59%","52","1.59%","7.41%","702","1.46%"
"070
Hancock County","40",".09%","95.24%","2",".06%","4.76%","42",".09%"
"071
Haralson County","134",".30%","91.16%","13",".40%","8.84%","147",".31%"
"072
Harris County","90",".20%","94.74%","5",".15%","5.26%","95",".20%"
"073
Hart County","163",".36%","89.07%","20",".61%","10.93%","183",".38%"
"074
Heard County","43",".10%","93.48%","3",".09%","6.52%","46",".10%"
"075
Henry County","608","1.36%","92.40%","50","1.53%","7.60%","658","1.37%"
