"County of Conviction","Count","Col %","","Row %  Count","Col %","Row %","Total","Col %"
"Houston County","668","1.49%","92.01%","58","1.83%","7.99%","726","1.51%"
"Irwin County","55",".12%","98.21%","1",".03%","1.79%","56",".12%"
"Jackson County","253",".56%","93.01%","19",".60%","6.99%","272",".57%"
"Jasper County","55",".12%","98.21%","1",".03%","1.79%","56",".12%"
"Jeff Davis County","86",".19%","96.63%","3",".09%","3.37%","89",".18%"
"Jefferson County","149",".33%","94.30%","9",".28%","5.70%","158",".33%"
"Jenkins County","69",".15%","94.52%","4",".13%","5.48%","73",".15%"
"Johnson County","42",".09%","95.45%","2",".06%","4.55%","44",".09%"
"Jones County","158",".35%","85.87%","26",".82%","14.13%","184",".38%"
"Lamar County","68",".15%","91.89%","6",".19%","8.11%","74",".15%"
"Lanier County","39",".09%","95.12%","2",".06%","4.88%","41",".09%"
"Laurens County","279",".62%","93.00%","21",".66%","7.00%","300",".62%"
"Lee County","56",".12%","86.15%","9",".28%","13.85%","65",".14%"
"Liberty County","193",".43%","94.15%","12",".38%","5.85%","205",".43%"
"Lincoln County","32",".07%","96.97%","1",".03%","3.03%","33",".07%"
"Long County","58",".13%","93.55%","4",".13%","6.45%","62",".13%"
"Lowndes County","452","1.01%","96.38%","17",".54%","3.62%","469",".97%"
"Lumpkin County","78",".17%","89.66%","9",".28%","10.34%","87",".18%"
"Macon County","49",".11%","96.08%","2",".06%","3.92%","51",".11%"
"Madison County","116",".26%","90.63%","12",".38%","9.38%","128",".27%"
"Marion County","30",".07%","90.91%","3",".09%","9.09%","33",".07%"
"Mcduffie County","170",".38%","94.97%","9",".28%","5.03%","179",".37%"
"Mcintosh County","50",".11%","90.91%","5",".16%","9.09%","55",".11%"
"Meriwether County","148",".33%","93.67%","10",".32%","6.33%","158",".33%"
"Miller County","31",".07%","96.88%","1",".03%","3.13%","32",".07%"
"Mitchell County","135",".30%","95.74%","6",".19%","4.26%","141",".29%"
"Monroe County","143",".32%","92.26%","12",".38%","7.74%","155",".32%"
"Montgomery County","22",".05%","88.00%","3",".09%","12.00%","25",".05%"
"Morgan County","132",".29%","91.03%","13",".41%","8.97%","145",".30%"
"Murray County","185",".41%","88.10%","25",".79%","11.90%","210",".44%"
"Muscogee County","1,063","2.36%","95.25%","53","1.67%","4.75%","1,116","2.32%"
"Newton County","625","1.39%","91.11%","61","1.93%","8.89%","686","1.43%"
"Oconee County","44",".10%","100.00%","","","","44",".09%"
"Oglethorpe County","59",".13%","96.72%","2",".06%","3.28%","61",".13%"
"Paulding County","223",".50%","94.09%","14",".44%","5.91%","237",".49%"
"Peach County","71",".16%","92.21%","6",".19%","7.79%","77",".16%"
"Pickens County","96",".21%","93.20%","7",".22%","6.80%","103",".21%"
"Pierce County","112",".25%","91.06%","11",".35%","8.94%","123",".26%"
