"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"54","135","0.85%","90.60%","14","0.72%","9.40%","149","0.83%"
"55","125","0.78%","87.41%","18","0.92%","12.59%","143","0.80%"
"56","101","0.63%","89.38%","12","0.61%","10.62%","113","0.63%"
"57","95","0.60%","89.62%","11","0.56%","10.38%","106","0.59%"
"58","76","0.48%","96.20%","3","0.15%","3.80%","79","0.44%"
"59","59","0.37%","93.65%","4","0.20%","6.35%","63","0.35%"
"60","63","0.40%","92.65%","5","0.26%","7.35%","68","0.38%"
"61","47","0.30%","90.38%","5","0.26%","9.62%","52","0.29%"
"62","26","0.16%","100.00%","","","","26","0.15%"
"63","38","0.24%","95.00%","2","0.10%","5.00%","40","0.22%"
"64","32","0.20%","96.97%","1","0.05%","3.03%","33","0.18%"
"65","18","0.11%","100.00%","","","","18","0.10%"
"66","22","0.14%","100.00%","","","","22","0.12%"
"67","14","0.09%","93.33%","1","0.05%","6.67%","15","0.08%"
"68","8","0.05%","100.00%","","","","8","0.04%"
"69","10","0.06%","100.00%","","","","10","0.06%"
"70","12","0.08%","92.31%","1","0.05%","7.69%","13","0.07%"
"71","4","0.03%","100.00%","","","","4","0.02%"
"72","7","0.04%","87.50%","1","0.05%","12.50%","8","0.04%"
"73","3","0.02%","100.00%","","","","3","0.02%"
"74","3","0.02%","75.00%","1","0.05%","25.00%","4","0.02%"
"75","1","0.01%","100.00%","","","","1","0.01%"
"76","2","0.01%","100.00%","","","","2","0.01%"
"77","4","0.03%","80.00%","1","0.05%","20.00%","5","0.03%"
"78","1","0.01%","100.00%","","","","1","0.01%"
"80","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","15,932","100%","89.07%","1,956","100%","10.93%","17,888","100%"
