"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"55","148","0.81%","88.10%","20","0.90%","11.90%","168","0.82%"
"56","140","0.77%","89.74%","16","0.72%","10.26%","156","0.77%"
"57","96","0.53%","91.43%","9","0.41%","8.57%","105","0.52%"
"58","75","0.41%","94.94%","4","0.18%","5.06%","79","0.39%"
"59","64","0.35%","88.89%","8","0.36%","11.11%","72","0.35%"
"60","51","0.28%","91.07%","5","0.23%","8.93%","56","0.27%"
"61","52","0.29%","92.86%","4","0.18%","7.14%","56","0.27%"
"62","39","0.21%","90.70%","4","0.18%","9.30%","43","0.21%"
"63","40","0.22%","93.02%","3","0.14%","6.98%","43","0.21%"
"64","29","0.16%","87.88%","4","0.18%","12.12%","33","0.16%"
"65","17","0.09%","100.00%","","","","17","0.08%"
"66","23","0.13%","100.00%","","","","23","0.11%"
"67","12","0.07%","85.71%","2","0.09%","14.29%","14","0.07%"
"68","16","0.09%","94.12%","1","0.05%","5.88%","17","0.08%"
"69","8","0.04%","100.00%","","","","8","0.04%"
"70","10","0.06%","100.00%","","","","10","0.05%"
"71","8","0.04%","100.00%","","","","8","0.04%"
"72","7","0.04%","100.00%","","","","7","0.03%"
"73","5","0.03%","83.33%","1","0.05%","16.67%","6","0.03%"
"74","1","0.01%","100.00%","","","","1","0.01%"
"75","4","0.02%","100.00%","","","","4","0.02%"
"76","1","0.01%","100.00%","","","","1","0.01%"
"77","2","0.01%","100.00%","","","","2","0.01%"
"79","2","0.01%","100.00%","","","","2","0.01%"
"84","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","18,164","100%","89.15%","2,210","100%","10.85%","20,374","100%"
