"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","2","0.02%","100.00%","","","","2","0.02%"
"16","9","0.08%","90.00%","1","0.07%","10.00%","10","0.08%"
"17","48","0.41%","90.57%","5","0.34%","9.43%","53","0.40%"
"18","149","1.26%","95.51%","7","0.48%","4.49%","156","1.17%"
"19","243","2.05%","93.46%","17","1.15%","6.54%","260","1.95%"
"20","300","2.53%","94.34%","18","1.22%","5.66%","318","2.39%"
"21","327","2.76%","93.16%","24","1.63%","6.84%","351","2.64%"
"22","353","2.98%","92.41%","29","1.97%","7.59%","382","2.87%"
"23","342","2.89%","91.44%","32","2.17%","8.56%","374","2.81%"
"24","384","3.24%","91.65%","35","2.38%","8.35%","419","3.15%"
"25","378","3.19%","91.53%","35","2.38%","8.47%","413","3.10%"
"26","347","2.93%","91.56%","32","2.17%","8.44%","379","2.85%"
"27","419","3.54%","91.89%","37","2.51%","8.11%","456","3.43%"
"28","431","3.64%","87.78%","60","4.08%","12.22%","491","3.69%"
"29","424","3.58%","88.70%","54","3.67%","11.30%","478","3.59%"
"30","455","3.84%","88.69%","58","3.94%","11.31%","513","3.86%"
"31","453","3.83%","88.30%","60","4.08%","11.70%","513","3.86%"
"32","403","3.41%","86.67%","62","4.21%","13.33%","465","3.49%"
"33","387","3.27%","87.95%","53","3.60%","12.05%","440","3.31%"
"34","374","3.16%","84.81%","67","4.55%","15.19%","441","3.31%"
"35","351","2.97%","89.77%","40","2.72%","10.23%","391","2.94%"
"36","379","3.20%","85.75%","63","4.28%","14.25%","442","3.32%"
"37","338","2.86%","86.45%","53","3.60%","13.55%","391","2.94%"
"38","306","2.59%","83.84%","59","4.01%","16.16%","365","2.74%"
"39","328","2.77%","90.36%","35","2.38%","9.64%","363","2.73%"
"40","289","2.44%","82.81%","60","4.08%","17.19%","349","2.62%"
"41","310","2.62%","87.57%","44","2.99%","12.43%","354","2.66%"
"42","259","2.19%","85.48%","44","2.99%","14.52%","303","2.28%"
"43","283","2.39%","88.44%","37","2.51%","11.56%","320","2.40%"
"44","213","1.80%","88.75%","27","1.83%","11.25%","240","1.80%"
"45","222","1.88%","89.52%","26","1.77%","10.48%","248","1.86%"
"46","180","1.52%","85.71%","30","2.04%","14.29%","210","1.58%"
"47","162","1.37%","83.94%","31","2.11%","16.06%","193","1.45%"
"48","176","1.49%","87.56%","25","1.70%","12.44%","201","1.51%"
"49","178","1.50%","86.83%","27","1.83%","13.17%","205","1.54%"
"50","173","1.46%","87.82%","24","1.63%","12.18%","197","1.48%"
"51","160","1.35%","88.40%","21","1.43%","11.60%","181","1.36%"
"52","146","1.23%","89.57%","17","1.15%","10.43%","163","1.22%"
"53","145","1.23%","86.83%","22","1.49%","13.17%","167","1.25%"
"54","108","0.91%","89.26%","13","0.88%","10.74%","121","0.91%"
