"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"57","124","0.78%","92.54%","10","0.43%","7.46%","134","0.73%"
"58","101","0.63%","90.99%","10","0.43%","9.01%","111","0.61%"
"59","93","0.58%","86.11%","15","0.64%","13.89%","108","0.59%"
"60","87","0.55%","94.57%","5","0.21%","5.43%","92","0.50%"
"61","71","0.45%","93.42%","5","0.21%","6.58%","76","0.42%"
"62","46","0.29%","86.79%","7","0.30%","13.21%","53","0.29%"
"63","53","0.33%","92.98%","4","0.17%","7.02%","57","0.31%"
"64","27","0.17%","87.10%","4","0.17%","12.90%","31","0.17%"
"65","18","0.11%","85.71%","3","0.13%","14.29%","21","0.11%"
"66","26","0.16%","100.00%","","","","26","0.14%"
"67","14","0.09%","93.33%","1","0.04%","6.67%","15","0.08%"
"68","12","0.08%","92.31%","1","0.04%","7.69%","13","0.07%"
"69","5","0.03%","62.50%","3","0.13%","37.50%","8","0.04%"
"70","10","0.06%","100.00%","","","","10","0.05%"
"71","6","0.04%","75.00%","2","0.09%","25.00%","8","0.04%"
"72","8","0.05%","88.89%","1","0.04%","11.11%","9","0.05%"
"73","3","0.02%","100.00%","","","","3","0.02%"
"74","1","0.01%","50.00%","1","0.04%","50.00%","2","0.01%"
"75","11","0.07%","100.00%","","","","11","0.06%"
"76","5","0.03%","100.00%","","","","5","0.03%"
"77","1","0.01%","100.00%","","","","1","0.01%"
"78","3","0.02%","100.00%","","","","3","0.02%"
"79","2","0.01%","100.00%","","","","2","0.01%"
"80","1","0.01%","100.00%","","","","1","0.01%"
"81","1","0.01%","100.00%","","","","1","0.01%"
"82","1","0.01%","100.00%","","","","1","0.01%"
"84","1","0.01%","100.00%","","","","1","0.01%"
"86","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","15,946","100%","87.26%","2,329","100%","12.74%","18,275","100%"
