"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","2","0.01%","100.00%","","","","2","0.01%"
"15","7","0.04%","77.78%","2","0.10%","22.22%","9","0.05%"
"16","11","0.07%","100.00%","","","","11","0.06%"
"17","129","0.80%","97.73%","3","0.16%","2.27%","132","0.73%"
"18","333","2.05%","97.08%","10","0.52%","2.92%","343","1.89%"
"19","522","3.22%","94.39%","31","1.62%","5.61%","553","3.05%"
"20","649","4.00%","93.79%","43","2.25%","6.21%","692","3.82%"
"21","718","4.43%","94.72%","40","2.09%","5.28%","758","4.18%"
"22","805","4.97%","93.60%","55","2.88%","6.40%","860","4.75%"
"23","737","4.55%","92.70%","58","3.03%","7.30%","795","4.39%"
"24","729","4.50%","92.28%","61","3.19%","7.72%","790","4.36%"
"25","704","4.34%","92.51%","57","2.98%","7.49%","761","4.20%"
"26","667","4.12%","91.50%","62","3.24%","8.50%","729","4.02%"
"27","568","3.50%","89.87%","64","3.35%","10.13%","632","3.49%"
"28","575","3.55%","91.41%","54","2.82%","8.59%","629","3.47%"
"29","499","3.08%","88.95%","62","3.24%","11.05%","561","3.10%"
"30","490","3.02%","89.09%","60","3.14%","10.91%","550","3.04%"
"31","464","2.86%","88.89%","58","3.03%","11.11%","522","2.88%"
"32","521","3.21%","89.52%","61","3.19%","10.48%","582","3.21%"
"33","487","3.00%","87.59%","69","3.61%","12.41%","556","3.07%"
"34","470","2.90%","84.38%","87","4.55%","15.62%","557","3.07%"
"35","477","2.94%","83.54%","94","4.92%","16.46%","571","3.15%"
"36","495","3.05%","87.77%","69","3.61%","12.23%","564","3.11%"
"37","437","2.70%","85.69%","73","3.82%","14.31%","510","2.81%"
"38","421","2.60%","84.54%","77","4.03%","15.46%","498","2.75%"
"39","438","2.70%","84.56%","80","4.18%","15.44%","518","2.86%"
"40","401","2.47%","83.20%","81","4.24%","16.80%","482","2.66%"
"41","395","2.44%","84.40%","73","3.82%","15.60%","468","2.58%"
"42","417","2.57%","87.06%","62","3.24%","12.94%","479","2.64%"
"43","325","2.01%","85.53%","55","2.88%","14.47%","380","2.10%"
"44","328","2.02%","89.13%","40","2.09%","10.87%","368","2.03%"
"45","284","1.75%","85.29%","49","2.56%","14.71%","333","1.84%"
"46","296","1.83%","87.57%","42","2.20%","12.43%","338","1.87%"
"47","217","1.34%","84.11%","41","2.14%","15.89%","258","1.42%"
"48","210","1.30%","89.74%","24","1.26%","10.26%","234","1.29%"
"49","169","1.04%","87.11%","25","1.31%","12.89%","194","1.07%"
"50","124","0.77%","82.12%","27","1.41%","17.88%","151","0.83%"
"51","125","0.77%","88.03%","17","0.89%","11.97%","142","0.78%"
"52","95","0.59%","91.35%","9","0.47%","8.65%","104","0.57%"
"53","97","0.60%","88.18%","13","0.68%","11.82%","110","0.61%"
