"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","1","0.01%","100.00%","","","","1","0.01%"
"15","4","0.02%","100.00%","","","","4","0.02%"
"16","11","0.06%","100.00%","","","","11","0.05%"
"17","135","0.75%","98.54%","2","0.09%","1.46%","137","0.68%"
"18","383","2.13%","97.21%","11","0.50%","2.79%","394","1.95%"
"19","603","3.35%","95.71%","27","1.23%","4.29%","630","3.12%"
"20","733","4.07%","94.09%","46","2.09%","5.91%","779","3.85%"
"21","749","4.16%","93.51%","52","2.37%","6.49%","801","3.96%"
"22","770","4.27%","92.66%","61","2.78%","7.34%","831","4.11%"
"23","735","4.08%","92.92%","56","2.55%","7.08%","791","3.91%"
"24","760","4.22%","90.58%","79","3.59%","9.42%","839","4.15%"
"25","714","3.96%","89.25%","86","3.91%","10.75%","800","3.96%"
"26","697","3.87%","90.52%","73","3.32%","9.48%","770","3.81%"
"27","650","3.61%","88.20%","87","3.96%","11.80%","737","3.65%"
"28","707","3.92%","90.18%","77","3.50%","9.82%","784","3.88%"
"29","637","3.54%","89.72%","73","3.32%","10.28%","710","3.51%"
"30","704","3.91%","89.45%","83","3.78%","10.55%","787","3.89%"
"31","605","3.36%","87.68%","85","3.87%","12.32%","690","3.41%"
"32","508","2.82%","88.97%","63","2.87%","11.03%","571","2.82%"
"33","445","2.47%","85.74%","74","3.37%","14.26%","519","2.57%"
"34","444","2.46%","85.71%","74","3.37%","14.29%","518","2.56%"
"35","428","2.38%","87.53%","61","2.78%","12.47%","489","2.42%"
"36","426","2.36%","85.20%","74","3.37%","14.80%","500","2.47%"
"37","390","2.16%","84.23%","73","3.32%","15.77%","463","2.29%"
"38","401","2.23%","84.60%","73","3.32%","15.40%","474","2.35%"
"39","392","2.18%","82.53%","83","3.78%","17.47%","475","2.35%"
"40","399","2.21%","85.81%","66","3.00%","14.19%","465","2.30%"
"41","331","1.84%","84.01%","63","2.87%","15.99%","394","1.95%"
"42","363","2.01%","85.21%","63","2.87%","14.79%","426","2.11%"
"43","341","1.89%","85.46%","58","2.64%","14.54%","399","1.97%"
"44","366","2.03%","84.33%","68","3.09%","15.67%","434","2.15%"
"45","356","1.98%","86.41%","56","2.55%","13.59%","412","2.04%"
"46","327","1.82%","85.60%","55","2.50%","14.40%","382","1.89%"
"47","307","1.70%","87.22%","45","2.05%","12.78%","352","1.74%"
"48","294","1.63%","88.02%","40","1.82%","11.98%","334","1.65%"
"49","290","1.61%","88.15%","39","1.77%","11.85%","329","1.63%"
"50","242","1.34%","89.63%","28","1.27%","10.37%","270","1.34%"
"51","216","1.20%","90.76%","22","1.00%","9.24%","238","1.18%"
"52","190","1.05%","91.35%","18","0.82%","8.65%","208","1.03%"
"53","174","0.97%","88.32%","23","1.05%","11.68%","197","0.97%"
