"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","1","0.01%","100.00%","","","","1","0.01%"
"15","7","0.04%","100.00%","","","","7","0.04%"
"16","8","0.05%","100.00%","","","","8","0.04%"
"17","90","0.56%","92.78%","7","0.33%","7.22%","97","0.53%"
"18","239","1.48%","94.09%","15","0.70%","5.91%","254","1.39%"
"19","335","2.07%","93.31%","24","1.12%","6.69%","359","1.96%"
"20","434","2.68%","93.74%","29","1.36%","6.26%","463","2.53%"
"21","446","2.76%","91.39%","42","1.97%","8.61%","488","2.67%"
"22","454","2.81%","92.46%","37","1.73%","7.54%","491","2.68%"
"23","496","3.07%","91.51%","46","2.16%","8.49%","542","2.96%"
"24","526","3.25%","88.26%","70","3.28%","11.74%","596","3.26%"
"25","565","3.49%","88.56%","73","3.42%","11.44%","638","3.49%"
"26","588","3.64%","89.91%","66","3.09%","10.09%","654","3.57%"
"27","619","3.83%","90.76%","63","2.95%","9.24%","682","3.73%"
"28","626","3.87%","87.80%","87","4.08%","12.20%","713","3.90%"
"29","621","3.84%","86.49%","97","4.55%","13.51%","718","3.92%"
"30","588","3.64%","87.37%","85","3.98%","12.63%","673","3.68%"
"31","604","3.74%","86.91%","91","4.26%","13.09%","695","3.80%"
"32","579","3.58%","86.29%","92","4.31%","13.71%","671","3.67%"
"33","591","3.66%","89.95%","66","3.09%","10.05%","657","3.59%"
"34","501","3.10%","83.78%","97","4.55%","16.22%","598","3.27%"
"35","490","3.03%","86.27%","78","3.66%","13.73%","568","3.10%"
"36","452","2.80%","87.43%","65","3.05%","12.57%","517","2.82%"
"37","465","2.88%","86.11%","75","3.51%","13.89%","540","2.95%"
"38","467","2.89%","87.62%","66","3.09%","12.38%","533","2.91%"
"39","440","2.72%","88.71%","56","2.62%","11.29%","496","2.71%"
"40","420","2.60%","87.14%","62","2.91%","12.86%","482","2.63%"
"41","378","2.34%","86.50%","59","2.76%","13.50%","437","2.39%"
"42","313","1.94%","83.02%","64","3.00%","16.98%","377","2.06%"
"43","286","1.77%","88.00%","39","1.83%","12.00%","325","1.78%"
"44","278","1.72%","87.42%","40","1.87%","12.58%","318","1.74%"
"45","260","1.61%","85.53%","44","2.06%","14.47%","304","1.66%"
"46","279","1.73%","86.11%","45","2.11%","13.89%","324","1.77%"
"47","231","1.43%","86.19%","37","1.73%","13.81%","268","1.46%"
"48","252","1.56%","86.30%","40","1.87%","13.70%","292","1.60%"
"49","229","1.42%","84.19%","43","2.01%","15.81%","272","1.49%"
"50","197","1.22%","84.91%","35","1.64%","15.09%","232","1.27%"
"51","171","1.06%","89.06%","21","0.98%","10.94%","192","1.05%"
"52","183","1.13%","89.27%","22","1.03%","10.73%","205","1.12%"
"53","190","1.18%","88.37%","25","1.17%","11.63%","215","1.17%"
