"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"54","140","0.79%","88.05%","19","0.88%","11.95%","159","0.80%"
"55","127","0.72%","89.44%","15","0.69%","10.56%","142","0.72%"
"56","128","0.73%","90.78%","13","0.60%","9.22%","141","0.71%"
"57","94","0.53%","94.00%","6","0.28%","6.00%","100","0.51%"
"58","74","0.42%","87.06%","11","0.51%","12.94%","85","0.43%"
"59","57","0.32%","96.61%","2","0.09%","3.39%","59","0.30%"
"60","50","0.28%","92.59%","4","0.18%","7.41%","54","0.27%"
"61","43","0.24%","89.58%","5","0.23%","10.42%","48","0.24%"
"62","29","0.16%","87.88%","4","0.18%","12.12%","33","0.17%"
"63","22","0.12%","95.65%","1","0.05%","4.35%","23","0.12%"
"64","20","0.11%","90.91%","2","0.09%","9.09%","22","0.11%"
"65","18","0.10%","90.00%","2","0.09%","10.00%","20","0.10%"
"66","13","0.07%","86.67%","2","0.09%","13.33%","15","0.08%"
"67","20","0.11%","100.00%","","","","20","0.10%"
"68","9","0.05%","90.00%","1","0.05%","10.00%","10","0.05%"
"69","9","0.05%","100.00%","","","","9","0.05%"
"70","5","0.03%","83.33%","1","0.05%","16.67%","6","0.03%"
"71","8","0.05%","100.00%","","","","8","0.04%"
"72","1","0.01%","100.00%","","","","1","0.01%"
"73","2","0.01%","66.67%","1","0.05%","33.33%","3","0.02%"
"74","3","0.02%","100.00%","","","","3","0.02%"
"75","2","0.01%","100.00%","","","","2","0.01%"
"76","1","0.01%","100.00%","","","","1","0.01%"
"78","2","0.01%","100.00%","","","","2","0.01%"
"79","","","","1","0.05%","100.00%","1","0.01%"
"Total Reported","17,637","100%","89.07%","2,164","100%","10.93%","19,801","100%"
