"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"57","118","0.77%","95.16%","6","0.30%","4.84%","124","0.72%"
"58","113","0.74%","91.13%","11","0.56%","8.87%","124","0.72%"
"59","74","0.48%","88.10%","10","0.51%","11.90%","84","0.49%"
"60","68","0.45%","89.47%","8","0.40%","10.53%","76","0.44%"
"61","50","0.33%","100.00%","","","","50","0.29%"
"62","46","0.30%","92.00%","4","0.20%","8.00%","50","0.29%"
"63","38","0.25%","95.00%","2","0.10%","5.00%","40","0.23%"
"64","36","0.24%","92.31%","3","0.15%","7.69%","39","0.23%"
"65","24","0.16%","96.00%","1","0.05%","4.00%","25","0.15%"
"66","23","0.15%","100.00%","","","","23","0.13%"
"67","12","0.08%","85.71%","2","0.10%","14.29%","14","0.08%"
"68","11","0.07%","100.00%","","","","11","0.06%"
"69","17","0.11%","100.00%","","","","17","0.10%"
"70","10","0.07%","90.91%","1","0.05%","9.09%","11","0.06%"
"71","8","0.05%","100.00%","","","","8","0.05%"
"72","6","0.04%","100.00%","","","","6","0.03%"
"73","7","0.05%","100.00%","","","","7","0.04%"
"74","5","0.03%","100.00%","","","","5","0.03%"
"75","4","0.03%","100.00%","","","","4","0.02%"
"76","4","0.03%","100.00%","","","","4","0.02%"
"77","1","0.01%","100.00%","","","","1","0.01%"
"79","1","0.01%","100.00%","","","","1","0.01%"
"82","1","0.01%","100.00%","","","","1","0.01%"
"83","1","0.01%","100.00%","","","","1","0.01%"
"87","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","15,259","100%","88.53%","1,977","100%","11.47%","17,236","100%"
