"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","2","0.01%","100.00%","","","","2","0.01%"
"15","7","0.04%","100.00%","","","","7","0.03%"
"16","16","0.09%","100.00%","","","","16","0.08%"
"17","175","0.94%","96.15%","7","0.30%","3.85%","182","0.87%"
"18","406","2.17%","95.75%","18","0.78%","4.25%","424","2.02%"
"19","582","3.11%","97.00%","18","0.78%","3.00%","600","2.86%"
"20","664","3.55%","94.45%","39","1.70%","5.55%","703","3.35%"
"21","704","3.77%","92.27%","59","2.57%","7.73%","763","3.63%"
"22","749","4.01%","93.86%","49","2.13%","6.14%","798","3.80%"
"23","758","4.05%","91.66%","69","3.00%","8.34%","827","3.94%"
"24","725","3.88%","92.12%","62","2.70%","7.88%","787","3.75%"
"25","753","4.03%","90.18%","82","3.57%","9.82%","835","3.98%"
"26","730","3.90%","89.57%","85","3.70%","10.43%","815","3.88%"
"27","751","4.02%","89.83%","85","3.70%","10.17%","836","3.98%"
"28","726","3.88%","88.00%","99","4.31%","12.00%","825","3.93%"
"29","688","3.68%","87.87%","95","4.13%","12.13%","783","3.73%"
"30","626","3.35%","87.07%","93","4.05%","12.93%","719","3.42%"
"31","591","3.16%","89.68%","68","2.96%","10.32%","659","3.14%"
"32","537","2.87%","87.46%","77","3.35%","12.54%","614","2.92%"
"33","501","2.68%","88.20%","67","2.92%","11.80%","568","2.71%"
"34","507","2.71%","87.72%","71","3.09%","12.28%","578","2.75%"
"35","473","2.53%","86.00%","77","3.35%","14.00%","550","2.62%"
"36","481","2.57%","85.44%","82","3.57%","14.56%","563","2.68%"
"37","451","2.41%","83.06%","92","4.00%","16.94%","543","2.59%"
"38","435","2.33%","84.63%","79","3.44%","15.37%","514","2.45%"
"39","460","2.46%","85.82%","76","3.31%","14.18%","536","2.55%"
"40","435","2.33%","86.48%","68","2.96%","13.52%","503","2.40%"
"41","442","2.36%","84.51%","81","3.52%","15.49%","523","2.49%"
"42","417","2.23%","84.24%","78","3.39%","15.76%","495","2.36%"
"43","470","2.51%","88.18%","63","2.74%","11.82%","533","2.54%"
"44","411","2.20%","88.01%","56","2.44%","11.99%","467","2.22%"
"45","354","1.89%","84.69%","64","2.79%","15.31%","418","1.99%"
"46","386","2.06%","88.33%","51","2.22%","11.67%","437","2.08%"
"47","356","1.90%","86.83%","54","2.35%","13.17%","410","1.95%"
"48","279","1.49%","85.32%","48","2.09%","14.68%","327","1.56%"
"49","252","1.35%","87.20%","37","1.61%","12.80%","289","1.38%"
"50","241","1.29%","91.98%","21","0.91%","8.02%","262","1.25%"
"51","189","1.01%","86.70%","29","1.26%","13.30%","218","1.04%"
"52","183","0.98%","87.98%","25","1.09%","12.02%","208","0.99%"
"53","142","0.76%","92.21%","12","0.52%","7.79%","154","0.73%"
