"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"15","1","0.01%","100.00%","","","","1","0.01%"
"16","5","0.03%","83.33%","1","0.04%","16.67%","6","0.03%"
"17","120","0.61%","93.75%","8","0.30%","6.25%","128","0.57%"
"18","327","1.67%","95.61%","15","0.56%","4.39%","342","1.53%"
"19","562","2.87%","94.61%","32","1.19%","5.39%","594","2.66%"
"20","675","3.44%","93.23%","49","1.82%","6.77%","724","3.25%"
"21","749","3.82%","94.45%","44","1.64%","5.55%","793","3.56%"
"22","759","3.87%","92.34%","63","2.34%","7.66%","822","3.69%"
"23","775","3.95%","89.70%","89","3.31%","10.30%","864","3.87%"
"24","779","3.97%","88.93%","97","3.60%","11.07%","876","3.93%"
"25","894","4.56%","90.03%","99","3.68%","9.97%","993","4.45%"
"26","815","4.16%","89.17%","99","3.68%","10.83%","914","4.10%"
"27","817","4.17%","88.90%","102","3.79%","11.10%","919","4.12%"
"28","740","3.77%","89.59%","86","3.20%","10.41%","826","3.70%"
"29","694","3.54%","88.86%","87","3.23%","11.14%","781","3.50%"
"30","602","3.07%","88.14%","81","3.01%","11.86%","683","3.06%"
"31","614","3.13%","89.77%","70","2.60%","10.23%","684","3.07%"
"32","562","2.87%","85.93%","92","3.42%","14.07%","654","2.93%"
"33","548","2.79%","86.57%","85","3.16%","13.43%","633","2.84%"
"34","554","2.82%","84.45%","102","3.79%","15.55%","656","2.94%"
"35","568","2.90%","82.32%","122","4.53%","17.68%","690","3.09%"
"36","548","2.79%","84.31%","102","3.79%","15.69%","650","2.91%"
"37","460","2.35%","83.79%","89","3.31%","16.21%","549","2.46%"
"38","476","2.43%","82.07%","104","3.86%","17.93%","580","2.60%"
"39","490","2.50%","84.34%","91","3.38%","15.66%","581","2.61%"
"40","490","2.50%","84.48%","90","3.34%","15.52%","580","2.60%"
"41","534","2.72%","84.23%","100","3.72%","15.77%","634","2.84%"
"42","459","2.34%","82.55%","97","3.60%","17.45%","556","2.49%"
"43","463","2.36%","82.83%","96","3.57%","17.17%","559","2.51%"
"44","419","2.14%","83.63%","82","3.05%","16.37%","501","2.25%"
"45","436","2.22%","88.62%","56","2.08%","11.38%","492","2.21%"
"46","373","1.90%","87.76%","52","1.93%","12.24%","425","1.91%"
"47","340","1.73%","82.73%","71","2.64%","17.27%","411","1.84%"
"48","303","1.54%","87.32%","44","1.64%","12.68%","347","1.56%"
"49","276","1.41%","88.18%","37","1.37%","11.82%","313","1.40%"
"50","252","1.28%","90.32%","27","1.00%","9.68%","279","1.25%"
"51","199","1.01%","88.84%","25","0.93%","11.16%","224","1.00%"
"52","172","0.88%","87.31%","25","0.93%","12.69%","197","0.88%"
"53","140","0.71%","90.91%","14","0.52%","9.09%","154","0.69%"
"54","111","0.57%","88.80%","14","0.52%","11.20%","125","0.56%"
