"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"57","76","0.83%","92.68%","6","0.51%","7.32%","82","0.80%"
"58","74","0.81%","88.10%","10","0.85%","11.90%","84","0.82%"
"59","57","0.63%","93.44%","4","0.34%","6.56%","61","0.59%"
"60","47","0.52%","97.92%","1","0.08%","2.08%","48","0.47%"
"61","36","0.40%","90.00%","4","0.34%","10.00%","40","0.39%"
"62","52","0.57%","92.86%","4","0.34%","7.14%","56","0.54%"
"63","22","0.24%","88.00%","3","0.25%","12.00%","25","0.24%"
"64","16","0.18%","94.12%","1","0.08%","5.88%","17","0.17%"
"65","25","0.27%","92.59%","2","0.17%","7.41%","27","0.26%"
"66","9","0.10%","90.00%","1","0.08%","10.00%","10","0.10%"
"67","15","0.16%","100.00%","","","","15","0.15%"
"68","7","0.08%","100.00%","","","","7","0.07%"
"69","7","0.08%","100.00%","","","","7","0.07%"
"70","5","0.05%","100.00%","","","","5","0.05%"
"71","3","0.03%","100.00%","","","","3","0.03%"
"72","4","0.04%","80.00%","1","0.08%","20.00%","5","0.05%"
"73","5","0.05%","100.00%","","","","5","0.05%"
"74","3","0.03%","100.00%","","","","3","0.03%"
"76","1","0.01%","100.00%","","","","1","0.01%"
"77","1","0.01%","100.00%","","","","1","0.01%"
"81","3","0.03%","75.00%","1","0.08%","25.00%","4","0.04%"
"Total Reported","9,113","100%","88.56%","1,177","100%","11.44%","10,290","100%"
