"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"15","1","0.01%","100.0%","","","","1","0.01%"
"16","4","0.03%","100.0%","","","","4","0.03%"
"17","58","0.48%","92.06%","5","0.31%","7.94%","63","0.46%"
"18","160","1.32%","96.97%","5","0.31%","3.03%","165","1.2%"
"19","208","1.72%","97.2%","6","0.37%","2.8%","214","1.56%"
"20","217","1.79%","94.35%","13","0.81%","5.65%","230","1.68%"
"21","290","2.39%","92.36%","24","1.49%","7.64%","314","2.29%"
"22","339","2.8%","94.17%","21","1.31%","5.83%","360","2.62%"
"23","315","2.6%","87.5%","45","2.8%","12.5%","360","2.62%"
"24","351","2.9%","89.09%","43","2.68%","10.91%","394","2.87%"
"25","340","2.81%","89.01%","42","2.62%","10.99%","382","2.78%"
"26","404","3.33%","89.58%","47","2.93%","10.42%","451","3.29%"
"27","380","3.14%","89.83%","43","2.68%","10.17%","423","3.08%"
"28","370","3.05%","88.31%","49","3.05%","11.69%","419","3.05%"
"29","427","3.52%","91.24%","41","2.55%","8.76%","468","3.41%"
"30","414","3.42%","87.34%","60","3.74%","12.66%","474","3.45%"
"31","436","3.6%","87.2%","64","3.99%","12.8%","500","3.64%"
"32","466","3.85%","87.27%","68","4.23%","12.73%","534","3.89%"
"33","416","3.43%","87.39%","60","3.74%","12.61%","476","3.47%"
"34","439","3.62%","87.45%","63","3.92%","12.55%","502","3.66%"
"35","384","3.17%","85.71%","64","3.99%","14.29%","448","3.26%"
"36","377","3.11%","87.07%","56","3.49%","12.93%","433","3.16%"
"37","328","2.71%","85.64%","55","3.42%","14.36%","383","2.79%"
"38","330","2.72%","82.09%","72","4.48%","17.91%","402","2.93%"
"39","333","2.75%","85.82%","55","3.42%","14.18%","388","2.83%"
"40","332","2.74%","86.23%","53","3.3%","13.77%","385","2.81%"
"41","340","2.81%","86.29%","54","3.36%","13.71%","394","2.87%"
"42","301","2.48%","87.5%","43","2.68%","12.5%","344","2.51%"
