"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"55","90","0.46%","85.71%","15","0.56%","14.29%","105","0.47%"
"56","85","0.43%","90.43%","9","0.33%","9.57%","94","0.42%"
"57","60","0.31%","89.55%","7","0.26%","10.45%","67","0.30%"
"58","52","0.27%","88.14%","7","0.26%","11.86%","59","0.26%"
"59","45","0.23%","95.74%","2","0.07%","4.26%","47","0.21%"
"60","25","0.13%","96.15%","1","0.04%","3.85%","26","0.12%"
"61","18","0.09%","85.71%","3","0.11%","14.29%","21","0.09%"
"62","23","0.12%","92.00%","2","0.07%","8.00%","25","0.11%"
"63","26","0.13%","92.86%","2","0.07%","7.14%","28","0.13%"
"64","21","0.11%","95.45%","1","0.04%","4.55%","22","0.10%"
"65","8","0.04%","100.00%","","","","8","0.04%"
"66","7","0.04%","100.00%","","","","7","0.03%"
"67","11","0.06%","100.00%","","","","11","0.05%"
"68","11","0.06%","91.67%","1","0.04%","8.33%","12","0.05%"
"69","5","0.03%","100.00%","","","","5","0.02%"
"70","1","0.01%","100.00%","","","","1","0.01%"
"71","5","0.03%","100.00%","","","","5","0.02%"
"72","2","0.01%","100.00%","","","","2","0.01%"
"73","3","0.02%","100.00%","","","","3","0.01%"
"74","2","0.01%","66.67%","1","0.04%","33.33%","3","0.01%"
"75","3","0.02%","100.00%","","","","3","0.01%"
"76","4","0.02%","100.00%","","","","4","0.02%"
"78","1","0.01%","100.00%","","","","1","0.01%"
"79","1","0.01%","50.00%","1","0.04%","50.00%","2","0.01%"
"80","1","0.01%","100.00%","","","","1","0.01%"
"84","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","19,612","100%","87.93%","2,691","100%","12.07%","22,303","100%"
