"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","","","","1","0.07%","100.00%","1","0.01%"
"15","5","0.04%","100.00%","","","","5","0.04%"
"16","10","0.08%","100.00%","","","","10","0.07%"
"17","67","0.54%","97.10%","2","0.14%","2.90%","69","0.50%"
"18","181","1.46%","96.28%","7","0.49%","3.72%","188","1.36%"
"19","285","2.31%","96.28%","11","0.77%","3.72%","296","2.15%"
"20","343","2.78%","92.95%","26","1.82%","7.05%","369","2.68%"
"21","308","2.49%","91.94%","27","1.89%","8.06%","335","2.43%"
"22","397","3.21%","92.33%","33","2.32%","7.67%","430","3.12%"
"23","414","3.35%","93.24%","30","2.11%","6.76%","444","3.22%"
"24","404","3.27%","91.61%","37","2.60%","8.39%","441","3.20%"
"25","432","3.50%","91.53%","40","2.81%","8.47%","472","3.42%"
"26","423","3.42%","88.13%","57","4.00%","11.88%","480","3.48%"
"27","456","3.69%","91.20%","44","3.09%","8.80%","500","3.63%"
"28","426","3.45%","88.94%","53","3.72%","11.06%","479","3.48%"
"29","471","3.81%","85.79%","78","5.47%","14.21%","549","3.98%"
"30","457","3.70%","88.74%","58","4.07%","11.26%","515","3.74%"
"31","436","3.53%","87.20%","64","4.49%","12.80%","500","3.63%"
"32","381","3.08%","87.59%","54","3.79%","12.41%","435","3.16%"
"33","406","3.29%","85.84%","67","4.70%","14.16%","473","3.43%"
"34","351","2.84%","88.64%","45","3.16%","11.36%","396","2.87%"
"35","375","3.03%","87.62%","53","3.72%","12.38%","428","3.11%"
"36","396","3.20%","89.80%","45","3.16%","10.20%","441","3.20%"
"37","359","2.91%","88.42%","47","3.30%","11.58%","406","2.95%"
"38","361","2.92%","88.26%","48","3.37%","11.74%","409","2.97%"
"39","336","2.72%","89.12%","41","2.88%","10.88%","377","2.74%"
"40","301","2.44%","89.05%","37","2.60%","10.95%","338","2.45%"
"41","318","2.57%","87.85%","44","3.09%","12.15%","362","2.63%"
"42","279","2.26%","89.71%","32","2.25%","10.29%","311","2.26%"
"43","243","1.97%","89.34%","29","2.04%","10.66%","272","1.97%"
"44","219","1.77%","88.31%","29","2.04%","11.69%","248","1.80%"
"45","211","1.71%","91.34%","20","1.40%","8.66%","231","1.68%"
"46","208","1.68%","88.51%","27","1.89%","11.49%","235","1.70%"
"47","181","1.46%","85.78%","30","2.11%","14.22%","211","1.53%"
"48","199","1.61%","90.45%","21","1.47%","9.55%","220","1.60%"
"49","159","1.29%","86.89%","24","1.68%","13.11%","183","1.33%"
"50","172","1.39%","87.31%","25","1.75%","12.69%","197","1.43%"
"51","129","1.04%","88.97%","16","1.12%","11.03%","145","1.05%"
"52","163","1.32%","92.61%","13","0.91%","7.39%","176","1.28%"
"53","137","1.11%","88.96%","17","1.19%","11.04%","154","1.12%"
