"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"43","272","2.24%","87.18%","40","2.49%","12.82%","312","2.27%"
"44","279","2.3%","88.29%","37","2.3%","11.71%","316","2.3%"
"45","246","2.03%","84.83%","44","2.74%","15.17%","290","2.11%"
"46","217","1.79%","88.57%","28","1.74%","11.43%","245","1.79%"
"47","179","1.48%","84.04%","34","2.12%","15.96%","213","1.55%"
"48","174","1.44%","90.16%","19","1.18%","9.84%","193","1.41%"
"49","176","1.45%","88.0%","24","1.49%","12.0%","200","1.46%"
"50","163","1.35%","84.9%","29","1.81%","15.1%","192","1.4%"
"51","164","1.35%","86.32%","26","1.62%","13.68%","190","1.38%"
"52","171","1.41%","90.48%","18","1.12%","9.52%","189","1.38%"
"53","150","1.24%","89.82%","17","1.06%","10.18%","167","1.22%"
"54","130","1.07%","83.87%","25","1.56%","16.13%","155","1.13%"
"55","113","0.93%","85.61%","19","1.18%","14.39%","132","0.96%"
"56","123","1.02%","91.79%","11","0.68%","8.21%","134","0.98%"
"57","106","0.87%","89.83%","12","0.75%","10.17%","118","0.86%"
"58","106","0.87%","92.17%","9","0.56%","7.83%","115","0.84%"
"59","89","0.73%","89.0%","11","0.68%","11.0%","100","0.73%"
"60","81","0.67%","92.05%","7","0.44%","7.95%","88","0.64%"
"61","74","0.61%","92.5%","6","0.37%","7.5%","80","0.58%"
"62","60","0.5%","86.96%","9","0.56%","13.04%","69","0.5%"
"63","44","0.36%","88.0%","6","0.37%","12.0%","50","0.36%"
"64","41","0.34%","91.11%","4","0.25%","8.89%","45","0.33%"
"65","33","0.27%","86.84%","5","0.31%","13.16%","38","0.28%"
"66","33","0.27%","91.67%","3","0.19%","8.33%","36","0.26%"
"67","28","0.23%","90.32%","3","0.19%","9.68%","31","0.23%"
"68","28","0.23%","96.55%","1","0.06%","3.45%","29","0.21%"
"69","16","0.13%","84.21%","3","0.19%","15.79%","19","0.14%"
"70","18","0.15%","90.0%","2","0.12%","10.0%","20","0.15%"
