"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"54","170","0.89%","93.41%","12","0.61%","6.59%","182","0.86%"
"55","137","0.72%","90.13%","15","0.77%","9.87%","152","0.72%"
"56","112","0.59%","88.19%","15","0.77%","11.81%","127","0.60%"
"57","77","0.40%","86.52%","12","0.61%","13.48%","89","0.42%"
"58","86","0.45%","94.51%","5","0.26%","5.49%","91","0.43%"
"59","78","0.41%","92.86%","6","0.31%","7.14%","84","0.40%"
"60","45","0.24%","88.24%","6","0.31%","11.76%","51","0.24%"
"61","53","0.28%","91.38%","5","0.26%","8.62%","58","0.28%"
"62","32","0.17%","94.12%","2","0.10%","5.88%","34","0.16%"
"63","36","0.19%","97.30%","1","0.05%","2.70%","37","0.18%"
"64","18","0.09%","94.74%","1","0.05%","5.26%","19","0.09%"
"65","13","0.07%","86.67%","2","0.10%","13.33%","15","0.07%"
"66","14","0.07%","93.33%","1","0.05%","6.67%","15","0.07%"
"67","14","0.07%","100.00%","","","","14","0.07%"
"68","9","0.05%","100.00%","","","","9","0.04%"
"69","15","0.08%","100.00%","","","","15","0.07%"
"70","5","0.03%","83.33%","1","0.05%","16.67%","6","0.03%"
"71","3","0.02%","100.00%","","","","3","0.01%"
"72","2","0.01%","66.67%","1","0.05%","33.33%","3","0.01%"
"73","4","0.02%","100.00%","","","","4","0.02%"
"74","5","0.03%","100.00%","","","","5","0.02%"
"75","1","0.01%","100.00%","","","","1","0.01%"
"76","1","0.01%","100.00%","","","","1","0.01%"
"77","3","0.02%","100.00%","","","","3","0.01%"
"78","2","0.01%","100.00%","","","","2","0.01%"
"80","1","0.01%","100.00%","","","","1","0.01%"
"82","1","0.01%","100.00%","","","","1","0.01%"
"83","","","","1","0.05%","100.00%","1","0.01%"
"84","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","19,103","100%","90.73%","1,952","100%","9.27%","21,055","100%"
