"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Appling","29",".15%","85.29%","5",".23%","14.71%","34",".16%"
"Atkinson","14",".07%","87.50%","2",".09%","12.50%","16",".08%"
"Bacon","20",".11%","90.91%","2",".09%","9.09%","22",".10%"
"Baker","2",".01%","100.00%","","","","2",".01%"
"Baldwin","125",".66%","90.58%","13",".61%","9.42%","138",".66%"
"Banks","10",".05%","83.33%","2",".09%","16.67%","12",".06%"
"Barrow","113",".60%","92.62%","9",".42%","7.38%","122",".58%"
"Bartow","303","1.60%","85.11%","53","2.48%","14.89%","356","1.69%"
"Ben Hill","81",".43%","87.10%","12",".56%","12.90%","93",".44%"
"Berrien","36",".19%","85.71%","6",".28%","14.29%","42",".20%"
"Bibb","245","1.29%","93.16%","18",".84%","6.84%","263","1.25%"
"Bleckley","35",".18%","87.50%","5",".23%","12.50%","40",".19%"
"Brantley","9",".05%","69.23%","4",".19%","30.77%","13",".06%"
"Brooks","32",".17%","96.97%","1",".05%","3.03%","33",".16%"
"Bryan","32",".17%","96.97%","1",".05%","3.03%","33",".16%"
"Bulloch","150",".79%","91.46%","14",".66%","8.54%","164",".78%"
"Burke","63",".33%","94.03%","4",".19%","5.97%","67",".32%"
"Butts","42",".22%","91.30%","4",".19%","8.70%","46",".22%"
"Calhoun","29",".15%","96.67%","1",".05%","3.33%","30",".14%"
"Camden","47",".25%","94.00%","3",".14%","6.00%","50",".24%"
"Candler","28",".15%","90.32%","3",".14%","9.68%","31",".15%"
"Carroll","211","1.11%","88.28%","28","1.31%","11.72%","239","1.13%"
"Catoosa","102",".54%","86.44%","16",".75%","13.56%","118",".56%"
"Charlton","19",".10%","100.00%","","","","19",".09%"
"Chatham","997","5.27%","90.97%","99","4.63%","9.03%","1,096","5.20%"
"Chattahoochee","14",".07%","87.50%","2",".09%","12.50%","16",".08%"
"Chattooga","89",".47%","88.12%","12",".56%","11.88%","101",".48%"
"Cherokee","224","1.18%","82.35%","48","2.25%","17.65%","272","1.29%"
"Clarke","141",".75%","92.76%","11",".51%","7.24%","152",".72%"
"Clay","9",".05%","90.00%","1",".05%","10.00%","10",".05%"
"Clayton","737","3.89%","88.16%","99","4.63%","11.84%","836","3.97%"
"Clinch","19",".10%","100.00%","","","","19",".09%"
"Cobb","1,371","7.24%","85.85%","226","10.58%","14.15%","1,597","7.58%"
"Coffee","102",".54%","94.44%","6",".28%","5.56%","108",".51%"
"Colquitt","94",".50%","92.16%","8",".37%","7.84%","102",".48%"
"Columbia","123",".65%","91.79%","11",".51%","8.21%","134",".64%"
"Cook","38",".20%","84.44%","7",".33%","15.56%","45",".21%"
"Coweta","224","1.18%","85.50%","38","1.78%","14.50%","262","1.24%"
"Crawford","9",".05%","100.00%","","","","9",".04%"
"Crisp","105",".55%","92.92%","8",".37%","7.08%","113",".54%"
"Dade","74",".39%","90.24%","8",".37%","9.76%","82",".39%"
"Dawson","38",".20%","80.85%","9",".42%","19.15%","47",".22%"
"Decatur","132",".70%","89.19%","16",".75%","10.81%","148",".70%"
"Dekalb","903","4.77%","93.09%","67","3.14%","6.91%","970","4.61%"
"Dodge","59",".31%","88.06%","8",".37%","11.94%","67",".32%"
