"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","27",".23%","87.10%","3",".21%","9.68%","31",".23%"
"Appling County","31",".26%","96.88%","1",".07%","3.13%","32",".24%"
"Atkinson County","12",".10%","92.31%","1",".07%","7.69%","13",".10%"
"Bacon County","28",".23%","82.35%","6",".42%","17.65%","34",".25%"
"Baker County","3",".03%","60.00%","2",".14%","40.00%","5",".04%"
"Baldwin County","97",".81%","87.39%","14",".98%","12.61%","111",".83%"
"Banks County","26",".22%","83.87%","5",".35%","16.13%","31",".23%"
"Barrow County","120","1.01%","88.24%","16","1.12%","11.76%","136","1.02%"
"Bartow County","194","1.63%","87.39%","28","1.96%","12.61%","222","1.66%"
"Ben Hill County","57",".48%","91.94%","5",".35%","8.06%","62",".46%"
"Berrien County","26",".22%","100.00%","","","","26",".19%"
"Bibb County","196","1.64%","92.89%","15","1.05%","7.11%","211","1.58%"
"Bleckley County","26",".22%","92.86%","2",".14%","7.14%","28",".21%"
"Brantley County","46",".39%","92.00%","4",".28%","8.00%","50",".37%"
"Brooks County","4",".03%","100.00%","","","","4",".03%"
"Bryan County","9",".08%","90.00%","1",".07%","10.00%","10",".07%"
"Bulloch County","128","1.07%","88.89%","16","1.12%","11.11%","144","1.08%"
"Burke County","50",".42%","94.34%","3",".21%","5.66%","53",".40%"
"Butts County","33",".28%","89.19%","4",".28%","10.81%","37",".28%"
"Calhoun County","7",".06%","87.50%","1",".07%","12.50%","8",".06%"
"Camden County","42",".35%","82.35%","9",".63%","17.65%","51",".38%"
"Candler County","30",".25%","90.91%","3",".21%","9.09%","33",".25%"
"Carroll County","167","1.40%","87.43%","24","1.68%","12.57%","191","1.43%"
"Catoosa County","114",".96%","94.21%","7",".49%","5.79%","121",".91%"
"Charlton County","11",".09%","64.71%","6",".42%","35.29%","17",".13%"
"Chatham County","361","3.03%","96.27%","14",".98%","3.73%","375","2.81%"
"Chattahoochee County","2",".02%","100.00%","","","","2",".01%"
"Chattooga County","63",".53%","90.00%","7",".49%","10.00%","70",".52%"
"Cherokee County","136","1.14%","87.18%","20","1.40%","12.82%","156","1.17%"
"Clarke County","121","1.01%","90.30%","13",".91%","9.70%","134","1.00%"
"Clay County","5",".04%","71.43%","2",".14%","28.57%","7",".05%"
"Clayton County","263","2.20%","90.38%","28","1.96%","9.62%","291","2.18%"
"Clinch County","14",".12%","93.33%","1",".07%","6.67%","15",".11%"
"Cobb County","623","5.22%","90.42%","66","4.62%","9.58%","689","5.16%"
"Coffee County","109",".91%","90.83%","11",".77%","9.17%","120",".90%"
"Colquitt County","44",".37%","83.02%","9",".63%","16.98%","53",".40%"
"Columbia County","98",".82%","82.35%","21","1.47%","17.65%","119",".89%"
"Cook County","33",".28%","89.19%","4",".28%","10.81%","37",".28%"
"Coweta County","144","1.21%","90.00%","16","1.12%","10.00%","160","1.20%"
"Crawford County","10",".08%","90.91%","1",".07%","9.09%","11",".08%"
"Crisp County","78",".65%","88.64%","10",".70%","11.36%","88",".66%"
"Dade County","26",".22%","86.67%","4",".28%","13.33%","30",".22%"
"Dawson County","29",".24%","85.29%","5",".35%","14.71%","34",".25%"
"Decatur County","56",".47%","96.55%","2",".14%","3.45%","58",".43%"
"Dekalb County","350","2.93%","92.11%","30","2.10%","7.89%","380","2.84%"
"Dodge County","38",".32%","84.44%","7",".49%","15.56%","45",".34%"
"Dooly County","31",".26%","100.00%","","","","31",".23%"
"Dougherty County","188","1.58%","90.38%","20","1.40%","9.62%","208","1.56%"
"Douglas County","277","2.32%","90.82%","28","1.96%","9.18%","305","2.28%"
"Early County","18",".15%","94.74%","1",".07%","5.26%","19",".14%"
"Echols County","4",".03%","80.00%","1",".07%","20.00%","5",".04%"
"Effingham County","77",".65%","89.53%","9",".63%","10.47%","86",".64%"
"Elbert County","31",".26%","93.94%","2",".14%","6.06%","33",".25%"
"Emanuel County","24",".20%","85.71%","4",".28%","14.29%","28",".21%"
"Evans County","24",".20%","96.00%","1",".07%","4.00%","25",".19%"
"Fannin County","18",".15%","81.82%","4",".28%","18.18%","22",".16%"
"Fayette County","94",".79%","92.16%","8",".56%","7.84%","102",".76%"
"Floyd County","268","2.25%","85.90%","44","3.08%","14.10%","312","2.33%"
"Forsyth County","127","1.06%","88.81%","16","1.12%","11.19%","143","1.07%"
"Franklin County","36",".30%","72.00%","14",".98%","28.00%","50",".37%"
"Fulton County","746","6.25%","95.03%","39","2.73%","4.97%","785","5.87%"
"Gilmer County","26",".22%","86.67%","4",".28%","13.33%","30",".22%"
"Glascock County","1",".01%","100.00%","","","","1",".01%"
"Glynn County","136","1.14%","92.52%","11",".77%","7.48%","147","1.10%"
"Gordon County","189","1.58%","81.82%","42","2.94%","18.18%","231","1.73%"
"Grady County","29",".24%","90.63%","3",".21%","9.38%","32",".24%"
"Greene County","35",".29%","94.59%","2",".14%","5.41%","37",".28%"
"Gwinnett County","586","4.91%","89.88%","66","4.62%","10.12%","652","4.88%"
"Habersham County","22",".18%","81.48%","5",".35%","18.52%","27",".20%"
"Hall County","132","1.11%","88.00%","18","1.26%","12.00%","150","1.12%"
"Hancock County","10",".08%","90.91%","1",".07%","9.09%","11",".08%"
"Haralson County","36",".30%","83.72%","7",".49%","16.28%","43",".32%"
"Harris County","21",".18%","84.00%","4",".28%","16.00%","25",".19%"
"Hart County","49",".41%","94.23%","3",".21%","5.77%","52",".39%"
"Heard County","15",".13%","100.00%","","","","15",".11%"
"Henry County","226","1.89%","90.40%","24","1.68%","9.60%","250","1.87%"
"Houston County","205","1.72%","85.77%","34","2.38%","14.23%","239","1.79%"
"Irwin County","12",".10%","92.31%","1",".07%","7.69%","13",".10%"
"Jackson County","86",".72%","87.76%","12",".84%","12.24%","98",".73%"
"Jasper County","18",".15%","90.00%","2",".14%","10.00%","20",".15%"
"Jeff Davis County","25",".21%","92.59%","2",".14%","7.41%","27",".20%"
"Jefferson County","40",".34%","90.91%","4",".28%","9.09%","44",".33%"
"Jenkins County","8",".07%","72.73%","3",".21%","27.27%","11",".08%"
"Johnson County","7",".06%","100.00%","","","","7",".05%"
"Jones County","43",".36%","79.63%","11",".77%","20.37%","54",".40%"
"Lamar County","25",".21%","89.29%","3",".21%","10.71%","28",".21%"
"Lanier County","19",".16%","86.36%","3",".21%","13.64%","22",".16%"
"Laurens County","71",".59%","89.87%","8",".56%","10.13%","79",".59%"
"Lee County","16",".13%","88.89%","2",".14%","11.11%","18",".13%"
"Liberty County","52",".44%","92.86%","4",".28%","7.14%","56",".42%"
"Lincoln County","9",".08%","81.82%","2",".14%","18.18%","11",".08%"
"Long County","16",".13%","100.00%","","","","16",".12%"
"Lowndes County","131","1.10%","92.91%","10",".70%","7.09%","141","1.06%"
"Lumpkin County","19",".16%","82.61%","4",".28%","17.39%","23",".17%"
"Macon County","8",".07%","88.89%","1",".07%","11.11%","9",".07%"
"Madison County","41",".34%","87.23%","6",".42%","12.77%","47",".35%"
"Marion County","6",".05%","100.00%","","","","6",".04%"
"Mcduffie County","31",".26%","81.58%","7",".49%","18.42%","38",".28%"
"Mcintosh County","11",".09%","84.62%","2",".14%","15.38%","13",".10%"
"Meriwether County","44",".37%","83.02%","9",".63%","16.98%","53",".40%"
"Miller County","9",".08%","100.00%","","","","9",".07%"
"Mitchell County","33",".28%","100.00%","","","","33",".25%"
"Monroe County","44",".37%","88.00%","6",".42%","12.00%","50",".37%"
"Montgomery County","9",".08%","100.00%","","","","9",".07%"
"Morgan County","48",".40%","87.27%","7",".49%","12.73%","55",".41%"
"Murray County","93",".78%","83.78%","18","1.26%","16.22%","111",".83%"
"Muscogee County","252","2.11%","91.30%","24","1.68%","8.70%","276","2.07%"
"Newton County","236","1.98%","87.08%","35","2.45%","12.92%","271","2.03%"
"Oconee County","7",".06%","100.00%","","","","7",".05%"
"Oglethorpe County","18",".15%","100.00%","","","","18",".13%"
"Paulding County","78",".65%","88.64%","10",".70%","11.36%","88",".66%"
"Peach County","14",".12%","100.00%","","","","14",".10%"
"Pickens County","24",".20%","85.71%","4",".28%","14.29%","28",".21%"
"Pierce County","34",".28%","82.93%","7",".49%","17.07%","41",".31%"
"Pike County","17",".14%","85.00%","3",".21%","15.00%","20",".15%"
"Polk County","49",".41%","79.03%","13",".91%","20.97%","62",".46%"
"Pulaski County","10",".08%","76.92%","3",".21%","23.08%","13",".10%"
"Putnam County","45",".38%","86.54%","7",".49%","13.46%","52",".39%"
"Quitman County","3",".03%","100.00%","","","","3",".02%"
"Rabun County","17",".14%","77.27%","5",".35%","22.73%","22",".16%"
"Randolph County","9",".08%","90.00%","1",".07%","10.00%","10",".07%"
"Richmond County","385","3.23%","92.33%","32","2.24%","7.67%","417","3.12%"
"Rockdale County","120","1.01%","91.60%","11",".77%","8.40%","131",".98%"
"Schley County","4",".03%","100.00%","","","","4",".03%"
"Screven County","24",".20%","96.00%","1",".07%","4.00%","25",".19%"
"Seminole County","22",".18%","95.65%","1",".07%","4.35%","23",".17%"
"Spalding County","127","1.06%","84.67%","23","1.61%","15.33%","150","1.12%"
"Stephens County","49",".41%","94.23%","3",".21%","5.77%","52",".39%"
"Stewart County","7",".06%","100.00%","","","","7",".05%"
"Sumter County","51",".43%","92.73%","4",".28%","7.27%","55",".41%"
"Talbot County","3",".03%","100.00%","","","","3",".02%"
"Taliaferro County","5",".04%","100.00%","","","","5",".04%"
"Tattnall County","46",".39%","82.14%","10",".70%","17.86%","56",".42%"
"Taylor County","7",".06%","87.50%","1",".07%","12.50%","8",".06%"
"Telfair County","21",".18%","91.30%","2",".14%","8.70%","23",".17%"
"Terrell County","19",".16%","100.00%","","","","19",".14%"
"Thomas County","55",".46%","98.21%","1",".07%","1.79%","56",".42%"
"Tift County","86",".72%","98.85%","1",".07%","1.15%","87",".65%"
"Toombs County","68",".57%","87.18%","10",".70%","12.82%","78",".58%"
"Towns County","14",".12%","82.35%","3",".21%","17.65%","17",".13%"
"Treutlen County","19",".16%","100.00%","","","","19",".14%"
"Troup County","155","1.30%","93.37%","11",".77%","6.63%","166","1.24%"
"Turner County","11",".09%","84.62%","2",".14%","15.38%","13",".10%"
"Twiggs County","9",".08%","90.00%","1",".07%","10.00%","10",".07%"
"Union County","32",".27%","76.19%","10",".70%","23.81%","42",".31%"
"Upson County","50",".42%","96.15%","2",".14%","3.85%","52",".39%"
"Walker County","117",".98%","84.17%","22","1.54%","15.83%","139","1.04%"
"Walton County","268","2.25%","83.75%","52","3.64%","16.25%","320","2.39%"
"Ware County","66",".55%","88.00%","9",".63%","12.00%","75",".56%"
"Warren County","6",".05%","85.71%","1",".07%","14.29%","7",".05%"
"Washington County","37",".31%","86.05%","6",".42%","13.95%","43",".32%"
"Wayne County","71",".59%","85.54%","12",".84%","14.46%","83",".62%"
"Webster County","2",".02%","100.00%","","","","2",".01%"
"Wheeler County","4",".03%","66.67%","2",".14%","33.33%","6",".04%"
"White County","27",".23%","93.10%","2",".14%","6.90%","29",".22%"
"Whitfield County","318","2.66%","79.30%","83","5.81%","20.70%","401","3.00%"
"Wilcox County","17",".14%","89.47%","2",".14%","10.53%","19",".14%"
"Wilkes County","16",".13%","100.00%","","","","16",".12%"
"Wilkinson County","13",".11%","92.86%","1",".07%","7.14%","14",".10%"
"Worth County","27",".23%","81.82%","6",".42%","18.18%","33",".25%"
"Total Rported","11,933","100%","89.31%","1,428","100%","10.69%","13,362","100%"
"Not Reported","0","","","0","","","0",""
"Grand Total","11,933","","","1,428","","","13,362",""
