"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Appling","33",".20%","84.62%","6",".31%","15.38%","39",".22%"
"Atkinson","8",".05%","88.89%","1",".05%","11.11%","9",".05%"
"Bacon","18",".11%","85.71%","3",".16%","14.29%","21",".12%"
"Baker","5",".03%","100.00%","","","","5",".03%"
"Baldwin","123",".76%","83.67%","24","1.26%","16.33%","147",".81%"
"Banks","12",".07%","75.00%","4",".21%","25.00%","16",".09%"
"Barrow","66",".41%","91.67%","6",".31%","8.33%","72",".40%"
"Bartow","193","1.19%","81.43%","44","2.31%","18.57%","237","1.31%"
"Ben Hill","67",".41%","89.33%","8",".42%","10.67%","75",".41%"
"Berrien","22",".14%","95.65%","1",".05%","4.35%","23",".13%"
"Bibb","169","1.04%","90.37%","18",".94%","9.63%","187","1.03%"
"Bleckley","38",".23%","97.44%","1",".05%","2.56%","39",".22%"
"Brantley","19",".12%","100.00%","","","","19",".11%"
"Brooks","25",".15%","100.00%","","","","25",".14%"
"Bryan","30",".19%","93.75%","2",".10%","6.25%","32",".18%"
"Bulloch","131",".81%","89.73%","15",".79%","10.27%","146",".81%"
"Burke","45",".28%","91.84%","4",".21%","8.16%","49",".27%"
"Butts","31",".19%","83.78%","6",".31%","16.22%","37",".20%"
"Calhoun","15",".09%","100.00%","","","","15",".08%"
"Camden","25",".15%","92.59%","2",".10%","7.41%","27",".15%"
"Candler","24",".15%","92.31%","2",".10%","7.69%","26",".14%"
"Carroll","152",".94%","88.37%","20","1.05%","11.63%","172",".95%"
"Catoosa","68",".42%","82.93%","14",".73%","17.07%","82",".45%"
"Charlton","24",".15%","88.89%","3",".16%","11.11%","27",".15%"
"Chatham","868","5.37%","89.76%","99","5.19%","10.24%","967","5.35%"
"Chattahoochee","6",".04%","100.00%","","","","6",".03%"
"Chattooga","64",".40%","84.21%","12",".63%","15.79%","76",".42%"
"Cherokee","236","1.46%","89.39%","28","1.47%","10.61%","264","1.46%"
"Clarke","170","1.05%","89.95%","19","1.00%","10.05%","189","1.05%"
"Clay","6",".04%","100.00%","","","","6",".03%"
"Clayton","757","4.68%","88.43%","99","5.19%","11.57%","856","4.73%"
"Clinch","20",".12%","95.24%","1",".05%","4.76%","21",".12%"
"Cobb","1,037","6.41%","85.99%","169","8.87%","14.01%","1,206","6.67%"
"Coffee","75",".46%","94.94%","4",".21%","5.06%","79",".44%"
"Colquitt","69",".43%","92.00%","6",".31%","8.00%","75",".41%"
"Columbia","89",".55%","89.00%","11",".58%","11.00%","100",".55%"
"Cook","38",".23%","90.48%","4",".21%","9.52%","42",".23%"
"Coweta","152",".94%","91.57%","14",".73%","8.43%","166",".92%"
"Crawford","3",".02%","100.00%","","","","3",".02%"
"Crisp","95",".59%","88.79%","12",".63%","11.21%","107",".59%"
"Dade","37",".23%","92.50%","3",".16%","7.50%","40",".22%"
"Dawson","32",".20%","96.97%","1",".05%","3.03%","33",".18%"
"Decatur","98",".61%","94.23%","6",".31%","5.77%","104",".58%"
"Dekalb","1,012","6.26%","90.60%","105","5.51%","9.40%","1,117","6.18%"
"Dodge","68",".42%","85.00%","12",".63%","15.00%","80",".44%"
"Dooly","53",".33%","98.15%","1",".05%","1.85%","54",".30%"
"Dougherty","300","1.85%","91.46%","28","1.47%","8.54%","328","1.81%"
"Douglas","385","2.38%","87.70%","54","2.83%","12.30%","439","2.43%"
"Early","17",".11%","100.00%","","","","17",".09%"
"Echols","3",".02%","100.00%","","","","3",".02%"
"Effingham","60",".37%","93.75%","4",".21%","6.25%","64",".35%"
"Elbert","52",".32%","91.23%","5",".26%","8.77%","57",".32%"
"Emanuel","58",".36%","96.67%","2",".10%","3.33%","60",".33%"
"Evans","22",".14%","88.00%","3",".16%","12.00%","25",".14%"
"Fannin","51",".32%","89.47%","6",".31%","10.53%","57",".32%"
"Fayette","110",".68%","85.27%","19","1.00%","14.73%","129",".71%"
"Floyd","330","2.04%","84.40%","61","3.20%","15.60%","391","2.16%"
"Forsyth","87",".54%","87.88%","12",".63%","12.12%","99",".55%"
"Franklin","48",".30%","90.57%","5",".26%","9.43%","53",".29%"
"Fulton","1,614","9.98%","94.55%","93","4.88%","5.45%","1,707","9.44%"
"Gilmer","55",".34%","85.94%","9",".47%","14.06%","64",".35%"
"Glascock","2",".01%","100.00%","","","","2",".01%"
"Glynn","134",".83%","92.41%","11",".58%","7.59%","145",".80%"
"Gordon","117",".72%","84.17%","22","1.15%","15.83%","139",".77%"
"Grady","73",".45%","89.02%","9",".47%","10.98%","82",".45%"
"Greene","44",".27%","93.62%","3",".16%","6.38%","47",".26%"
"Gwinnett","441","2.73%","87.15%","65","3.41%","12.85%","506","2.80%"
"Habersham","46",".28%","90.20%","5",".26%","9.80%","51",".28%"
"Hall","270","1.67%","86.54%","42","2.20%","13.46%","312","1.73%"
"Hancock","5",".03%","100.00%","","","","5",".03%"
"Haralson","23",".14%","88.46%","3",".16%","11.54%","26",".14%"
"Harris","35",".22%","94.59%","2",".10%","5.41%","37",".20%"
"Hart","37",".23%","82.22%","8",".42%","17.78%","45",".25%"
"Heard","11",".07%","78.57%","3",".16%","21.43%","14",".08%"
"Henry","151",".93%","86.29%","24","1.26%","13.71%","175",".97%"
"Houston","181","1.12%","88.73%","23","1.21%","11.27%","204","1.13%"
"Irwin","29",".18%","100.00%","","","","29",".16%"
"Jackson","53",".33%","88.33%","7",".37%","11.67%","60",".33%"
"Jasper","26",".16%","89.66%","3",".16%","10.34%","29",".16%"
"Jeff Davis","20",".12%","83.33%","4",".21%","16.67%","24",".13%"
"Jefferson","30",".19%","96.77%","1",".05%","3.23%","31",".17%"
"Jenkins","25",".15%","92.59%","2",".10%","7.41%","27",".15%"
"Johnson","13",".08%","100.00%","","","","13",".07%"
"Jones","38",".23%","80.85%","9",".47%","19.15%","47",".26%"
"Lamar","28",".17%","93.33%","2",".10%","6.67%","30",".17%"
"Lanier","19",".12%","86.36%","3",".16%","13.64%","22",".12%"
"Laurens","88",".54%","92.63%","7",".37%","7.37%","95",".53%"
"Lee","26",".16%","96.30%","1",".05%","3.70%","27",".15%"
"Liberty","97",".60%","89.81%","11",".58%","10.19%","108",".60%"
"Lincoln","15",".09%","88.24%","2",".10%","11.76%","17",".09%"
"Long","24",".15%","88.89%","3",".16%","11.11%","27",".15%"
"Lowndes","180","1.11%","86.12%","29","1.52%","13.88%","209","1.16%"
"Lumpkin","34",".21%","79.07%","9",".47%","20.93%","43",".24%"
"Macon","14",".09%","100.00%","","","","14",".08%"
"Madison","36",".22%","87.80%","5",".26%","12.20%","41",".23%"
"Marion","17",".11%","100.00%","","","","17",".09%"
"Mcduffie","49",".30%","96.08%","2",".10%","3.92%","51",".28%"
"Mcintosh","24",".15%","96.00%","1",".05%","4.00%","25",".14%"
"Meriwether","49",".30%","85.96%","8",".42%","14.04%","57",".32%"
"Miller","7",".04%","87.50%","1",".05%","12.50%","8",".04%"
"Mitchell","73",".45%","90.12%","8",".42%","9.88%","81",".45%"
"Monroe","45",".28%","91.84%","4",".21%","8.16%","49",".27%"
"Montgomery","16",".10%","88.89%","2",".10%","11.11%","18",".10%"
"Morgan","33",".20%","89.19%","4",".21%","10.81%","37",".20%"
"Murray","62",".38%","88.57%","8",".42%","11.43%","70",".39%"
"Muscogee","506","3.13%","89.40%","60","3.15%","10.60%","566","3.13%"
"Newton","175","1.08%","88.83%","22","1.15%","11.17%","197","1.09%"
"Oconee","13",".08%","86.67%","2",".10%","13.33%","15",".08%"
"Oglethorpe","17",".11%","89.47%","2",".10%","10.53%","19",".11%"
"Paulding","55",".34%","93.22%","4",".21%","6.78%","59",".33%"
"Peach","16",".10%","100.00%","","","","16",".09%"
"Pickens","32",".20%","94.12%","2",".10%","5.88%","34",".19%"
"Pierce","14",".09%","100.00%","","","","14",".08%"
"Pike","13",".08%","92.86%","1",".05%","7.14%","14",".08%"
"Polk","48",".30%","90.57%","5",".26%","9.43%","53",".29%"
"Pulaski","35",".22%","85.37%","6",".31%","14.63%","41",".23%"
"Putnam","59",".36%","89.39%","7",".37%","10.61%","66",".37%"
"Quitman","","","","1",".05%","100.00%","1",".01%"
"Rabun","29",".18%","100.00%","","","","29",".16%"
"Randolph","19",".12%","86.36%","3",".16%","13.64%","22",".12%"
"Richmond","604","3.73%","89.48%","71","3.73%","10.52%","675","3.73%"
"Rockdale","165","1.02%","83.33%","33","1.73%","16.67%","198","1.10%"
"Schley","9",".06%","100.00%","","","","9",".05%"
"Screven","53",".33%","92.98%","4",".21%","7.02%","57",".32%"
"Seminole","30",".19%","100.00%","","","","30",".17%"
"Spalding","276","1.71%","90.49%","29","1.52%","9.51%","305","1.69%"
"Stephens","77",".48%","95.06%","4",".21%","4.94%","81",".45%"
"Stewart","10",".06%","90.91%","1",".05%","9.09%","11",".06%"
"Sumter","63",".39%","91.30%","6",".31%","8.70%","69",".38%"
"Talbot","10",".06%","90.91%","1",".05%","9.09%","11",".06%"
"Tattnall","28",".17%","90.32%","3",".16%","9.68%","31",".17%"
"Taylor","31",".19%","100.00%","","","","31",".17%"
"Telfair","46",".28%","88.46%","6",".31%","11.54%","52",".29%"
"Terrell","21",".13%","100.00%","","","","21",".12%"
"Thomas","75",".46%","89.29%","9",".47%","10.71%","84",".46%"
"Tift","76",".47%","91.57%","7",".37%","8.43%","83",".46%"
"Toombs","73",".45%","86.90%","11",".58%","13.10%","84",".46%"
"Towns","11",".07%","91.67%","1",".05%","8.33%","12",".07%"
"Treutlen","11",".07%","100.00%","","","","11",".06%"
"Troup","266","1.64%","90.78%","27","1.42%","9.22%","293","1.62%"
"Turner","12",".07%","92.31%","1",".05%","7.69%","13",".07%"
"Twiggs","12",".07%","92.31%","1",".05%","7.69%","13",".07%"
"Union","22",".14%","91.67%","2",".10%","8.33%","24",".13%"
"Upson","86",".53%","92.47%","7",".37%","7.53%","93",".51%"
"Walker","98",".61%","85.96%","16",".84%","14.04%","114",".63%"
"Walton","130",".80%","89.66%","15",".79%","10.34%","145",".80%"
"Ware","100",".62%","87.72%","14",".73%","12.28%","114",".63%"
"Warren","8",".05%","80.00%","2",".10%","20.00%","10",".06%"
"Washington","39",".24%","95.12%","2",".10%","4.88%","41",".23%"
"Wayne","57",".35%","89.06%","7",".37%","10.94%","64",".35%"
"Webster","1",".01%","100.00%","","","","1",".01%"
"Wheeler","11",".07%","100.00%","","","","11",".06%"
"White","26",".16%","96.30%","1",".05%","3.70%","27",".15%"
"Whitfield","238","1.47%","81.23%","55","2.89%","18.77%","293","1.62%"
"Wilcox","20",".12%","90.91%","2",".10%","9.09%","22",".12%"
"Wilkes","27",".17%","90.00%","3",".16%","10.00%","30",".17%"
"Wilkinson","26",".16%","96.30%","1",".05%","3.70%","27",".15%"
"Worth","34",".21%","94.44%","2",".10%","5.56%","36",".20%"
"Total Reported","16,173","100%","89.46%","1,906","100%","10.54%","18,079","100%"
"Not Reported","34","","","6","","","40",""
"Grand Total","16,207","","","1,912","","","18,119",""
