"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Appling","30",".18%","88.24%","4",".17%","11.76%","34",".18%"
"Atkinson","12",".07%","100.00%","","","","12",".06%"
"Bacon","22",".14%","91.67%","2",".09%","8.33%","24",".13%"
"Baker","2",".01%","66.67%","1",".04%","33.33%","3",".02%"
"Baldwin","107",".66%","91.45%","10",".43%","8.55%","117",".63%"
"Banks","9",".06%","75.00%","3",".13%","25.00%","12",".06%"
"Barrow","79",".49%","91.86%","7",".30%","8.14%","86",".46%"
"Bartow","189","1.16%","84.38%","35","1.50%","15.63%","224","1.20%"
"Ben Hill","80",".49%","87.91%","11",".47%","12.09%","91",".49%"
"Berrien","18",".11%","81.82%","4",".17%","18.18%","22",".12%"
"Bibb","233","1.43%","90.31%","25","1.07%","9.69%","258","1.39%"
"Bleckley","31",".19%","88.57%","4",".17%","11.43%","35",".19%"
"Brantley","20",".12%","100.00%","","","","20",".11%"
"Brooks","14",".09%","82.35%","3",".13%","17.65%","17",".09%"
"Bryan","38",".23%","90.48%","4",".17%","9.52%","42",".23%"
"Bulloch","126",".77%","85.71%","21",".90%","14.29%","147",".79%"
"Burke","55",".34%","93.22%","4",".17%","6.78%","59",".32%"
"Butts","47",".29%","88.68%","6",".26%","11.32%","53",".28%"
"Calhoun","4",".02%","100.00%","","","","4",".02%"
"Camden","35",".22%","94.59%","2",".09%","5.41%","37",".20%"
"Candler","22",".14%","75.86%","7",".30%","24.14%","29",".16%"
"Carroll","171","1.05%","85.50%","29","1.24%","14.50%","200","1.07%"
"Catoosa","78",".48%","81.25%","18",".77%","18.75%","96",".52%"
"Charlton","21",".13%","84.00%","4",".17%","16.00%","25",".13%"
"Chatham","928","5.70%","87.88%","128","5.49%","12.12%","1,056","5.68%"
"Chattahoochee","11",".07%","100.00%","","","","11",".06%"
"Chattooga","68",".42%","89.47%","8",".34%","10.53%","76",".41%"
"Cherokee","223","1.37%","85.11%","39","1.67%","14.89%","262","1.41%"
"Clarke","89",".55%","89.00%","11",".47%","11.00%","100",".54%"
"Clay","6",".04%","100.00%","","","","6",".03%"
"Clayton","586","3.60%","88.39%","77","3.30%","11.61%","663","3.56%"
"Clinch","11",".07%","91.67%","1",".04%","8.33%","12",".06%"
"Cobb","1,538","9.45%","83.72%","299","12.83%","16.28%","1,837","9.87%"
"Coffee","66",".41%","97.06%","2",".09%","2.94%","68",".37%"
"Colquitt","112",".69%","91.80%","10",".43%","8.20%","122",".66%"
"Columbia","89",".55%","87.25%","13",".56%","12.75%","102",".55%"
"Cook","38",".23%","90.48%","4",".17%","9.52%","42",".23%"
"Coweta","177","1.09%","87.19%","26","1.12%","12.81%","203","1.09%"
"Crawford","3",".02%","100.00%","","","","3",".02%"
"Crisp","85",".52%","94.44%","5",".21%","5.56%","90",".48%"
"Dade","32",".20%","88.89%","4",".17%","11.11%","36",".19%"
"Dawson","39",".24%","84.78%","7",".30%","15.22%","46",".25%"
"Decatur","79",".49%","84.95%","14",".60%","15.05%","93",".50%"
"Dekalb","705","4.33%","89.24%","85","3.65%","10.76%","790","4.25%"
"Dodge","70",".43%","88.61%","9",".39%","11.39%","79",".42%"
"Dooly","42",".26%","91.30%","4",".17%","8.70%","46",".25%"
"Dougherty","251","1.54%","88.69%","32","1.37%","11.31%","283","1.52%"
"Douglas","418","2.57%","82.94%","86","3.69%","17.06%","504","2.71%"
"Early","18",".11%","94.74%","1",".04%","5.26%","19",".10%"
"Echols","1",".01%","100.00%","","","","1",".01%"
"Effingham","51",".31%","94.44%","3",".13%","5.56%","54",".29%"
"Elbert","55",".34%","100.00%","","","","55",".30%"
"Emanuel","45",".28%","100.00%","","","","45",".24%"
"Evans","23",".14%","95.83%","1",".04%","4.17%","24",".13%"
"Fannin","30",".18%","88.24%","4",".17%","11.76%","34",".18%"
"Fayette","166","1.02%","83.84%","32","1.37%","16.16%","198","1.06%"
"Floyd","333","2.05%","82.43%","71","3.05%","17.57%","404","2.17%"
"Forsyth","84",".52%","76.36%","26","1.12%","23.64%","110",".59%"
"Franklin","46",".28%","88.46%","6",".26%","11.54%","52",".28%"
"Fulton","1,602","9.84%","94.51%","93","3.99%","5.49%","1,695","9.11%"
"Gilmer","32",".20%","84.21%","6",".26%","15.79%","38",".20%"
"Glascock","6",".04%","100.00%","","","","6",".03%"
"Glynn","93",".57%","92.08%","8",".34%","7.92%","101",".54%"
"Gordon","73",".45%","76.04%","23",".99%","23.96%","96",".52%"
"Grady","63",".39%","90.00%","7",".30%","10.00%","70",".38%"
"Greene","64",".39%","91.43%","6",".26%","8.57%","70",".38%"
"Gwinnett","613","3.77%","85.26%","106","4.55%","14.74%","719","3.86%"
"Habersham","36",".22%","90.00%","4",".17%","10.00%","40",".21%"
"Hall","238","1.46%","87.82%","33","1.42%","12.18%","271","1.46%"
"Hancock","9",".06%","100.00%","","","","9",".05%"
"Haralson","26",".16%","92.86%","2",".09%","7.14%","28",".15%"
"Harris","28",".17%","93.33%","2",".09%","6.67%","30",".16%"
"Hart","46",".28%","93.88%","3",".13%","6.12%","49",".26%"
"Heard","28",".17%","84.85%","5",".21%","15.15%","33",".18%"
"Henry","206","1.27%","80.47%","50","2.15%","19.53%","256","1.38%"
"Houston","205","1.26%","87.98%","28","1.20%","12.02%","233","1.25%"
"Irwin","17",".10%","100.00%","","","","17",".09%"
"Jackson","61",".37%","89.71%","7",".30%","10.29%","68",".37%"
"Jasper","13",".08%","86.67%","2",".09%","13.33%","15",".08%"
"Jeff Davis","40",".25%","93.02%","3",".13%","6.98%","43",".23%"
"Jefferson","38",".23%","97.44%","1",".04%","2.56%","39",".21%"
"Jenkins","21",".13%","100.00%","","","","21",".11%"
"Johnson","16",".10%","94.12%","1",".04%","5.88%","17",".09%"
"Jones","60",".37%","95.24%","3",".13%","4.76%","63",".34%"
"Lamar","18",".11%","90.00%","2",".09%","10.00%","20",".11%"
"Lanier","16",".10%","88.89%","2",".09%","11.11%","18",".10%"
"Laurens","98",".60%","89.91%","11",".47%","10.09%","109",".59%"
"Lee","25",".15%","89.29%","3",".13%","10.71%","28",".15%"
"Liberty","99",".61%","88.39%","13",".56%","11.61%","112",".60%"
"Lincoln","8",".05%","100.00%","","","","8",".04%"
"Long","19",".12%","82.61%","4",".17%","17.39%","23",".12%"
"Lowndes","127",".78%","84.67%","23",".99%","15.33%","150",".81%"
"Lumpkin","45",".28%","84.91%","8",".34%","15.09%","53",".28%"
"Macon","13",".08%","100.00%","","","","13",".07%"
"Madison","34",".21%","87.18%","5",".21%","12.82%","39",".21%"
"Marion","19",".12%","90.48%","2",".09%","9.52%","21",".11%"
