"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","120",".63%","93.02%","9",".43%","6.98%","129",".61%"
"Appling County","30",".16%","85.71%","5",".24%","14.29%","35",".17%"
"Atkinson County","23",".12%","85.19%","4",".19%","14.81%","27",".13%"
"Bacon County","22",".12%","95.65%","1",".05%","4.35%","23",".11%"
"Baker County","4",".02%","100.00%","","","","4",".02%"
"Baldwin County","114",".60%","93.44%","8",".38%","6.56%","122",".58%"
"Banks County","15",".08%","93.75%","1",".05%","6.25%","16",".08%"
"Barrow County","124",".65%","91.18%","12",".58%","8.82%","136",".64%"
"Bartow County","274","1.44%","83.54%","54","2.60%","16.46%","328","1.55%"
"Ben Hill County","57",".30%","91.94%","5",".24%","8.06%","62",".29%"
"Berrien County","29",".15%","85.29%","5",".24%","14.71%","34",".16%"
"Bibb County","280","1.47%","92.41%","23","1.11%","7.59%","303","1.43%"
"Bleckley County","33",".17%","91.67%","3",".14%","8.33%","36",".17%"
"Brantley County","27",".14%","93.10%","2",".10%","6.90%","29",".14%"
"Brooks County","17",".09%","94.44%","1",".05%","5.56%","18",".09%"
"Bryan County","65",".34%","95.59%","3",".14%","4.41%","68",".32%"
"Bulloch County","172",".90%","91.49%","16",".77%","8.51%","188",".89%"
"Burke County","77",".40%","93.90%","5",".24%","6.10%","82",".39%"
"Butts County","58",".30%","93.55%","4",".19%","6.45%","62",".29%"
"Calhoun County","14",".07%","73.68%","5",".24%","26.32%","19",".09%"
"Camden County","42",".22%","91.30%","4",".19%","8.70%","46",".22%"
"Candler County","35",".18%","89.74%","4",".19%","10.26%","39",".18%"
"Carroll County","238","1.25%","88.81%","30","1.44%","11.19%","268","1.27%"
"Catoosa County","118",".62%","79.73%","30","1.44%","20.27%","148",".70%"
"Charlton County","19",".10%","95.00%","1",".05%","5.00%","20",".09%"
"Chatham County","878","4.60%","92.23%","74","3.56%","7.77%","952","4.50%"
"Chattahoochee County","10",".05%","83.33%","2",".10%","16.67%","12",".06%"
"Chattooga County","85",".45%","85.86%","14",".67%","14.14%","99",".47%"
"Cherokee County","264","1.38%","91.03%","26","1.25%","8.97%","290","1.37%"
"Clarke County","158",".83%","93.49%","11",".53%","6.51%","169",".80%"
"Clay County","11",".06%","91.67%","1",".05%","8.33%","12",".06%"
"Clayton County","678","3.55%","92.62%","54","2.60%","7.38%","732","3.46%"
"Clinch County","31",".16%","100.00%","","","","31",".15%"
"Cobb County","1,350","7.07%","88.70%","172","8.27%","11.30%","1,522","7.19%"
"Coffee County","94",".49%","94.95%","5",".24%","5.05%","99",".47%"
"Colquitt County","67",".35%","91.78%","6",".29%","8.22%","73",".34%"
"Columbia County","112",".59%","87.50%","16",".77%","12.50%","128",".60%"
"Cook County","45",".24%","95.74%","2",".10%","4.26%","47",".22%"
"Coweta County","223","1.17%","88.84%","28","1.35%","11.16%","251","1.19%"
"Crawford County","3",".02%","100.00%","","","","3",".01%"
"Crisp County","95",".50%","91.35%","9",".43%","8.65%","104",".49%"
"Dade County","36",".19%","85.71%","6",".29%","14.29%","42",".20%"
"Dawson County","60",".31%","89.55%","7",".34%","10.45%","67",".32%"
"Decatur County","96",".50%","84.96%","17",".82%","15.04%","113",".53%"
"Dekalb County","1,047","5.49%","91.84%","93","4.47%","8.16%","1,140","5.39%"
"Dodge County","74",".39%","94.87%","4",".19%","5.13%","78",".37%"
"Dooly County","23",".12%","92.00%","2",".10%","8.00%","25",".12%"
"Dougherty County","344","1.80%","92.72%","27","1.30%","7.28%","371","1.75%"
"Douglas County","524","2.75%","84.93%","93","4.47%","15.07%","617","2.92%"
"Early County","28",".15%","96.55%","1",".05%","3.45%","29",".14%"
"Echols County","3",".02%","100.00%","","","","3",".01%"
"Effingham County","71",".37%","93.42%","5",".24%","6.58%","76",".36%"
"Elbert County","52",".27%","92.86%","4",".19%","7.14%","56",".26%"
"Emanuel County","47",".25%","88.68%","6",".29%","11.32%","53",".25%"
"Evans County","31",".16%","100.00%","","","","31",".15%"
"Fannin County","35",".18%","92.11%","3",".14%","7.89%","38",".18%"
"Fayette County","190","1.00%","85.97%","31","1.49%","14.03%","221","1.04%"
"Floyd County","314","1.65%","85.09%","55","2.64%","14.91%","369","1.74%"
"Forsyth County","171",".90%","85.07%","30","1.44%","14.93%","201",".95%"
"Franklin County","55",".29%","88.71%","7",".34%","11.29%","62",".29%"
"Fulton County","1,315","6.89%","94.00%","84","4.04%","6.00%","1,399","6.61%"
"Gilmer County","51",".27%","92.73%","4",".19%","7.27%","55",".26%"
"Glascock County","7",".04%","100.00%","","","","7",".03%"
"Glynn County","142",".74%","94.04%","9",".43%","5.96%","151",".71%"
"Gordon County","132",".69%","83.02%","27","1.30%","16.98%","159",".75%"
"Grady County","76",".40%","91.57%","7",".34%","8.43%","83",".39%"
"Greene County","71",".37%","92.21%","6",".29%","7.79%","77",".36%"
"Gwinnett County","1,134","5.94%","89.22%","137","6.59%","10.78%","1,271","6.00%"
"Habersham County","35",".18%","89.74%","4",".19%","10.26%","39",".18%"
"Hall County","295","1.55%","87.28%","43","2.07%","12.72%","338","1.60%"
"Hancock County","13",".07%","100.00%","","","","13",".06%"
"Haralson County","42",".22%","93.33%","3",".14%","6.67%","45",".21%"
"Harris County","55",".29%","94.83%","3",".14%","5.17%","58",".27%"
"Hart County","36",".19%","90.00%","4",".19%","10.00%","40",".19%"
"Heard County","26",".14%","89.66%","3",".14%","10.34%","29",".14%"
"Henry County","277","1.45%","87.66%","39","1.88%","12.34%","316","1.49%"
"Houston County","204","1.07%","88.31%","27","1.30%","11.69%","231","1.09%"
"Irwin County","27",".14%","93.10%","2",".10%","6.90%","29",".14%"
"Jackson County","66",".35%","80.49%","16",".77%","19.51%","82",".39%"
"Jasper County","31",".16%","88.57%","4",".19%","11.43%","35",".17%"
"Jeff Davis County","25",".13%","92.59%","2",".10%","7.41%","27",".13%"
"Jefferson County","50",".26%","94.34%","3",".14%","5.66%","53",".25%"
"Jenkins County","14",".07%","93.33%","1",".05%","6.67%","15",".07%"
"Johnson County","11",".06%","84.62%","2",".10%","15.38%","13",".06%"
"Jones County","86",".45%","87.76%","12",".58%","12.24%","98",".46%"
"Lamar County","31",".16%","91.18%","3",".14%","8.82%","34",".16%"
"Lanier County","17",".09%","94.44%","1",".05%","5.56%","18",".09%"
"Laurens County","134",".70%","91.78%","12",".58%","8.22%","146",".69%"
"Lee County","34",".18%","85.00%","6",".29%","15.00%","40",".19%"
"Liberty County","115",".60%","94.26%","7",".34%","5.74%","122",".58%"
"Lincoln County","6",".03%","66.67%","3",".14%","33.33%","9",".04%"
"Long County","27",".14%","96.43%","1",".05%","3.57%","28",".13%"
"Lowndes County","167",".87%","91.26%","16",".77%","8.74%","183",".86%"
"Lumpkin County","43",".23%","89.58%","5",".24%","10.42%","48",".23%"
"Macon County","18",".09%","100.00%","","","","18",".09%"
"Madison County","42",".22%","87.50%","6",".29%","12.50%","48",".23%"
"Marion County","15",".08%","100.00%","","","","15",".07%"
"Mcduffie County","61",".32%","85.92%","10",".48%","14.08%","71",".34%"
"Mcintosh County","31",".16%","93.94%","2",".10%","6.06%","33",".16%"
"Meriwether County","86",".45%","94.51%","5",".24%","5.49%","91",".43%"
"Miller County","10",".05%","100.00%","","","","10",".05%"
"Mitchell County","66",".35%","91.67%","6",".29%","8.33%","72",".34%"
"Monroe County","57",".30%","87.69%","8",".38%","12.31%","65",".31%"
"Montgomery County","19",".10%","86.36%","3",".14%","13.64%","22",".10%"
"Morgan County","55",".29%","88.71%","7",".34%","11.29%","62",".29%"
"Murray County","71",".37%","86.59%","11",".53%","13.41%","82",".39%"
"Muscogee County","524","2.75%","93.91%","34","1.63%","6.09%","558","2.64%"
"Newton County","306","1.60%","88.95%","38","1.83%","11.05%","344","1.63%"
"Oconee County","17",".09%","94.44%","1",".05%","5.56%","18",".09%"
"Oglethorpe County","18",".09%","85.71%","3",".14%","14.29%","21",".10%"
"Paulding County","120",".63%","88.24%","16",".77%","11.76%","136",".64%"
"Peach County","28",".15%","100.00%","","","","28",".13%"
"Pickens County","49",".26%","89.09%","6",".29%","10.91%","55",".26%"
"Pierce County","26",".14%","100.00%","","","","26",".12%"
"Pike County","18",".09%","94.74%","1",".05%","5.26%","19",".09%"
"Polk County","76",".40%","84.44%","14",".67%","15.56%","90",".43%"
"Pulaski County","20",".10%","86.96%","3",".14%","13.04%","23",".11%"
"Putnam County","60",".31%","86.96%","9",".43%","13.04%","69",".33%"
"Quitman County","7",".04%","100.00%","","","","7",".03%"
"Rabun County","20",".10%","86.96%","3",".14%","13.04%","23",".11%"
"Randolph County","23",".12%","92.00%","2",".10%","8.00%","25",".12%"
"Richmond County","557","2.92%","92.07%","48","2.31%","7.93%","605","2.86%"
"Rockdale County","163",".85%","87.63%","23","1.11%","12.37%","186",".88%"
"Schley County","11",".06%","100.00%","","","","11",".05%"
"Screven County","37",".19%","88.10%","5",".24%","11.90%","42",".20%"
"Seminole County","16",".08%","80.00%","4",".19%","20.00%","20",".09%"
"Spalding County","246","1.29%","87.86%","34","1.63%","12.14%","280","1.32%"
"Stephens County","63",".33%","91.30%","6",".29%","8.70%","69",".33%"
"Stewart County","16",".08%","100.00%","","","","16",".08%"
"Sumter County","85",".45%","98.84%","1",".05%","1.16%","86",".41%"
"Talbot County","15",".08%","100.00%","","","","15",".07%"
"Taliaferro County","9",".05%","90.00%","1",".05%","10.00%","10",".05%"
"Tattnall County","76",".40%","95.00%","4",".19%","5.00%","80",".38%"
"Taylor County","40",".21%","93.02%","3",".14%","6.98%","43",".20%"
"Telfair County","34",".18%","89.47%","4",".19%","10.53%","38",".18%"
"Terrell County","20",".10%","100.00%","","","","20",".09%"
"Thomas County","76",".40%","97.44%","2",".10%","2.56%","78",".37%"
"Tift County","59",".31%","100.00%","","","","59",".28%"
"Toombs County","109",".57%","86.51%","17",".82%","13.49%","126",".60%"
"Towns County","21",".11%","80.77%","5",".24%","19.23%","26",".12%"
"Treutlen County","34",".18%","89.47%","4",".19%","10.53%","38",".18%"
"Troup County","278","1.46%","87.97%","38","1.83%","12.03%","316","1.49%"
"Turner County","18",".09%","94.74%","1",".05%","5.26%","19",".09%"
"Twiggs County","27",".14%","93.10%","2",".10%","6.90%","29",".14%"
"Union County","33",".17%","82.50%","7",".34%","17.50%","40",".19%"
"Upson County","59",".31%","93.65%","4",".19%","6.35%","63",".30%"
"Walker County","142",".74%","86.06%","23","1.11%","13.94%","165",".78%"
"Walton County","245","1.28%","89.09%","30","1.44%","10.91%","275","1.30%"
"Ware County","102",".53%","88.70%","13",".63%","11.30%","115",".54%"
"Warren County","10",".05%","90.91%","1",".05%","9.09%","11",".05%"
"Washington County","62",".32%","92.54%","5",".24%","7.46%","67",".32%"
"Wayne County","41",".21%","93.18%","3",".14%","6.82%","44",".21%"
"Webster County","3",".02%","100.00%","","","","3",".01%"
"Wheeler County","16",".08%","88.89%","2",".10%","11.11%","18",".09%"
"White County","52",".27%","89.66%","6",".29%","10.34%","58",".27%"
"Whitfield County","268","1.40%","85.90%","44","2.12%","14.10%","312","1.47%"
"Wilcox County","15",".08%","75.00%","5",".24%","25.00%","20",".09%"
"Wilkes County","24",".13%","88.89%","3",".14%","11.11%","27",".13%"
"Wilkinson County","25",".13%","96.15%","1",".05%","3.85%","26",".12%"
"Worth County","29",".15%","96.67%","1",".05%","3.33%","30",".14%"
"Total Rported","19,086","100%","90.17%","2,080","100%","9.83%","21,166","100%"
"Not Reported","0","","","0","","","0",""
"Grand Total","19,086","","","2,080","","","21,166",""
