"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Appling","32",".19%","94.12%","2",".10%","5.88%","34",".18%"
"Atkinson","8",".05%","80.00%","2",".10%","20.00%","10",".05%"
"Bacon","16",".10%","80.00%","4",".20%","20.00%","20",".11%"
"Baker","9",".05%","100.00%","","","","9",".05%"
"Baldwin","126",".76%","85.14%","22","1.08%","14.86%","148",".80%"
"Banks","16",".10%","94.12%","1",".05%","5.88%","17",".09%"
"Barrow","60",".36%","90.91%","6",".29%","9.09%","66",".36%"
"Bartow","232","1.41%","84.06%","44","2.15%","15.94%","276","1.49%"
"Ben Hill","49",".30%","79.03%","13",".64%","20.97%","62",".33%"
"Berrien","25",".15%","80.65%","6",".29%","19.35%","31",".17%"
"Bibb","212","1.29%","91.77%","19",".93%","8.23%","231","1.25%"
"Bleckley","33",".20%","89.19%","4",".20%","10.81%","37",".20%"
"Brantley","16",".10%","94.12%","1",".05%","5.88%","17",".09%"
"Brooks","25",".15%","100.00%","","","","25",".14%"
"Bryan","29",".18%","85.29%","5",".24%","14.71%","34",".18%"
"Bulloch","99",".60%","83.90%","19",".93%","16.10%","118",".64%"
"Burke","60",".36%","95.24%","3",".15%","4.76%","63",".34%"
"Butts","41",".25%","93.18%","3",".15%","6.82%","44",".24%"
"Calhoun","15",".09%","93.75%","1",".05%","6.25%","16",".09%"
"Camden","24",".15%","100.00%","","","","24",".13%"
"Candler","18",".11%","100.00%","","","","18",".10%"
"Carroll","158",".96%","88.27%","21","1.03%","11.73%","179",".97%"
"Catoosa","69",".42%","85.19%","12",".59%","14.81%","81",".44%"
"Charlton","23",".14%","100.00%","","","","23",".12%"
"Chatham","926","5.62%","89.99%","103","5.04%","10.01%","1,029","5.56%"
"Chattahoochee","10",".06%","83.33%","2",".10%","16.67%","12",".06%"
"Chattooga","90",".55%","85.71%","15",".73%","14.29%","105",".57%"
"Cherokee","254","1.54%","86.99%","38","1.86%","13.01%","292","1.58%"
"Clarke","162",".98%","93.10%","12",".59%","6.90%","174",".94%"
"Clay","11",".07%","100.00%","","","","11",".06%"
"Clayton","804","4.88%","88.55%","104","5.09%","11.45%","908","4.90%"
"Clinch","14",".08%","93.33%","1",".05%","6.67%","15",".08%"
"Cobb","1,046","6.35%","86.23%","167","8.18%","13.77%","1,213","6.55%"
"Coffee","76",".46%","92.68%","6",".29%","7.32%","82",".44%"
"Colquitt","75",".46%","92.59%","6",".29%","7.41%","81",".44%"
"Columbia","76",".46%","91.57%","7",".34%","8.43%","83",".45%"
"Cook","31",".19%","86.11%","5",".24%","13.89%","36",".19%"
"Coweta","148",".90%","91.36%","14",".69%","8.64%","162",".88%"
"Crawford","4",".02%","80.00%","1",".05%","20.00%","5",".03%"
"Crisp","90",".55%","90.00%","10",".49%","10.00%","100",".54%"
"Dade","47",".29%","85.45%","8",".39%","14.55%","55",".30%"
"Dawson","42",".25%","91.30%","4",".20%","8.70%","46",".25%"
"Decatur","77",".47%","84.62%","14",".69%","15.38%","91",".49%"
"Dekalb","980","5.95%","91.67%","89","4.36%","8.33%","1,069","5.77%"
"Dodge","55",".33%","88.71%","7",".34%","11.29%","62",".33%"
"Dooly","33",".20%","84.62%","6",".29%","15.38%","39",".21%"
"Dougherty","306","1.86%","93.58%","21","1.03%","6.42%","327","1.77%"
"Douglas","426","2.59%","85.03%","75","3.67%","14.97%","501","2.71%"
"Early","15",".09%","93.75%","1",".05%","6.25%","16",".09%"
"Echols","3",".02%","100.00%","","","","3",".02%"
"Effingham","55",".33%","91.67%","5",".24%","8.33%","60",".32%"
"Elbert","56",".34%","86.15%","9",".44%","13.85%","65",".35%"
"Emanuel","64",".39%","94.12%","4",".20%","5.88%","68",".37%"
"Evans","25",".15%","92.59%","2",".10%","7.41%","27",".15%"
"Fannin","43",".26%","82.69%","9",".44%","17.31%","52",".28%"
"Fayette","124",".75%","87.32%","18",".88%","12.68%","142",".77%"
"Floyd","323","1.96%","84.33%","60","2.94%","15.67%","383","2.07%"
"Forsyth","88",".53%","83.81%","17",".83%","16.19%","105",".57%"
"Franklin","47",".29%","90.38%","5",".24%","9.62%","52",".28%"
"Fulton","1,625","9.87%","93.18%","119","5.83%","6.82%","1,744","9.42%"
"Gilmer","42",".25%","80.77%","10",".49%","19.23%","52",".28%"
"Glascock","2",".01%","100.00%","","","","2",".01%"
"Glynn","119",".72%","93.70%","8",".39%","6.30%","127",".69%"
"Gordon","90",".55%","80.36%","22","1.08%","19.64%","112",".60%"
"Grady","80",".49%","94.12%","5",".24%","5.88%","85",".46%"
"Greene","35",".21%","94.59%","2",".10%","5.41%","37",".20%"
"Gwinnett","463","2.81%","88.02%","63","3.09%","11.98%","526","2.84%"
"Habersham","46",".28%","85.19%","8",".39%","14.81%","54",".29%"
"Hall","280","1.70%","86.42%","44","2.15%","13.58%","324","1.75%"
"Hancock","10",".06%","100.00%","","","","10",".05%"
"Haralson","20",".12%","90.91%","2",".10%","9.09%","22",".12%"
"Harris","34",".21%","91.89%","3",".15%","8.11%","37",".20%"
"Hart","39",".24%","86.67%","6",".29%","13.33%","45",".24%"
"Heard","18",".11%","85.71%","3",".15%","14.29%","21",".11%"
"Henry","167","1.01%","84.77%","30","1.47%","15.23%","197","1.06%"
"Houston","189","1.15%","90.87%","19",".93%","9.13%","208","1.12%"
"Irwin","15",".09%","100.00%","","","","15",".08%"
"Jackson","79",".48%","89.77%","9",".44%","10.23%","88",".48%"
"Jasper","17",".10%","100.00%","","","","17",".09%"
"Jeff Davis","23",".14%","88.46%","3",".15%","11.54%","26",".14%"
"Jefferson","24",".15%","96.00%","1",".05%","4.00%","25",".14%"
"Jenkins","16",".10%","94.12%","1",".05%","5.88%","17",".09%"
"Johnson","19",".12%","100.00%","","","","19",".10%"
"Jones","53",".32%","89.83%","6",".29%","10.17%","59",".32%"
"Lamar","15",".09%","100.00%","","","","15",".08%"
"Lanier","17",".10%","100.00%","","","","17",".09%"
"Laurens","92",".56%","92.93%","7",".34%","7.07%","99",".53%"
"Lee","18",".11%","85.71%","3",".15%","14.29%","21",".11%"
"Liberty","65",".39%","94.20%","4",".20%","5.80%","69",".37%"
"Lincoln","14",".08%","87.50%","2",".10%","12.50%","16",".09%"
"Long","22",".13%","81.48%","5",".24%","18.52%","27",".15%"
"Lowndes","179","1.09%","86.06%","29","1.42%","13.94%","208","1.12%"
"Lumpkin","34",".21%","77.27%","10",".49%","22.73%","44",".24%"
"Macon","23",".14%","92.00%","2",".10%","8.00%","25",".14%"
"Madison","54",".33%","91.53%","5",".24%","8.47%","59",".32%"
"Marion","11",".07%","91.67%","1",".05%","8.33%","12",".06%"
"Mcduffie","75",".46%","92.59%","6",".29%","7.41%","81",".44%"
"Mcintosh","24",".15%","96.00%","1",".05%","4.00%","25",".14%"
"Meriwether","48",".29%","90.57%","5",".24%","9.43%","53",".29%"
"Miller","5",".03%","100.00%","","","","5",".03%"
"Mitchell","71",".43%","93.42%","5",".24%","6.58%","76",".41%"
"Monroe","50",".30%","92.59%","4",".20%","7.41%","54",".29%"
"Montgomery","20",".12%","95.24%","1",".05%","4.76%","21",".11%"
"Morgan","27",".16%","87.10%","4",".20%","12.90%","31",".17%"
"Murray","69",".42%","85.19%","12",".59%","14.81%","81",".44%"
"Muscogee","517","3.14%","88.83%","65","3.18%","11.17%","582","3.14%"
"Newton","213","1.29%","86.59%","33","1.62%","13.41%","246","1.33%"
"Oconee","21",".13%","100.00%","","","","21",".11%"
"Oglethorpe","16",".10%","94.12%","1",".05%","5.88%","17",".09%"
"Paulding","56",".34%","94.92%","3",".15%","5.08%","59",".32%"
"Peach","23",".14%","95.83%","1",".05%","4.17%","24",".13%"
"Pickens","25",".15%","92.59%","2",".10%","7.41%","27",".15%"
"Pierce","14",".08%","100.00%","","","","14",".08%"
"Pike","23",".14%","92.00%","2",".10%","8.00%","25",".14%"
"Polk","44",".27%","88.00%","6",".29%","12.00%","50",".27%"
"Pulaski","34",".21%","94.44%","2",".10%","5.56%","36",".19%"
"Putnam","47",".29%","87.04%","7",".34%","12.96%","54",".29%"
"Quitman","1",".01%","100.00%","","","","1",".01%"
"Rabun","21",".13%","80.77%","5",".24%","19.23%","26",".14%"
"Randolph","26",".16%","92.86%","2",".10%","7.14%","28",".15%"
"Richmond","556","3.38%","87.28%","81","3.97%","12.72%","637","3.44%"
"Rockdale","167","1.01%","84.34%","31","1.52%","15.66%","198","1.07%"
"Schley","9",".05%","90.00%","1",".05%","10.00%","10",".05%"
"Screven","40",".24%","85.11%","7",".34%","14.89%","47",".25%"
"Seminole","30",".18%","90.91%","3",".15%","9.09%","33",".18%"
"Spalding","248","1.51%","83.50%","49","2.40%","16.50%","297","1.60%"
"Stephens","54",".33%","90.00%","6",".29%","10.00%","60",".32%"
"Stewart","12",".07%","100.00%","","","","12",".06%"
"Sumter","78",".47%","91.76%","7",".34%","8.24%","85",".46%"
"Talbot","10",".06%","90.91%","1",".05%","9.09%","11",".06%"
"Taliaferro","5",".03%","100.00%","","","","5",".03%"
"Tattnall","48",".29%","90.57%","5",".24%","9.43%","53",".29%"
"Taylor","29",".18%","96.67%","1",".05%","3.33%","30",".16%"
"Telfair","35",".21%","85.37%","6",".29%","14.63%","41",".22%"
