"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","33",".27%","97.06%","1",".07%","2.94%","34",".25%"
"Appling County","16",".13%","84.21%","3",".21%","15.79%","19",".14%"
"Atkinson County","13",".11%","81.25%","3",".21%","18.75%","16",".12%"
"Bacon County","20",".16%","100.00%","","","","20",".15%"
"Baldwin County","101",".82%","90.18%","11",".77%","9.82%","112",".81%"
"Banks County","14",".11%","73.68%","5",".35%","26.32%","19",".14%"
"Barrow County","108",".87%","84.38%","20","1.40%","15.63%","128",".93%"
"Bartow County","200","1.62%","80.97%","47","3.30%","19.03%","247","1.79%"
"Ben Hill County","68",".55%","88.31%","9",".63%","11.69%","77",".56%"
"Berrien County","28",".23%","96.55%","1",".07%","3.45%","29",".21%"
"Bibb County","228","1.84%","91.57%","21","1.47%","8.43%","249","1.81%"
"Bleckley County","17",".14%","89.47%","2",".14%","10.53%","19",".14%"
"Brantley County","38",".31%","80.85%","9",".63%","19.15%","47",".34%"
"Brooks County","11",".09%","100.00%","","","","11",".08%"
"Bryan County","15",".12%","93.75%","1",".07%","6.25%","16",".12%"
"Bulloch County","158","1.28%","91.86%","14",".98%","8.14%","172","1.25%"
"Burke County","62",".50%","95.38%","3",".21%","4.62%","65",".47%"
"Butts County","44",".36%","91.67%","4",".28%","8.33%","48",".35%"
"Calhoun County","2",".02%","66.67%","1",".07%","33.33%","3",".02%"
"Camden County","27",".22%","79.41%","7",".49%","20.59%","34",".25%"
"Candler County","18",".15%","81.82%","4",".28%","18.18%","22",".16%"
"Carroll County","179","1.45%","88.61%","23","1.61%","11.39%","202","1.47%"
"Catoosa County","79",".64%","79.80%","20","1.40%","20.20%","99",".72%"
"Charlton County","19",".15%","90.48%","2",".14%","9.52%","21",".15%"
"Chatham County","434","3.51%","93.94%","28","1.96%","6.06%","462","3.35%"
"Chattahoochee County","5",".04%","100.00%","","","","5",".04%"
"Chattooga County","70",".57%","84.34%","13",".91%","15.66%","83",".60%"
"Cherokee County","151","1.22%","87.28%","22","1.54%","12.72%","173","1.26%"
"Clarke County","119",".96%","89.47%","14",".98%","10.53%","133",".96%"
"Clay County","7",".06%","100.00%","","","","7",".05%"
"Clayton County","299","2.42%","88.99%","37","2.60%","11.01%","336","2.44%"
"Clinch County","9",".07%","81.82%","2",".14%","18.18%","11",".08%"
"Cobb County","628","5.08%","90.36%","67","4.70%","9.64%","695","5.04%"
"Coffee County","80",".65%","93.02%","6",".42%","6.98%","86",".62%"
"Colquitt County","52",".42%","100.00%","","","","52",".38%"
"Columbia County","94",".76%","83.19%","19","1.33%","16.81%","113",".82%"
"Cook County","34",".28%","91.89%","3",".21%","8.11%","37",".27%"
"Coweta County","145","1.17%","90.06%","16","1.12%","9.94%","161","1.17%"
"Crawford County","6",".05%","85.71%","1",".07%","14.29%","7",".05%"
"Crisp County","82",".66%","93.18%","6",".42%","6.82%","88",".64%"
"Dade County","32",".26%","94.12%","2",".14%","5.88%","34",".25%"
"Dawson County","27",".22%","90.00%","3",".21%","10.00%","30",".22%"
"Decatur County","55",".45%","93.22%","4",".28%","6.78%","59",".43%"
"Dekalb County","442","3.58%","93.25%","32","2.25%","6.75%","474","3.44%"
"Dodge County","39",".32%","95.12%","2",".14%","4.88%","41",".30%"
"Dooly County","27",".22%","84.38%","5",".35%","15.63%","32",".23%"
"Dougherty County","192","1.55%","96.00%","8",".56%","4.00%","200","1.45%"
"Douglas County","296","2.40%","88.10%","40","2.81%","11.90%","336","2.44%"
"Early County","16",".13%","84.21%","3",".21%","15.79%","19",".14%"
"Echols County","","","","2",".14%","100.00%","2",".01%"
"Effingham County","55",".45%","87.30%","8",".56%","12.70%","63",".46%"
"Elbert County","36",".29%","87.80%","5",".35%","12.20%","41",".30%"
"Emanuel County","26",".21%","81.25%","6",".42%","18.75%","32",".23%"
"Evans County","14",".11%","100.00%","","","","14",".10%"
"Fannin County","26",".21%","86.67%","4",".28%","13.33%","30",".22%"
"Fayette County","94",".76%","92.16%","8",".56%","7.84%","102",".74%"
"Floyd County","276","2.23%","88.18%","37","2.60%","11.82%","313","2.27%"
"Forsyth County","119",".96%","87.50%","17","1.19%","12.50%","136",".99%"
"Franklin County","42",".34%","80.77%","10",".70%","19.23%","52",".38%"
