"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","1,760","9.21%","86.87%","266","13.63%","13.13%","2,026","9.62%"
"Appling","26",".14%","96.30%","1",".05%","3.70%","27",".13%"
"Atkinson","12",".06%","92.31%","1",".05%","7.69%","13",".06%"
"Bacon","22",".12%","100.00%","","","","22",".10%"
"Baker","4",".02%","100.00%","","","","4",".02%"
"Baldwin","109",".57%","88.62%","14",".72%","11.38%","123",".58%"
"Banks","16",".08%","88.89%","2",".10%","11.11%","18",".09%"
"Barrow","90",".47%","90.91%","9",".46%","9.09%","99",".47%"
"Bartow","246","1.29%","90.44%","26","1.33%","9.56%","272","1.29%"
"Ben Hill","51",".27%","89.47%","6",".31%","10.53%","57",".27%"
"Berrien","26",".14%","92.86%","2",".10%","7.14%","28",".13%"
"Bibb","269","1.41%","95.05%","14",".72%","4.95%","283","1.34%"
"Bleckley","25",".13%","86.21%","4",".20%","13.79%","29",".14%"
"Brantley","30",".16%","93.75%","2",".10%","6.25%","32",".15%"
"Brooks","22",".12%","95.65%","1",".05%","4.35%","23",".11%"
"Bryan","35",".18%","97.22%","1",".05%","2.78%","36",".17%"
"Bulloch","133",".70%","94.33%","8",".41%","5.67%","141",".67%"
"Burke","80",".42%","96.39%","3",".15%","3.61%","83",".39%"
"Butts","64",".34%","88.89%","8",".41%","11.11%","72",".34%"
"Calhoun","13",".07%","61.90%","8",".41%","38.10%","21",".10%"
"Camden","29",".15%","100.00%","","","","29",".14%"
"Candler","27",".14%","84.38%","5",".26%","15.63%","32",".15%"
"Carroll","236","1.24%","88.72%","30","1.54%","11.28%","266","1.26%"
"Catoosa","107",".56%","87.70%","15",".77%","12.30%","122",".58%"
"Charlton","17",".09%","85.00%","3",".15%","15.00%","20",".09%"
"Chatham","889","4.65%","91.93%","78","4.00%","8.07%","967","4.59%"
"Chattahoochee","12",".06%","85.71%","2",".10%","14.29%","14",".07%"
"Chattooga","77",".40%","87.50%","11",".56%","12.50%","88",".42%"
"Cherokee","201","1.05%","91.78%","18",".92%","8.22%","219","1.04%"
"Clarke","157",".82%","92.90%","12",".61%","7.10%","169",".80%"
"Clay","10",".05%","100.00%","","","","10",".05%"
"Clayton","645","3.38%","88.84%","81","4.15%","11.16%","726","3.45%"
"Clinch","27",".14%","100.00%","","","","27",".13%"
"Cobb","1,184","6.20%","88.36%","156","7.99%","11.64%","1,340","6.36%"
"Coffee","62",".32%","92.54%","5",".26%","7.46%","67",".32%"
"Colquitt","66",".35%","90.41%","7",".36%","9.59%","73",".35%"
"Columbia","114",".60%","89.06%","14",".72%","10.94%","128",".61%"
"Cook","37",".19%","97.37%","1",".05%","2.63%","38",".18%"
"Coweta","210","1.10%","90.91%","21","1.08%","9.09%","231","1.10%"
"Crawford","5",".03%","100.00%","","","","5",".02%"
"Crisp","74",".39%","91.36%","7",".36%","8.64%","81",".38%"
"Dade","37",".19%","80.43%","9",".46%","19.57%","46",".22%"
"Dawson","45",".24%","91.84%","4",".20%","8.16%","49",".23%"
"Decatur","79",".41%","91.86%","7",".36%","8.14%","86",".41%"
"Dekalb","773","4.05%","91.05%","76","3.89%","8.95%","849","4.03%"
"Dodge","79",".41%","96.34%","3",".15%","3.66%","82",".39%"
"Dooly","26",".14%","96.30%","1",".05%","3.70%","27",".13%"
"Dougherty","287","1.50%","93.79%","19",".97%","6.21%","306","1.45%"
"Douglas","460","2.41%","83.03%","94","4.82%","16.97%","554","2.63%"
"Early","24",".13%","100.00%","","","","24",".11%"
"Echols","6",".03%","100.00%","","","","6",".03%"
"Effingham","58",".30%","93.55%","4",".20%","6.45%","62",".29%"
"Elbert","59",".31%","93.65%","4",".20%","6.35%","63",".30%"
"Emanuel","68",".36%","95.77%","3",".15%","4.23%","71",".34%"
"Evans","24",".13%","100.00%","","","","24",".11%"
"Fannin","34",".18%","87.18%","5",".26%","12.82%","39",".19%"
"Fayette","143",".75%","92.86%","11",".56%","7.14%","154",".73%"
"Floyd","276","1.44%","89.90%","31","1.59%","10.10%","307","1.46%"
"Forsyth","143",".75%","83.14%","29","1.49%","16.86%","172",".82%"
"Franklin","64",".34%","92.75%","5",".26%","7.25%","69",".33%"
"Fulton","1,638","8.57%","95.45%","78","4.00%","4.55%","1,716","8.15%"
"Gilmer","39",".20%","82.98%","8",".41%","17.02%","47",".22%"
"Glascock","3",".02%","100.00%","","","","3",".01%"
"Glynn","88",".46%","88.89%","11",".56%","11.11%","99",".47%"
"Gordon","98",".51%","86.73%","15",".77%","13.27%","113",".54%"
"Grady","72",".38%","93.51%","5",".26%","6.49%","77",".37%"
"Greene","62",".32%","91.18%","6",".31%","8.82%","68",".32%"
"Gwinnett","973","5.09%","90.68%","100","5.12%","9.32%","1,073","5.10%"
"Habersham","29",".15%","93.55%","2",".10%","6.45%","31",".15%"
"Hall","249","1.30%","92.22%","21","1.08%","7.78%","270","1.28%"
"Hancock","7",".04%","100.00%","","","","7",".03%"
"Haralson","17",".09%","89.47%","2",".10%","10.53%","19",".09%"
"Harris","43",".23%","97.73%","1",".05%","2.27%","44",".21%"
"Hart","44",".23%","91.67%","4",".20%","8.33%","48",".23%"
"Heard","22",".12%","78.57%","6",".31%","21.43%","28",".13%"
"Henry","227","1.19%","90.08%","25","1.28%","9.92%","252","1.20%"
"Houston","211","1.10%","90.17%","23","1.18%","9.83%","234","1.11%"
"Irwin","20",".10%","95.24%","1",".05%","4.76%","21",".10%"
"Jackson","80",".42%","91.95%","7",".36%","8.05%","87",".41%"
