"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Appling","37",".19%","82.22%","8",".34%","17.78%","45",".21%"
"Atkinson","11",".06%","100.00%","","","","11",".05%"
"Bacon","14",".07%","100.00%","","","","14",".07%"
"Baker","6",".03%","100.00%","","","","6",".03%"
"Baldwin","102",".54%","88.70%","13",".56%","11.30%","115",".54%"
"Banks","11",".06%","100.00%","","","","11",".05%"
"Barrow","105",".55%","90.52%","11",".47%","9.48%","116",".54%"
"Bartow","247","1.30%","84.59%","45","1.92%","15.41%","292","1.37%"
"Ben Hill","75",".39%","92.59%","6",".26%","7.41%","81",".38%"
"Berrien","32",".17%","96.97%","1",".04%","3.03%","33",".15%"
"Bibb","301","1.58%","92.90%","23",".98%","7.10%","324","1.52%"
"Bleckley","24",".13%","82.76%","5",".21%","17.24%","29",".14%"
"Brantley","13",".07%","92.86%","1",".04%","7.14%","14",".07%"
"Brooks","19",".10%","90.48%","2",".09%","9.52%","21",".10%"
"Bryan","31",".16%","83.78%","6",".26%","16.22%","37",".17%"
"Bulloch","133",".70%","86.36%","21",".90%","13.64%","154",".72%"
"Burke","53",".28%","94.64%","3",".13%","5.36%","56",".26%"
"Butts","68",".36%","87.18%","10",".43%","12.82%","78",".37%"
"Calhoun","14",".07%","93.33%","1",".04%","6.67%","15",".07%"
"Camden","33",".17%","91.67%","3",".13%","8.33%","36",".17%"
"Candler","34",".18%","89.47%","4",".17%","10.53%","38",".18%"
"Carroll","201","1.06%","86.27%","32","1.37%","13.73%","233","1.09%"
"Catoosa","110",".58%","87.30%","16",".68%","12.70%","126",".59%"
"Charlton","16",".08%","94.12%","1",".04%","5.88%","17",".08%"
"Chatham","1,036","5.45%","92.01%","90","3.85%","7.99%","1,126","5.27%"
"Chattahoochee","12",".06%","100.00%","","","","12",".06%"
"Chattooga","79",".42%","81.44%","18",".77%","18.56%","97",".45%"
