"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","90",".52%","93.75%","6",".30%","6.25%","96",".50%"
"Appling","27",".16%","96.43%","1",".05%","3.57%","28",".14%"
"Atkinson","9",".05%","69.23%","4",".20%","30.77%","13",".07%"
"Bacon","16",".09%","94.12%","1",".05%","5.88%","17",".09%"
"Baker","1",".01%","100.00%","","","","1",".01%"
"Baldwin","93",".54%","86.11%","15",".76%","13.89%","108",".56%"
"Banks","20",".12%","83.33%","4",".20%","16.67%","24",".12%"
"Barrow","101",".58%","87.83%","14",".71%","12.17%","115",".60%"
"Bartow","217","1.25%","86.11%","35","1.78%","13.89%","252","1.30%"
"Ben Hill","53",".31%","89.83%","6",".30%","10.17%","59",".31%"
"Berrien","21",".12%","95.45%","1",".05%","4.55%","22",".11%"
"Bibb","264","1.52%","94.96%","14",".71%","5.04%","278","1.44%"
"Bleckley","20",".12%","95.24%","1",".05%","4.76%","21",".11%"
"Brantley","21",".12%","91.30%","2",".10%","8.70%","23",".12%"
"Brooks","13",".07%","86.67%","2",".10%","13.33%","15",".08%"
"Bryan","42",".24%","97.67%","1",".05%","2.33%","43",".22%"
"Bulloch","134",".77%","89.93%","15",".76%","10.07%","149",".77%"
"Burke","69",".40%","94.52%","4",".20%","5.48%","73",".38%"
"Butts","72",".42%","91.14%","7",".36%","8.86%","79",".41%"
"Calhoun","12",".07%","75.00%","4",".20%","25.00%","16",".08%"
"Camden","32",".18%","91.43%","3",".15%","8.57%","35",".18%"
"Candler","26",".15%","92.86%","2",".10%","7.14%","28",".14%"
"Carroll","225","1.30%","88.93%","28","1.42%","11.07%","253","1.31%"
"Catoosa","102",".59%","89.47%","12",".61%","10.53%","114",".59%"
"Charlton","17",".10%","94.44%","1",".05%","5.56%","18",".09%"
"Chatham","957","5.52%","91.49%","89","4.52%","8.51%","1,046","5.42%"
"Chattahoochee","9",".05%","100.00%","","","","9",".05%"
"Chattooga","80",".46%","84.21%","15",".76%","15.79%","95",".49%"
"Cherokee","252","1.45%","86.01%","41","2.08%","13.99%","293","1.52%"
"Clarke","164",".95%","93.18%","12",".61%","6.82%","176",".91%"
"Clay","8",".05%","100.00%","","","","8",".04%"
"Clayton","602","3.47%","88.66%","77","3.91%","11.34%","679","3.52%"
"Clinch","20",".12%","95.24%","1",".05%","4.76%","21",".11%"
"Cobb","1,291","7.44%","87.11%","191","9.70%","12.89%","1,482","7.67%"
"Coffee","72",".42%","92.31%","6",".30%","7.69%","78",".40%"
"Colquitt","70",".40%","94.59%","4",".20%","5.41%","74",".38%"
"Columbia","81",".47%","84.38%","15",".76%","15.63%","96",".50%"
"Cook","32",".18%","100.00%","","","","32",".17%"
"Coweta","201","1.16%","90.95%","20","1.02%","9.05%","221","1.14%"
"Crawford","11",".06%","91.67%","1",".05%","8.33%","12",".06%"
"Crisp","71",".41%","85.54%","12",".61%","14.46%","83",".43%"
"Dade","44",".25%","84.62%","8",".41%","15.38%","52",".27%"
