"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","27",".17%","81.82%","6",".28%","18.18%","33",".18%"
"Appling County","26",".16%","96.30%","1",".05%","3.70%","27",".15%"
"Atkinson County","18",".11%","85.71%","3",".14%","14.29%","21",".12%"
"Bacon County","23",".14%","82.14%","5",".23%","17.86%","28",".16%"
"Baker County","6",".04%","100.00%","","","","6",".03%"
"Baldwin County","107",".67%","89.92%","12",".56%","10.08%","119",".66%"
"Banks County","21",".13%","80.77%","5",".23%","19.23%","26",".14%"
"Barrow County","127",".80%","83.01%","26","1.22%","16.99%","153",".85%"
"Bartow County","229","1.44%","81.79%","51","2.39%","18.21%","280","1.55%"
"Ben Hill County","72",".45%","90.00%","8",".38%","10.00%","80",".44%"
"Berrien County","24",".15%","100.00%","","","","24",".13%"
"Bibb County","253","1.59%","89.08%","31","1.45%","10.92%","284","1.58%"
"Bleckley County","20",".13%","80.00%","5",".23%","20.00%","25",".14%"
"Brantley County","35",".22%","79.55%","9",".42%","20.45%","44",".24%"
"Brooks County","12",".08%","85.71%","2",".09%","14.29%","14",".08%"
"Bryan County","19",".12%","82.61%","4",".19%","17.39%","23",".13%"
"Bulloch County","174","1.10%","92.06%","15",".70%","7.94%","189","1.05%"
"Burke County","79",".50%","91.86%","7",".33%","8.14%","86",".48%"
"Butts County","30",".19%","93.75%","2",".09%","6.25%","32",".18%"
"Calhoun County","8",".05%","80.00%","2",".09%","20.00%","10",".06%"
"Camden County","78",".49%","89.66%","9",".42%","10.34%","87",".48%"
"Candler County","29",".18%","90.63%","3",".14%","9.38%","32",".18%"
"Carroll County","256","1.61%","88.89%","32","1.50%","11.11%","288","1.60%"
"Catoosa County","152",".96%","85.88%","25","1.17%","14.12%","177",".98%"
"Charlton County","30",".19%","85.71%","5",".23%","14.29%","35",".19%"
"Chatham County","550","3.46%","89.87%","62","2.91%","10.13%","612","3.40%"
"Chattahoochee County","11",".07%","100.00%","","","","11",".06%"
"Chattooga County","71",".45%","81.61%","16",".75%","18.39%","87",".48%"
"Cherokee County","213","1.34%","87.30%","31","1.45%","12.70%","244","1.35%"
"Clarke County","176","1.11%","91.19%","17",".80%","8.81%","193","1.07%"
"Clay County","12",".08%","100.00%","","","","12",".07%"
"Clayton County","384","2.42%","86.49%","60","2.81%","13.51%","444","2.47%"
"Clinch County","15",".09%","83.33%","3",".14%","16.67%","18",".10%"
"Cobb County","911","5.74%","88.53%","118","5.53%","11.47%","1,029","5.71%"
"Coffee County","83",".52%","92.22%","7",".33%","7.78%","90",".50%"
"Colquitt County","46",".29%","85.19%","8",".38%","14.81%","54",".30%"
"Columbia County","143",".90%","88.82%","18",".84%","11.18%","161",".89%"
"Cook County","39",".25%","88.64%","5",".23%","11.36%","44",".24%"
"Coweta County","197","1.24%","86.03%","32","1.50%","13.97%","229","1.27%"
"Crawford County","3",".02%","100.00%","","","","3",".02%"
"Crisp County","64",".40%","88.89%","8",".38%","11.11%","72",".40%"
"Dade County","41",".26%","83.67%","8",".38%","16.33%","49",".27%"
"Dawson County","26",".16%","70.27%","11",".52%","29.73%","37",".21%"
"Decatur County","54",".34%","91.53%","5",".23%","8.47%","59",".33%"
"Dekalb County","683","4.30%","93.69%","46","2.16%","6.31%","729","4.05%"
"Dodge County","60",".38%","92.31%","5",".23%","7.69%","65",".36%"
"Dooly County","23",".14%","85.19%","4",".19%","14.81%","27",".15%"
"Dougherty County","256","1.61%","90.46%","27","1.27%","9.54%","283","1.57%"
"Douglas County","356","2.24%","84.16%","67","3.14%","15.84%","423","2.35%"
"Early County","22",".14%","91.67%","2",".09%","8.33%","24",".13%"
"Echols County","3",".02%","100.00%","","","","3",".02%"
"Effingham County","68",".43%","89.47%","8",".38%","10.53%","76",".42%"
"Elbert County","55",".35%","93.22%","4",".19%","6.78%","59",".33%"
"Emanuel County","37",".23%","84.09%","7",".33%","15.91%","44",".24%"
"Evans County","14",".09%","93.33%","1",".05%","6.67%","15",".08%"
"Fannin County","26",".16%","76.47%","8",".38%","23.53%","34",".19%"
"Fayette County","106",".67%","82.81%","22","1.03%","17.19%","128",".71%"
"Floyd County","298","1.88%","81.20%","69","3.24%","18.80%","367","2.04%"
"Forsyth County","110",".69%","82.71%","23","1.08%","17.29%","133",".74%"
"Franklin County","64",".40%","88.89%","8",".38%","11.11%","72",".40%"
"Fulton County","1,107","6.97%","94.21%","68","3.19%","5.79%","1,175","6.52%"
"Gilmer County","29",".18%","93.55%","2",".09%","6.45%","31",".17%"
"Glascock County","3",".02%","100.00%","","","","3",".02%"
"Glynn County","170","1.07%","92.90%","13",".61%","7.10%","183","1.02%"
"Gordon County","140",".88%","80.00%","35","1.64%","20.00%","175",".97%"
"Grady County","35",".22%","94.59%","2",".09%","5.41%","37",".21%"
"Greene County","50",".31%","92.59%","4",".19%","7.41%","54",".30%"
"Gwinnett County","901","5.68%","88.77%","114","5.35%","11.23%","1,015","5.64%"
"Habersham County","51",".32%","86.44%","8",".38%","13.56%","59",".33%"
"Hall County","222","1.40%","89.52%","26","1.22%","10.48%","248","1.38%"
"Hancock County","9",".06%","100.00%","","","","9",".05%"
"Haralson County","43",".27%","86.00%","7",".33%","14.00%","50",".28%"
"Harris County","40",".25%","88.89%","5",".23%","11.11%","45",".25%"
"Hart County","63",".40%","88.73%","8",".38%","11.27%","71",".39%"
"Heard County","15",".09%","78.95%","4",".19%","21.05%","19",".11%"
"Henry County","275","1.73%","85.14%","48","2.25%","14.86%","323","1.79%"
"Houston County","186","1.17%","88.15%","25","1.17%","11.85%","211","1.17%"
"Irwin County","16",".10%","100.00%","","","","16",".09%"
"Jackson County","103",".65%","83.74%","20",".94%","16.26%","123",".68%"
"Jasper County","26",".16%","89.66%","3",".14%","10.34%","29",".16%"
"Jeff Davis County","24",".15%","82.76%","5",".23%","17.24%","29",".16%"
"Jefferson County","37",".23%","94.87%","2",".09%","5.13%","39",".22%"
"Jenkins County","15",".09%","93.75%","1",".05%","6.25%","16",".09%"
"Johnson County","9",".06%","75.00%","3",".14%","25.00%","12",".07%"
"Jones County","79",".50%","81.44%","18",".84%","18.56%","97",".54%"
"Lamar County","31",".20%","91.18%","3",".14%","8.82%","34",".19%"
"Lanier County","17",".11%","94.44%","1",".05%","5.56%","18",".10%"
"Laurens County","98",".62%","95.15%","5",".23%","4.85%","103",".57%"
"Lee County","16",".10%","84.21%","3",".14%","15.79%","19",".11%"
"Liberty County","68",".43%","83.95%","13",".61%","16.05%","81",".45%"
"Lincoln County","14",".09%","82.35%","3",".14%","17.65%","17",".09%"
"Long County","15",".09%","93.75%","1",".05%","6.25%","16",".09%"
"Lowndes County","117",".74%","91.41%","11",".52%","8.59%","128",".71%"
"Lumpkin County","33",".21%","89.19%","4",".19%","10.81%","37",".21%"
"Macon County","14",".09%","82.35%","3",".14%","17.65%","17",".09%"
"Madison County","57",".36%","90.48%","6",".28%","9.52%","63",".35%"
"Marion County","13",".08%","86.67%","2",".09%","13.33%","15",".08%"
"Mcduffie County","48",".30%","94.12%","3",".14%","5.88%","51",".28%"
"Mcintosh County","8",".05%","72.73%","3",".14%","27.27%","11",".06%"
"Meriwether County","80",".50%","90.91%","8",".38%","9.09%","88",".49%"
"Miller County","10",".06%","90.91%","1",".05%","9.09%","11",".06%"
"Mitchell County","38",".24%","92.68%","3",".14%","7.32%","41",".23%"
"Monroe County","40",".25%","86.96%","6",".28%","13.04%","46",".26%"
"Montgomery County","13",".08%","86.67%","2",".09%","13.33%","15",".08%"
"Morgan County","31",".20%","81.58%","7",".33%","18.42%","38",".21%"
"Murray County","145",".91%","80.56%","35","1.64%","19.44%","180","1.00%"
"Muscogee County","350","2.20%","90.91%","35","1.64%","9.09%","385","2.14%"
"Newton County","290","1.83%","87.09%","43","2.02%","12.91%","333","1.85%"
"Oconee County","8",".05%","100.00%","","","","8",".04%"
"Oglethorpe County","21",".13%","80.77%","5",".23%","19.23%","26",".14%"
"Paulding County","80",".50%","93.02%","6",".28%","6.98%","86",".48%"
"Peach County","31",".20%","93.94%","2",".09%","6.06%","33",".18%"
"Pickens County","22",".14%","73.33%","8",".38%","26.67%","30",".17%"
"Pierce County","29",".18%","85.29%","5",".23%","14.71%","34",".19%"
"Pike County","11",".07%","91.67%","1",".05%","8.33%","12",".07%"
"Polk County","53",".33%","86.89%","8",".38%","13.11%","61",".34%"
"Pulaski County","19",".12%","95.00%","1",".05%","5.00%","20",".11%"
"Putnam County","38",".24%","74.51%","13",".61%","25.49%","51",".28%"
"Quitman County","2",".01%","100.00%","","","","2",".01%"
"Rabun County","23",".14%","95.83%","1",".05%","4.17%","24",".13%"
