"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","37",".24%","80.43%","9",".44%","19.57%","46",".26%"
"Appling","27",".17%","96.43%","1",".05%","3.57%","28",".16%"
"Atkinson","11",".07%","91.67%","1",".05%","8.33%","12",".07%"
"Bacon","12",".08%","80.00%","3",".15%","20.00%","15",".08%"
"Baker","6",".04%","100.00%","","","","6",".03%"
"Baldwin","76",".49%","89.41%","9",".44%","10.59%","85",".48%"
"Banks","6",".04%","85.71%","1",".05%","14.29%","7",".04%"
"Barrow","90",".58%","83.33%","18",".88%","16.67%","108",".61%"
"Bartow","215","1.37%","78.47%","59","2.89%","21.53%","274","1.55%"
"Ben Hill","79",".50%","84.04%","15",".74%","15.96%","94",".53%"
"Berrien","23",".15%","92.00%","2",".10%","8.00%","25",".14%"
"Bibb","318","2.03%","91.64%","29","1.42%","8.36%","347","1.96%"
"Bleckley","15",".10%","93.75%","1",".05%","6.25%","16",".09%"
"Brantley","18",".12%","90.00%","2",".10%","10.00%","20",".11%"
"Brooks","18",".12%","94.74%","1",".05%","5.26%","19",".11%"
"Bryan","22",".14%","100.00%","","","","22",".12%"
"Bulloch","185","1.18%","93.91%","12",".59%","6.09%","197","1.11%"
"Burke","57",".36%","96.61%","2",".10%","3.39%","59",".33%"
"Butts","29",".19%","96.67%","1",".05%","3.33%","30",".17%"
"Calhoun","6",".04%","85.71%","1",".05%","14.29%","7",".04%"
"Camden","42",".27%","100.00%","","","","42",".24%"
"Candler","28",".18%","90.32%","3",".15%","9.68%","31",".18%"
"Carroll","222","1.42%","84.73%","40","1.96%","15.27%","262","1.48%"
"Catoosa","109",".70%","81.34%","25","1.23%","18.66%","134",".76%"
"Charlton","21",".13%","91.30%","2",".10%","8.70%","23",".13%"
"Chatham","621","3.97%","90.66%","64","3.14%","9.34%","685","3.87%"
"Chattahoochee","6",".04%","100.00%","","","","6",".03%"
"Chattooga","103",".66%","87.29%","15",".74%","12.71%","118",".67%"
"Cherokee","216","1.38%","84.38%","40","1.96%","15.63%","256","1.45%"
"Clarke","168","1.07%","92.31%","14",".69%","7.69%","182","1.03%"
"Clay","9",".06%","100.00%","","","","9",".05%"
"Clayton","484","3.09%","89.80%","55","2.70%","10.20%","539","3.05%"
"Clinch","14",".09%","93.33%","1",".05%","6.67%","15",".08%"
"Cobb","1,077","6.88%","85.14%","188","9.22%","14.86%","1,265","7.15%"
"Coffee","67",".43%","87.01%","10",".49%","12.99%","77",".44%"
