"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","41",".25%","87.23%","6",".28%","12.77%","47",".26%"
"Appling","39",".24%","88.64%","5",".23%","11.36%","44",".24%"
"Atkinson","16",".10%","84.21%","3",".14%","15.79%","19",".10%"
"Bacon","32",".20%","88.89%","4",".19%","11.11%","36",".20%"
"Baker","2",".01%","66.67%","1",".05%","33.33%","3",".02%"
"Baldwin","94",".58%","84.68%","17",".80%","15.32%","111",".61%"
"Banks","25",".15%","80.65%","6",".28%","19.35%","31",".17%"
"Barrow","133",".82%","89.26%","16",".75%","10.74%","149",".81%"
"Bartow","223","1.38%","79.93%","56","2.62%","20.07%","279","1.52%"
"Ben Hill","71",".44%","93.42%","5",".23%","6.58%","76",".42%"
"Berrien","24",".15%","92.31%","2",".09%","7.69%","26",".14%"
"Bibb","326","2.02%","90.56%","34","1.59%","9.44%","360","1.97%"
"Bleckley","34",".21%","85.00%","6",".28%","15.00%","40",".22%"
"Brantley","37",".23%","80.43%","9",".42%","19.57%","46",".25%"
"Brooks","10",".06%","90.91%","1",".05%","9.09%","11",".06%"
"Bryan","18",".11%","100.00%","","","","18",".10%"
"Bulloch","151",".93%","84.83%","27","1.27%","15.17%","178",".97%"
"Burke","72",".45%","93.51%","5",".23%","6.49%","77",".42%"
"Butts","40",".25%","86.96%","6",".28%","13.04%","46",".25%"
"Calhoun","8",".05%","100.00%","","","","8",".04%"
"Camden","62",".38%","89.86%","7",".33%","10.14%","69",".38%"
"Candler","36",".22%","92.31%","3",".14%","7.69%","39",".21%"
"Carroll","223","1.38%","84.47%","41","1.92%","15.53%","264","1.44%"
"Catoosa","119",".74%","81.51%","27","1.27%","18.49%","146",".80%"
"Charlton","34",".21%","89.47%","4",".19%","10.53%","38",".21%"
"Chatham","600","3.71%","92.74%","47","2.20%","7.26%","647","3.53%"
"Chattahoochee","8",".05%","100.00%","","","","8",".04%"
"Chattooga","84",".52%","75.68%","27","1.27%","24.32%","111",".61%"
"Cherokee","188","1.16%","83.19%","38","1.78%","16.81%","226","1.23%"
"Clarke","176","1.09%","89.80%","20",".94%","10.20%","196","1.07%"
"Clay","5",".03%","100.00%","","","","5",".03%"
"Clayton","410","2.54%","90.71%","42","1.97%","9.29%","452","2.47%"
"Clinch","14",".09%","82.35%","3",".14%","17.65%","17",".09%"
"Cobb","981","6.07%","88.06%","133","6.23%","11.94%","1,114","6.09%"
"Coffee","86",".53%","92.47%","7",".33%","7.53%","93",".51%"
"Colquitt","53",".33%","94.64%","3",".14%","5.36%","56",".31%"
"Columbia","161","1.00%","89.94%","18",".84%","10.06%","179",".98%"
"Cook","36",".22%","90.00%","4",".19%","10.00%","40",".22%"
"Coweta","183","1.13%","88.83%","23","1.08%","11.17%","206","1.13%"
"Crawford","7",".04%","100.00%","","","","7",".04%"
"Crisp","113",".70%","89.68%","13",".61%","10.32%","126",".69%"
"Dade","38",".24%","86.36%","6",".28%","13.64%","44",".24%"
"Dawson","23",".14%","82.14%","5",".23%","17.86%","28",".15%"
"Decatur","53",".33%","89.83%","6",".28%","10.17%","59",".32%"
"Dekalb","632","3.91%","93.91%","41","1.92%","6.09%","673","3.68%"
"Dodge","76",".47%","89.41%","9",".42%","10.59%","85",".46%"
"Dooly","40",".25%","88.89%","5",".23%","11.11%","45",".25%"
"Dougherty","231","1.43%","94.29%","14",".66%","5.71%","245","1.34%"
"Douglas","326","2.02%","87.40%","47","2.20%","12.60%","373","2.04%"
"Early","24",".15%","96.00%","1",".05%","4.00%","25",".14%"
"Echols","2",".01%","66.67%","1",".05%","33.33%","3",".02%"
"Effingham","103",".64%","88.03%","14",".66%","11.97%","117",".64%"
"Elbert","39",".24%","82.98%","8",".37%","17.02%","47",".26%"
"Emanuel","42",".26%","85.71%","7",".33%","14.29%","49",".27%"
"Evans","28",".17%","96.55%","1",".05%","3.45%","29",".16%"
"Fannin","24",".15%","92.31%","2",".09%","7.69%","26",".14%"
"Fayette","109",".67%","81.95%","24","1.12%","18.05%","133",".73%"
"Floyd","292","1.81%","87.16%","43","2.01%","12.84%","335","1.83%"
"Forsyth","137",".85%","85.09%","24","1.12%","14.91%","161",".88%"
"Franklin","58",".36%","87.88%","8",".37%","12.12%","66",".36%"
"Fulton","1,121","6.93%","94.04%","71","3.33%","5.96%","1,192","6.51%"
"Gilmer","34",".21%","87.18%","5",".23%","12.82%","39",".21%"
"Glascock","2",".01%","100.00%","","","","2",".01%"
"Glynn","162","1.00%","90.00%","18",".84%","10.00%","180",".98%"
"Gordon","173","1.07%","82.38%","37","1.73%","17.62%","210","1.15%"
"Grady","32",".20%","96.97%","1",".05%","3.03%","33",".18%"
"Greene","58",".36%","86.57%","9",".42%","13.43%","67",".37%"
"Gwinnett","811","5.02%","87.68%","114","5.34%","12.32%","925","5.05%"
"Habersham","45",".28%","88.24%","6",".28%","11.76%","51",".28%"
"Hall","204","1.26%","87.18%","30","1.41%","12.82%","234","1.28%"
