"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","316","1.87%","93.49%","22","1.03%","6.51%","338","1.78%"
"Appling County","27",".16%","81.82%","6",".28%","18.18%","33",".17%"
"Atkinson County","18",".11%","85.71%","3",".14%","14.29%","21",".11%"
"Bacon County","35",".21%","97.22%","1",".05%","2.78%","36",".19%"
"Baker County","3",".02%","100.00%","","","","3",".02%"
"Baldwin County","101",".60%","87.07%","15",".70%","12.93%","116",".61%"
"Banks County","17",".10%","80.95%","4",".19%","19.05%","21",".11%"
"Barrow County","108",".64%","91.53%","10",".47%","8.47%","118",".62%"
"Bartow County","241","1.43%","80.87%","57","2.68%","19.13%","298","1.57%"
"Ben Hill County","84",".50%","90.32%","9",".42%","9.68%","93",".49%"
"Berrien County","20",".12%","95.24%","1",".05%","4.76%","21",".11%"
"Bibb County","254","1.51%","92.03%","22","1.03%","7.97%","276","1.45%"
"Bleckley County","14",".08%","100.00%","","","","14",".07%"
"Brantley County","25",".15%","100.00%","","","","25",".13%"
"Brooks County","24",".14%","96.00%","1",".05%","4.00%","25",".13%"
"Bryan County","39",".23%","92.86%","3",".14%","7.14%","42",".22%"
"Bulloch County","170","1.01%","92.39%","14",".66%","7.61%","184",".97%"
"Burke County","85",".50%","94.44%","5",".23%","5.56%","90",".47%"
"Butts County","45",".27%","91.84%","4",".19%","8.16%","49",".26%"
"Calhoun County","7",".04%","100.00%","","","","7",".04%"
"Camden County","68",".40%","93.15%","5",".23%","6.85%","73",".38%"
"Candler County","27",".16%","87.10%","4",".19%","12.90%","31",".16%"
"Carroll County","187","1.11%","84.23%","35","1.64%","15.77%","222","1.17%"
"Catoosa County","100",".59%","83.33%","20",".94%","16.67%","120",".63%"
"Charlton County","20",".12%","95.24%","1",".05%","4.76%","21",".11%"
"Chatham County","608","3.60%","93.11%","45","2.11%","6.89%","653","3.44%"
"Chattahoochee County","10",".06%","100.00%","","","","10",".05%"
"Chattooga County","75",".44%","87.21%","11",".52%","12.79%","86",".45%"
"Cherokee County","242","1.43%","84.62%","44","2.07%","15.38%","286","1.50%"
"Clarke County","136",".81%","93.79%","9",".42%","6.21%","145",".76%"
"Clay County","5",".03%","71.43%","2",".09%","28.57%","7",".04%"
"Clayton County","609","3.61%","88.52%","79","3.71%","11.48%","688","3.62%"
"Clinch County","18",".11%","81.82%","4",".19%","18.18%","22",".12%"
"Cobb County","1,247","7.39%","86.72%","191","8.98%","13.28%","1,438","7.57%"
"Coffee County","77",".46%","92.77%","6",".28%","7.23%","83",".44%"
"Colquitt County","53",".31%","89.83%","6",".28%","10.17%","59",".31%"
"Columbia County","131",".78%","82.91%","27","1.27%","17.09%","158",".83%"
"Cook County","31",".18%","88.57%","4",".19%","11.43%","35",".18%"
"Coweta County","190","1.13%","90.91%","19",".89%","9.09%","209","1.10%"
"Crawford County","7",".04%","100.00%","","","","7",".04%"
"Crisp County","82",".49%","92.13%","7",".33%","7.87%","89",".47%"
"Dade County","24",".14%","82.76%","5",".23%","17.24%","29",".15%"
"Dawson County","39",".23%","79.59%","10",".47%","20.41%","49",".26%"
"Decatur County","47",".28%","82.46%","10",".47%","17.54%","57",".30%"
"Dekalb County","1,062","6.29%","91.32%","101","4.75%","8.68%","1,163","6.12%"
"Dodge County","49",".29%","87.50%","7",".33%","12.50%","56",".29%"
"Dooly County","30",".18%","90.91%","3",".14%","9.09%","33",".17%"
"Dougherty County","340","2.01%","88.54%","44","2.07%","11.46%","384","2.02%"
"Douglas County","448","2.65%","83.90%","86","4.04%","16.10%","534","2.81%"
"Early County","26",".15%","100.00%","","","","26",".14%"
"Echols County","4",".02%","80.00%","1",".05%","20.00%","5",".03%"
"Effingham County","50",".30%","94.34%","3",".14%","5.66%","53",".28%"
"Elbert County","56",".33%","90.32%","6",".28%","9.68%","62",".33%"
"Emanuel County","41",".24%","95.35%","2",".09%","4.65%","43",".23%"
"Evans County","28",".17%","87.50%","4",".19%","12.50%","32",".17%"
"Fannin County","28",".17%","84.85%","5",".23%","15.15%","33",".17%"
"Fayette County","140",".83%","85.89%","23","1.08%","14.11%","163",".86%"
"Floyd County","325","1.93%","82.70%","68","3.20%","17.30%","393","2.07%"
"Forsyth County","149",".88%","88.17%","20",".94%","11.83%","169",".89%"
"Franklin County","56",".33%","88.89%","7",".33%","11.11%","63",".33%"
"Fulton County","1,115","6.61%","94.41%","66","3.10%","5.59%","1,181","6.21%"
"Gilmer County","28",".17%","73.68%","10",".47%","26.32%","38",".20%"
"Glascock County","4",".02%","100.00%","","","","4",".02%"
"Glynn County","155",".92%","90.64%","16",".75%","9.36%","171",".90%"
"Gordon County","182","1.08%","85.05%","32","1.50%","14.95%","214","1.13%"
"Grady County","29",".17%","90.63%","3",".14%","9.38%","32",".17%"
"Greene County","40",".24%","86.96%","6",".28%","13.04%","46",".24%"
"Gwinnett County","988","5.85%","88.53%","128","6.02%","11.47%","1,116","5.87%"
"Habersham County","34",".20%","87.18%","5",".23%","12.82%","39",".21%"
"Hall County","254","1.51%","85.23%","44","2.07%","14.77%","298","1.57%"
"Hancock County","11",".07%","84.62%","2",".09%","15.38%","13",".07%"
"Haralson County","89",".53%","89.90%","10",".47%","10.10%","99",".52%"
"Harris County","40",".24%","85.11%","7",".33%","14.89%","47",".25%"
"Hart County","62",".37%","91.18%","6",".28%","8.82%","68",".36%"
"Heard County","18",".11%","90.00%","2",".09%","10.00%","20",".11%"
"Henry County","174","1.03%","80.93%","41","1.93%","19.07%","215","1.13%"
"Houston County","211","1.25%","87.19%","31","1.46%","12.81%","242","1.27%"
"Irwin County","10",".06%","83.33%","2",".09%","16.67%","12",".06%"
"Jackson County","88",".52%","90.72%","9",".42%","9.28%","97",".51%"
"Jasper County","17",".10%","85.00%","3",".14%","15.00%","20",".11%"
"Jeff Davis County","32",".19%","91.43%","3",".14%","8.57%","35",".18%"
"Jefferson County","26",".15%","86.67%","4",".19%","13.33%","30",".16%"
"Jenkins County","16",".09%","100.00%","","","","16",".08%"
"Johnson County","10",".06%","90.91%","1",".05%","9.09%","11",".06%"
"Jones County","70",".41%","76.09%","22","1.03%","23.91%","92",".48%"
"Lamar County","27",".16%","93.10%","2",".09%","6.90%","29",".15%"
"Lanier County","10",".06%","90.91%","1",".05%","9.09%","11",".06%"
"Laurens County","119",".71%","92.97%","9",".42%","7.03%","128",".67%"
"Lee County","25",".15%","96.15%","1",".05%","3.85%","26",".14%"
"Liberty County","80",".47%","86.02%","13",".61%","13.98%","93",".49%"
"Lincoln County","9",".05%","100.00%","","","","9",".05%"
"Long County","26",".15%","89.66%","3",".14%","10.34%","29",".15%"
"Lowndes County","147",".87%","93.04%","11",".52%","6.96%","158",".83%"
"Lumpkin County","45",".27%","90.00%","5",".23%","10.00%","50",".26%"
"Macon County","7",".04%","100.00%","","","","7",".04%"
"Madison County","69",".41%","92.00%","6",".28%","8.00%","75",".39%"
"Marion County","10",".06%","90.91%","1",".05%","9.09%","11",".06%"
"Mcduffie County","50",".30%","98.04%","1",".05%","1.96%","51",".27%"
"Mcintosh County","19",".11%","95.00%","1",".05%","5.00%","20",".11%"
"Meriwether County","54",".32%","85.71%","9",".42%","14.29%","63",".33%"
"Miller County","10",".06%","100.00%","","","","10",".05%"
"Mitchell County","24",".14%","85.71%","4",".19%","14.29%","28",".15%"
"Monroe County","45",".27%","84.91%","8",".38%","15.09%","53",".28%"
"Montgomery County","8",".05%","100.00%","","","","8",".04%"
"Morgan County","60",".36%","88.24%","8",".38%","11.76%","68",".36%"
"Murray County","57",".34%","93.44%","4",".19%","6.56%","61",".32%"
"Muscogee County","272","1.61%","91.28%","26","1.22%","8.72%","298","1.57%"
"Newton County","281","1.66%","86.73%","43","2.02%","13.27%","324","1.70%"
"Oconee County","20",".12%","95.24%","1",".05%","4.76%","21",".11%"
"Oglethorpe County","18",".11%","90.00%","2",".09%","10.00%","20",".11%"
"Paulding County","63",".37%","82.89%","13",".61%","17.11%","76",".40%"
"Peach County","37",".22%","92.50%","3",".14%","7.50%","40",".21%"
"Pickens County","34",".20%","85.00%","6",".28%","15.00%","40",".21%"
"Pierce County","32",".19%","91.43%","3",".14%","8.57%","35",".18%"
"Pike County","14",".08%","93.33%","1",".05%","6.67%","15",".08%"
"Polk County","62",".37%","86.11%","10",".47%","13.89%","72",".38%"
"Pulaski County","22",".13%","100.00%","","","","22",".12%"
"Putnam County","41",".24%","89.13%","5",".23%","10.87%","46",".24%"
"Quitman County","5",".03%","100.00%","","","","5",".03%"
"Rabun County","21",".12%","91.30%","2",".09%","8.70%","23",".12%"
"Randolph County","14",".08%","93.33%","1",".05%","6.67%","15",".08%"
"Richmond County","525","3.11%","93.25%","38","1.79%","6.75%","563","2.96%"
"Rockdale County","173","1.03%","84.39%","32","1.50%","15.61%","205","1.08%"
"Schley County","4",".02%","100.00%","","","","4",".02%"
"Screven County","32",".19%","84.21%","6",".28%","15.79%","38",".20%"
"Seminole County","27",".16%","90.00%","3",".14%","10.00%","30",".16%"
"Spalding County","189","1.12%","89.15%","23","1.08%","10.85%","212","1.12%"
"Stephens County","57",".34%","83.82%","11",".52%","16.18%","68",".36%"
"Stewart County","6",".04%","100.00%","","","","6",".03%"
"Sumter County","50",".30%","89.29%","6",".28%","10.71%","56",".29%"
"Talbot County","12",".07%","100.00%","","","","12",".06%"
"Taliaferro County","2",".01%","100.00%","","","","2",".01%"
"Tattnall County","70",".41%","88.61%","9",".42%","11.39%","79",".42%"
"Taylor County","37",".22%","84.09%","7",".33%","15.91%","44",".23%"
"Telfair County","21",".12%","84.00%","4",".19%","16.00%","25",".13%"
"Terrell County","23",".14%","92.00%","2",".09%","8.00%","25",".13%"
"Thomas County","49",".29%","89.09%","6",".28%","10.91%","55",".29%"
"Tift County","82",".49%","89.13%","10",".47%","10.87%","92",".48%"
"Toombs County","97",".57%","88.18%","13",".61%","11.82%","110",".58%"
"Towns County","26",".15%","78.79%","7",".33%","21.21%","33",".17%"
"Treutlen County","44",".26%","97.78%","1",".05%","2.22%","45",".24%"
"Troup County","222","1.32%","82.84%","46","2.16%","17.16%","268","1.41%"
"Turner County","18",".11%","100.00%","","","","18",".09%"
"Twiggs County","27",".16%","96.43%","1",".05%","3.57%","28",".15%"
"Union County","38",".23%","82.61%","8",".38%","17.39%","46",".24%"
"Upson County","56",".33%","88.89%","7",".33%","11.11%","63",".33%"
"Walker County","116",".69%","85.93%","19",".89%","14.07%","135",".71%"
"Walton County","287","1.70%","88.31%","38","1.79%","11.69%","325","1.71%"
"Ware County","107",".63%","92.24%","9",".42%","7.76%","116",".61%"
"Warren County","8",".05%","100.00%","","","","8",".04%"
"Washington County","42",".25%","93.33%","3",".14%","6.67%","45",".24%"
"Wayne County","60",".36%","85.71%","10",".47%","14.29%","70",".37%"
"Webster County","1",".01%","50.00%","1",".05%","50.00%","2",".01%"
"Wheeler County","9",".05%","100.00%","","","","9",".05%"
"White County","32",".19%","84.21%","6",".28%","15.79%","38",".20%"
"Whitfield County","199","1.18%","83.61%","39","1.83%","16.39%","238","1.25%"
"Wilcox County","11",".07%","84.62%","2",".09%","15.38%","13",".07%"
"Wilkes County","35",".21%","94.59%","2",".09%","5.41%","37",".19%"
"Wilkinson County","18",".11%","94.74%","1",".05%","5.26%","19",".10%"
"Worth County","27",".16%","96.43%","1",".05%","3.57%","28",".15%"
"Total Rported","16,877","100%","88.8%","2,128","100%","11.2%","19,005","100%"
"Not Reported","0","","","0","","","0",""
"Grand Total","16,877","","","2,128","","","19,005",""
