"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Appling","34",".18%","89.47%","4",".18%","10.53%","38",".18%"
"Atkinson","12",".06%","100.00%","","","","12",".06%"
"Bacon","19",".10%","95.00%","1",".04%","5.00%","20",".09%"
"Baker","4",".02%","80.00%","1",".04%","20.00%","5",".02%"
"Baldwin","138",".71%","89.03%","17",".75%","10.97%","155",".71%"
"Banks","9",".05%","75.00%","3",".13%","25.00%","12",".06%"
"Barrow","110",".57%","86.61%","17",".75%","13.39%","127",".59%"
"Bartow","263","1.35%","86.80%","40","1.77%","13.20%","303","1.40%"
"Ben Hill","78",".40%","87.64%","11",".49%","12.36%","89",".41%"
"Berrien","35",".18%","97.22%","1",".04%","2.78%","36",".17%"
"Bibb","280","1.44%","90.32%","30","1.33%","9.68%","310","1.43%"
"Bleckley","36",".19%","81.82%","8",".35%","18.18%","44",".20%"
"Brantley","15",".08%","88.24%","2",".09%","11.76%","17",".08%"
"Brooks","17",".09%","89.47%","2",".09%","10.53%","19",".09%"
"Bryan","47",".24%","90.38%","5",".22%","9.62%","52",".24%"
"Bulloch","154",".79%","88.51%","20",".88%","11.49%","174",".80%"
"Burke","48",".25%","92.31%","4",".18%","7.69%","52",".24%"
"Butts","60",".31%","96.77%","2",".09%","3.23%","62",".29%"
"Calhoun","10",".05%","83.33%","2",".09%","16.67%","12",".06%"
"Camden","29",".15%","93.55%","2",".09%","6.45%","31",".14%"
"Candler","29",".15%","93.55%","2",".09%","6.45%","31",".14%"
"Carroll","194","1.00%","89.81%","22",".97%","10.19%","216","1.00%"
"Catoosa","89",".46%","85.58%","15",".66%","14.42%","104",".48%"
"Charlton","19",".10%","90.48%","2",".09%","9.52%","21",".10%"
"Chatham","981","5.05%","91.26%","94","4.16%","8.74%","1,075","4.96%"
"Chattahoochee","9",".05%","81.82%","2",".09%","18.18%","11",".05%"
"Chattooga","80",".41%","90.91%","8",".35%","9.09%","88",".41%"
"Cherokee","285","1.47%","86.10%","46","2.03%","13.90%","331","1.53%"
"Clarke","143",".74%","94.70%","8",".35%","5.30%","151",".70%"
"Clay","13",".07%","81.25%","3",".13%","18.75%","16",".07%"
"Clayton","784","4.04%","87.31%","113","5.00%","12.58%","898","4.14%"
"Clinch","16",".08%","88.89%","2",".09%","11.11%","18",".08%"
"Cobb","1,682","8.66%","86.48%","263","11.63%","13.52%","1,945","8.97%"
"Coffee","80",".41%","87.91%","11",".49%","12.09%","91",".42%"
"Colquitt","88",".45%","96.70%","3",".13%","3.30%","91",".42%"
"Columbia","96",".49%","94.12%","6",".27%","5.88%","102",".47%"
"Cook","46",".24%","95.83%","2",".09%","4.17%","48",".22%"
"Coweta","173",".89%","85.22%","30","1.33%","14.78%","203",".94%"
"Crawford","7",".04%","77.78%","2",".09%","22.22%","9",".04%"
"Crisp","109",".56%","91.60%","10",".44%","8.40%","119",".55%"
"Dade","50",".26%","96.15%","2",".09%","3.85%","52",".24%"
"Dawson","40",".21%","85.11%","7",".31%","14.89%","47",".22%"
"Decatur","119",".61%","90.15%","13",".57%","9.85%","132",".61%"
"Dekalb","1,025","5.28%","92.68%","80","3.54%","7.23%","1,106","5.10%"
"Dodge","66",".34%","83.54%","13",".57%","16.46%","79",".36%"
"Dooly","38",".20%","88.37%","5",".22%","11.63%","43",".20%"
"Dougherty","326","1.68%","92.09%","28","1.24%","7.91%","354","1.63%"
"Douglas","505","2.60%","86.92%","76","3.36%","13.08%","581","2.68%"
"Early","26",".13%","100.00%","","","","26",".12%"
"Echols","5",".03%","100.00%","","","","5",".02%"
"Effingham","64",".33%","95.52%","3",".13%","4.48%","67",".31%"
"Elbert","72",".37%","94.74%","4",".18%","5.26%","76",".35%"
"Emanuel","56",".29%","96.55%","2",".09%","3.45%","58",".27%"
"Evans","21",".11%","91.30%","2",".09%","8.70%","23",".11%"
"Fannin","28",".14%","87.50%","4",".18%","12.50%","32",".15%"
"Fayette","157",".81%","86.74%","24","1.06%","13.26%","181",".83%"
"Floyd","373","1.92%","84.97%","65","2.87%","14.81%","439","2.02%"
"Forsyth","129",".66%","84.31%","24","1.06%","15.69%","153",".71%"
"Franklin","50",".26%","87.72%","7",".31%","12.28%","57",".26%"
"Fulton","1,655","8.52%","94.73%","92","4.07%","5.27%","1,747","8.06%"
"Gilmer","44",".23%","93.62%","3",".13%","6.38%","47",".22%"
"Glascock","4",".02%","100.00%","","","","4",".02%"
"Glynn","114",".59%","91.94%","10",".44%","8.06%","124",".57%"
"Gordon","123",".63%","85.42%","21",".93%","14.58%","144",".66%"
"Grady","95",".49%","95.96%","4",".18%","4.04%","99",".46%"
"Greene","71",".37%","95.95%","3",".13%","4.05%","74",".34%"
"Gwinnett","970","5.00%","86.61%","150","6.63%","13.39%","1,120","5.17%"
"Habersham","51",".26%","91.07%","5",".22%","8.93%","56",".26%"
