"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","19",".21%","90.48%","2",".17%","9.52%","21",".20%"
"Appling","25",".27%","92.59%","2",".17%","7.41%","27",".26%"
"Atkinson","4",".04%","100.00%","","","","4",".04%"
"Bacon","13",".14%","92.86%","1",".08%","7.14%","14",".14%"
"Baker","6",".07%","85.71%","1",".08%","14.29%","7",".07%"
"Baldwin","60",".66%","82.19%","13","1.10%","17.81%","73",".71%"
"Banks","11",".12%","57.89%","8",".68%","42.11%","19",".18%"
"Barrow","81",".89%","87.10%","12","1.02%","12.90%","93",".90%"
"Bartow","168","1.84%","84.85%","30","2.55%","15.15%","198","1.92%"
"Ben Hill","36",".40%","90.00%","4",".34%","10.00%","40",".39%"
"Berrien","19",".21%","95.00%","1",".08%","5.00%","20",".19%"
"Bibb","139","1.53%","90.85%","14","1.19%","9.15%","153","1.49%"
"Bleckley","11",".12%","78.57%","3",".25%","21.43%","14",".14%"
"Brantley","29",".32%","90.63%","3",".25%","9.38%","32",".31%"
"Brooks","3",".03%","100.00%","","","","3",".03%"
"Bryan","7",".08%","87.50%","1",".08%","12.50%","8",".08%"
"Bulloch","76",".83%","83.52%","15","1.27%","16.48%","91",".88%"
"Burke","56",".61%","90.32%","6",".51%","9.68%","62",".60%"
"Butts","24",".26%","85.71%","4",".34%","14.29%","28",".27%"
"Calhoun","2",".02%","66.67%","1",".08%","33.33%","3",".03%"
"Camden","24",".26%","82.76%","5",".42%","17.24%","29",".28%"
"Candler","17",".19%","80.95%","4",".34%","19.05%","21",".20%"
"Carroll","115","1.26%","85.19%","20","1.70%","14.81%","135","1.31%"
"Catoosa","79",".87%","82.29%","17","1.44%","17.71%","96",".93%"
"Charlton","15",".16%","83.33%","3",".25%","16.67%","18",".17%"
"Chatham","287","3.15%","95.67%","13","1.10%","4.33%","300","2.92%"
"Chattahoochee","2",".02%","100.00%","","","","2",".02%"
"Chattooga","44",".48%","81.48%","10",".85%","18.52%","54",".52%"
"Cherokee","100","1.10%","84.75%","18","1.53%","15.25%","118","1.15%"
"Clarke","79",".87%","89.77%","9",".76%","10.23%","88",".86%"
"Clay","3",".03%","100.00%","","","","3",".03%"
"Clayton","276","3.03%","89.32%","33","2.80%","10.68%","309","3.00%"
"Clinch","6",".07%","75.00%","2",".17%","25.00%","8",".08%"
"Cobb","483","5.30%","88.79%","61","5.18%","11.21%","544","5.29%"
"Coffee","98","1.08%","92.45%","8",".68%","7.55%","106","1.03%"
"Colquitt","28",".31%","90.32%","3",".25%","9.68%","31",".30%"
"Columbia","82",".90%","87.23%","12","1.02%","12.77%","94",".91%"
"Cook","28",".31%","87.50%","4",".34%","12.50%","32",".31%"
"Coweta","97","1.06%","92.38%","8",".68%","7.62%","105","1.02%"
"Crawford","2",".02%","66.67%","1",".08%","33.33%","3",".03%"
"Crisp","89",".98%","89.90%","10",".85%","10.10%","99",".96%"
"Dade","17",".19%","89.47%","2",".17%","10.53%","19",".18%"
"Dawson","14",".15%","70.00%","6",".51%","30.00%","20",".19%"
"Decatur","33",".36%","94.29%","2",".17%","5.71%","35",".34%"
"Dekalb","252","2.77%","95.09%","13","1.10%","4.91%","265","2.58%"
"Dodge","34",".37%","91.89%","3",".25%","8.11%","37",".36%"
"Dooly","21",".23%","87.50%","3",".25%","12.50%","24",".23%"
"Dougherty","118","1.29%","94.40%","7",".59%","5.60%","125","1.21%"
"Douglas","241","2.64%","86.38%","38","3.23%","13.62%","279","2.71%"
"Early","18",".20%","94.74%","1",".08%","5.26%","19",".18%"
"Echols","1",".01%","50.00%","1",".08%","50.00%","2",".02%"
"Effingham","42",".46%","87.50%","6",".51%","12.50%","48",".47%"
"Elbert","22",".24%","84.62%","4",".34%","15.38%","26",".25%"
"Emanuel","13",".14%","72.22%","5",".42%","27.78%","18",".17%"
"Evans","12",".13%","92.31%","1",".08%","7.69%","13",".13%"
"Fannin","10",".11%","100.00%","","","","10",".10%"
"Fayette","60",".66%","88.24%","8",".68%","11.76%","68",".66%"
"Floyd","225","2.47%","84.59%","41","3.48%","15.41%","266","2.59%"
"Forsyth","101","1.11%","82.11%","22","1.87%","17.89%","123","1.20%"
"Franklin","37",".41%","82.22%","8",".68%","17.78%","45",".44%"
"Fulton","555","6.09%","94.87%","30","2.55%","5.13%","585","5.69%"
"Gilmer","23",".25%","88.46%","3",".25%","11.54%","26",".25%"
"Glascock","1",".01%","100.00%","","","","1",".01%"
"Glynn","114","1.25%","89.06%","14","1.19%","10.94%","128","1.24%"
"Gordon","94","1.03%","81.03%","22","1.87%","18.97%","116","1.13%"
"Grady","17",".19%","89.47%","2",".17%","10.53%","19",".18%"
"Greene","34",".37%","100.00%","","","","34",".33%"
"Gwinnett","480","5.27%","88.40%","63","5.35%","11.60%","543","5.28%"
"Habersham","18",".20%","81.82%","4",".34%","18.18%","22",".21%"
"Hall","112","1.23%","91.80%","10",".85%","8.20%","122","1.19%"
"Hancock","6",".07%","85.71%","1",".08%","14.29%","7",".07%"
"Haralson","46",".50%","88.46%","6",".51%","11.54%","52",".51%"
"Harris","14",".15%","93.33%","1",".08%","6.67%","15",".15%"
"Hart","39",".43%","95.12%","2",".17%","4.88%","41",".40%"
"Heard","8",".09%","88.89%","1",".08%","11.11%","9",".09%"
"Henry","172","1.89%","88.66%","22","1.87%","11.34%","194","1.89%"
"Houston","152","1.67%","86.36%","24","2.04%","13.64%","176","1.71%"
"Irwin","3",".03%","100.00%","","","","3",".03%"
"Jackson","65",".71%","91.55%","6",".51%","8.45%","71",".69%"
"Jasper","15",".16%","93.75%","1",".08%","6.25%","16",".16%"
"Jeff Davis","21",".23%","100.00%","","","","21",".20%"
"Jefferson","21",".23%","95.45%","1",".08%","4.55%","22",".21%"
"Jenkins","12",".13%","85.71%","2",".17%","14.29%","14",".14%"
"Johnson","7",".08%","87.50%","1",".08%","12.50%","8",".08%"
"Jones","39",".43%","75.00%","13","1.10%","25.00%","52",".51%"
"Lamar","14",".15%","100.00%","","","","14",".14%"
"Lanier","10",".11%","71.43%","4",".34%","28.57%","14",".14%"
"Laurens","59",".65%","93.65%","4",".34%","6.35%","63",".61%"
"Lee","7",".08%","87.50%","1",".08%","12.50%","8",".08%"
"Liberty","28",".31%","93.33%","2",".17%","6.67%","30",".29%"
"Lincoln","4",".04%","100.00%","","","","4",".04%"
"Long","11",".12%","100.00%","","","","11",".11%"
"Lowndes","110","1.21%","94.02%","7",".59%","5.98%","117","1.14%"
"Lumpkin","18",".20%","94.74%","1",".08%","5.26%","19",".18%"
"Macon","15",".16%","93.75%","1",".08%","6.25%","16",".16%"
"Madison","28",".31%","84.85%","5",".42%","15.15%","33",".32%"
"Marion","6",".07%","75.00%","2",".17%","25.00%","8",".08%"
"Mcduffie","31",".34%","93.94%","2",".17%","6.06%","33",".32%"
"Mcintosh","7",".08%","87.50%","1",".08%","12.50%","8",".08%"
"Meriwether","33",".36%","97.06%","1",".08%","2.94%","34",".33%"
"Miller","5",".05%","100.00%","","","","5",".05%"
"Mitchell","17",".19%","100.00%","","","","17",".17%"
"Monroe","36",".40%","87.80%","5",".42%","12.20%","41",".40%"
"Montgomery","6",".07%","85.71%","1",".08%","14.29%","7",".07%"
"Morgan","37",".41%","92.50%","3",".25%","7.50%","40",".39%"
"Murray","80",".88%","76.92%","24","2.04%","23.08%","104","1.01%"
"Muscogee","207","2.27%","88.46%","27","2.29%","11.54%","234","2.27%"
"Newton","205","2.25%","83.67%","40","3.40%","16.33%","245","2.38%"
"Oconee","11",".12%","100.00%","","","","11",".11%"
"Oglethorpe","17",".19%","94.44%","1",".08%","5.56%","18",".17%"
"Paulding","53",".58%","88.33%","7",".59%","11.67%","60",".58%"
"Peach","17",".19%","85.00%","3",".25%","15.00%","20",".19%"
"Pickens","19",".21%","100.00%","","","","19",".18%"
"Pierce","27",".30%","87.10%","4",".34%","12.90%","31",".30%"
"Pike","12",".13%","85.71%","2",".17%","14.29%","14",".14%"
"Polk","58",".64%","82.86%","12","1.02%","17.14%","70",".68%"
"Pulaski","10",".11%","83.33%","2",".17%","16.67%","12",".12%"
"Putnam","27",".30%","90.00%","3",".25%","10.00%","30",".29%"
"Quitman","2",".02%","100.00%","","","","2",".02%"
"Rabun","12",".13%","80.00%","3",".25%","20.00%","15",".15%"
"Randolph","4",".04%","100.00%","","","","4",".04%"
"Richmond","311","3.41%","90.41%","33","2.80%","9.59%","344","3.34%"
