"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","29",".18%","82.86%","6",".26%","17.14%","35",".19%"
"Appling","44",".28%","93.62%","3",".13%","6.38%","47",".26%"
"Atkinson","20",".13%","86.96%","3",".13%","13.04%","23",".13%"
"Bacon","32",".20%","86.49%","5",".21%","13.51%","37",".20%"
"Baker","5",".03%","83.33%","1",".04%","16.67%","6",".03%"
"Baldwin","98",".61%","89.09%","12",".52%","10.91%","110",".60%"
"Banks","22",".14%","81.48%","5",".21%","18.52%","27",".15%"
"Barrow","132",".83%","81.99%","29","1.25%","18.01%","161",".88%"
"Bartow","218","1.37%","83.52%","43","1.85%","16.48%","261","1.43%"
"Ben Hill","66",".41%","92.96%","5",".21%","7.04%","71",".39%"
"Berrien","23",".14%","92.00%","2",".09%","8.00%","25",".14%"
"Bibb","280","1.76%","89.74%","32","1.37%","10.26%","312","1.71%"
"Bleckley","22",".14%","84.62%","4",".17%","15.38%","26",".14%"
"Brantley","40",".25%","85.11%","7",".30%","14.89%","47",".26%"
"Brooks","8",".05%","88.89%","1",".04%","11.11%","9",".05%"
"Bryan","18",".11%","94.74%","1",".04%","5.26%","19",".10%"
"Bulloch","163","1.02%","90.06%","18",".77%","9.94%","181",".99%"
"Burke","77",".48%","92.77%","6",".26%","7.23%","83",".45%"
"Butts","41",".26%","89.13%","5",".21%","10.87%","46",".25%"
"Calhoun","5",".03%","83.33%","1",".04%","16.67%","6",".03%"
"Camden","64",".40%","86.49%","10",".43%","13.51%","74",".40%"
"Candler","27",".17%","96.43%","1",".04%","3.57%","28",".15%"
"Carroll","253","1.59%","88.15%","34","1.46%","11.85%","287","1.57%"
"Catoosa","141",".88%","81.98%","31","1.33%","18.02%","172",".94%"
"Charlton","30",".19%","90.91%","3",".13%","9.09%","33",".18%"
"Chatham","566","3.55%","89.56%","66","2.83%","10.44%","632","3.46%"
"Chattahoochee","8",".05%","100.00%","","","","8",".04%"
"Chattooga","57",".36%","75.00%","19",".82%","25.00%","76",".42%"
"Cherokee","201","1.26%","86.64%","31","1.33%","13.36%","232","1.27%"
"Clarke","199","1.25%","92.13%","17",".73%","7.87%","216","1.18%"
"Clay","15",".09%","100.00%","","","","15",".08%"
"Clayton","401","2.51%","86.24%","64","2.75%","13.76%","465","2.54%"
"Clinch","17",".11%","70.83%","7",".30%","29.17%","24",".13%"
"Cobb","957","6.00%","86.29%","152","6.53%","13.71%","1,109","6.07%"
"Coffee","68",".43%","90.67%","7",".30%","9.33%","75",".41%"
"Colquitt","56",".35%","87.50%","8",".34%","12.50%","64",".35%"
"Columbia","152",".95%","85.88%","25","1.07%","14.12%","177",".97%"
"Cook","45",".28%","95.74%","2",".09%","4.26%","47",".26%"
"Coweta","195","1.22%","85.15%","34","1.46%","14.85%","229","1.25%"
"Crawford","10",".06%","100.00%","","","","10",".05%"
"Crisp","83",".52%","91.21%","8",".34%","8.79%","91",".50%"
"Dade","47",".29%","90.38%","5",".21%","9.62%","52",".28%"
"Dawson","31",".19%","81.58%","7",".30%","18.42%","38",".21%"
"Decatur","62",".39%","93.94%","4",".17%","6.06%","66",".36%"
"Dekalb","732","4.59%","91.50%","68","2.92%","8.50%","800","4.38%"
"Dodge","49",".31%","89.09%","6",".26%","10.91%","55",".30%"
"Dooly","22",".14%","81.48%","5",".21%","18.52%","27",".15%"
