"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","17",".14%","89.47%","2",".14%","10.53%","19",".14%"
"Appling","22",".19%","95.65%","1",".07%","4.35%","23",".17%"
"Atkinson","10",".08%","90.91%","1",".07%","9.09%","11",".08%"
"Bacon","17",".14%","100.00%","","","","17",".13%"
"Baldwin","102",".86%","87.93%","14",".95%","12.07%","116",".87%"
"Banks","17",".14%","94.44%","1",".07%","5.56%","18",".14%"
"Barrow","106",".90%","84.13%","20","1.36%","15.87%","126",".95%"
"Bartow","214","1.81%","85.94%","35","2.38%","14.06%","249","1.87%"
"Ben Hill","69",".58%","92.00%","6",".41%","8.00%","75",".56%"
"Berrien","22",".19%","91.67%","2",".14%","8.33%","24",".18%"
"Bibb","202","1.71%","95.73%","9",".61%","4.27%","211","1.59%"
"Bleckley","19",".16%","95.00%","1",".07%","5.00%","20",".15%"
"Brantley","29",".25%","87.88%","4",".27%","12.12%","33",".25%"
"Brooks","13",".11%","100.00%","","","","13",".10%"
"Bryan","12",".10%","80.00%","3",".20%","20.00%","15",".11%"
"Bulloch","135","1.14%","88.82%","17","1.15%","11.18%","152","1.14%"
"Burke","30",".25%","93.75%","2",".14%","6.25%","32",".24%"
"Butts","51",".43%","85.00%","9",".61%","15.00%","60",".45%"
"Calhoun","4",".03%","100.00%","","","","4",".03%"
"Camden","49",".41%","94.23%","3",".20%","5.77%","52",".39%"
"Candler","23",".19%","88.46%","3",".20%","11.54%","26",".20%"
"Carroll","191","1.61%","90.95%","19","1.29%","9.05%","210","1.58%"
"Catoosa","121","1.02%","85.82%","20","1.36%","14.18%","141","1.06%"
"Charlton","21",".18%","84.00%","4",".27%","16.00%","25",".19%"
"Chatham","363","3.07%","94.04%","23","1.56%","5.96%","386","2.90%"
"Chattahoochee","5",".04%","100.00%","","","","5",".04%"
"Chattooga","54",".46%","85.71%","9",".61%","14.29%","63",".47%"
"Cherokee","155","1.31%","92.81%","12",".82%","7.19%","167","1.25%"
"Clarke","115",".97%","95.04%","6",".41%","4.96%","121",".91%"
"Clay","6",".05%","85.71%","1",".07%","14.29%","7",".05%"
"Clayton","240","2.03%","91.95%","21","1.43%","8.05%","261","1.96%"
"Clinch","12",".10%","80.00%","3",".20%","20.00%","15",".11%"
"Cobb","623","5.26%","89.13%","76","5.16%","10.87%","699","5.25%"
"Coffee","93",".79%","90.29%","10",".68%","9.71%","103",".77%"
"Colquitt","46",".39%","88.46%","6",".41%","11.54%","52",".39%"
"Columbia","96",".81%","80.00%","24","1.63%","20.00%","120",".90%"
"Cook","25",".21%","80.65%","6",".41%","19.35%","31",".23%"
"Coweta","175","1.48%","88.83%","22","1.49%","11.17%","197","1.48%"
"Crawford","7",".06%","87.50%","1",".07%","12.50%","8",".06%"
"Crisp","83",".70%","93.26%","6",".41%","6.74%","89",".67%"
"Dade","25",".21%","73.53%","9",".61%","26.47%","34",".26%"
"Dawson","47",".40%","75.81%","15","1.02%","24.19%","62",".47%"
"Decatur","49",".41%","89.09%","6",".41%","10.91%","55",".41%"
"Dekalb","396","3.35%","94.96%","21","1.43%","5.04%","417","3.13%"
"Dodge","35",".30%","81.40%","8",".54%","18.60%","43",".32%"
"Dooly","33",".28%","94.29%","2",".14%","5.71%","35",".26%"
"Dougherty","180","1.52%","95.74%","8",".54%","4.26%","188","1.41%"
"Douglas","296","2.50%","88.10%","40","2.72%","11.90%","336","2.52%"
"Early","21",".18%","91.30%","2",".14%","8.70%","23",".17%"
"Echols","2",".02%","66.67%","1",".07%","33.33%","3",".02%"
"Effingham","80",".68%","86.96%","12",".82%","13.04%","92",".69%"
"Elbert","28",".24%","87.50%","4",".27%","12.50%","32",".24%"
"Emanuel","32",".27%","88.89%","4",".27%","11.11%","36",".27%"
"Evans","22",".19%","88.00%","3",".20%","12.00%","25",".19%"
"Fannin","28",".24%","82.35%","6",".41%","17.65%","34",".26%"
"Fayette","108",".91%","88.52%","14",".95%","11.48%","122",".92%"
"Floyd","252","2.13%","86.01%","41","2.79%","13.99%","293","2.20%"
"Forsyth","105",".89%","85.37%","18","1.22%","14.63%","123",".92%"
"Franklin","52",".44%","86.67%","8",".54%","13.33%","60",".45%"
"Fulton","631","5.33%","93.34%","45","3.06%","6.66%","676","5.08%"
"Gilmer","24",".20%","80.00%","6",".41%","20.00%","30",".23%"
"Glascock","2",".02%","100.00%","","","","2",".02%"
"Glynn","131","1.11%","86.18%","21","1.43%","13.82%","152","1.14%"
"Gordon","155","1.31%","81.15%","36","2.45%","18.85%","191","1.44%"
"Grady","32",".27%","86.49%","5",".34%","13.51%","37",".28%"
"Greene","41",".35%","89.13%","5",".34%","10.87%","46",".35%"
"Gwinnett","608","5.14%","89.68%","70","4.76%","10.32%","678","5.10%"
"Habersham","23",".19%","74.19%","8",".54%","25.81%","31",".23%"
"Hall","127","1.07%","92.70%","10",".68%","7.30%","137","1.03%"
"Hancock","6",".05%","75.00%","2",".14%","25.00%","8",".06%"
"Haralson","50",".42%","79.37%","13",".88%","20.63%","63",".47%"
"Harris","21",".18%","91.30%","2",".14%","8.70%","23",".17%"
"Hart","46",".39%","80.70%","11",".75%","19.30%","57",".43%"
"Heard","15",".13%","93.75%","1",".07%","6.25%","16",".12%"
"Henry","238","2.01%","88.48%","31","2.11%","11.52%","269","2.02%"
"Houston","167","1.41%","89.30%","20","1.36%","10.70%","187","1.41%"
"Irwin","14",".12%","100.00%","","","","14",".11%"
"Jackson","65",".55%","92.86%","5",".34%","7.14%","70",".53%"
"Jasper","15",".13%","93.75%","1",".07%","6.25%","16",".12%"
"Jeff Davis","15",".13%","83.33%","3",".20%","16.67%","18",".14%"
"Jefferson","31",".26%","91.18%","3",".20%","8.82%","34",".26%"
"Jenkins","12",".10%","92.31%","1",".07%","7.69%","13",".10%"
"Johnson","8",".07%","100.00%","","","","8",".06%"
"Jones","63",".53%","90.00%","7",".48%","10.00%","70",".53%"
"Lamar","29",".25%","85.29%","5",".34%","14.71%","34",".26%"
"Lanier","17",".14%","89.47%","2",".14%","10.53%","19",".14%"
"Laurens","64",".54%","88.89%","8",".54%","11.11%","72",".54%"
"Lee","24",".20%","88.89%","3",".20%","11.11%","27",".20%"
"Liberty","47",".40%","85.45%","8",".54%","14.55%","55",".41%"
"Lincoln","10",".08%","100.00%","","","","10",".08%"
"Long","21",".18%","95.45%","1",".07%","4.55%","22",".17%"
"Lowndes","127","1.07%","94.07%","8",".54%","5.93%","135","1.01%"
