"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","39",".24%","92.86%","3",".14%","7.14%","42",".23%"
"Appling","32",".20%","91.43%","3",".14%","8.57%","35",".19%"
"Atkinson","17",".10%","94.44%","1",".05%","5.56%","18",".10%"
"Bacon","26",".16%","89.66%","3",".14%","10.34%","29",".16%"
"Baker","1",".01%","50.00%","1",".05%","50.00%","2",".01%"
"Baldwin","109",".67%","85.83%","18",".82%","14.17%","127",".69%"
"Banks","16",".10%","88.89%","2",".09%","11.11%","18",".10%"
"Barrow","114",".70%","83.82%","22","1.00%","16.18%","136",".73%"
"Bartow","264","1.62%","80.73%","63","2.87%","19.27%","327","1.76%"
"Ben Hill","67",".41%","84.81%","12",".55%","15.19%","79",".43%"
"Berrien","20",".12%","95.24%","1",".05%","4.76%","21",".11%"
"Bibb","304","1.86%","92.68%","24","1.09%","7.32%","328","1.77%"
"Bleckley","24",".15%","96.00%","1",".05%","4.00%","25",".13%"
"Brantley","34",".21%","94.44%","2",".09%","5.56%","36",".19%"
"Brooks","8",".05%","80.00%","2",".09%","20.00%","10",".05%"
"Bryan","25",".15%","92.59%","2",".09%","7.41%","27",".15%"
"Bulloch","190","1.16%","90.05%","21",".96%","9.95%","211","1.14%"
"Burke","65",".40%","91.55%","6",".27%","8.45%","71",".38%"
"Butts","40",".24%","90.91%","4",".18%","9.09%","44",".24%"
"Calhoun","9",".06%","100.00%","","","","9",".05%"
"Camden","41",".25%","87.23%","6",".27%","12.77%","47",".25%"
"Candler","30",".18%","88.24%","4",".18%","11.76%","34",".18%"
"Carroll","228","1.40%","86.69%","35","1.59%","13.31%","263","1.42%"
"Catoosa","141",".86%","85.45%","24","1.09%","14.55%","165",".89%"
"Charlton","29",".18%","90.63%","3",".14%","9.38%","32",".17%"
"Chatham","636","3.89%","91.38%","60","2.73%","8.62%","696","3.76%"
"Chattahoochee","8",".05%","100.00%","","","","8",".04%"
"Chattooga","93",".57%","91.18%","9",".41%","8.82%","102",".55%"
"Cherokee","204","1.25%","78.16%","57","2.60%","21.84%","261","1.41%"
"Clarke","191","1.17%","91.83%","17",".77%","8.17%","208","1.12%"
"Clay","4",".02%","80.00%","1",".05%","20.00%","5",".03%"
"Clayton","442","2.71%","89.66%","51","2.32%","10.34%","493","2.66%"
"Clinch","24",".15%","96.00%","1",".05%","4.00%","25",".13%"
"Cobb","934","5.72%","86.96%","140","6.38%","13.04%","1,074","5.80%"
"Coffee","84",".51%","91.30%","8",".36%","8.70%","92",".50%"
"Colquitt","44",".27%","91.67%","4",".18%","8.33%","48",".26%"
"Columbia","141",".86%","87.04%","21",".96%","12.96%","162",".87%"
"Cook","40",".24%","88.89%","5",".23%","11.11%","45",".24%"
"Coweta","209","1.28%","87.45%","30","1.37%","12.55%","239","1.29%"
"Crawford","7",".04%","77.78%","2",".09%","22.22%","9",".05%"
"Crisp","90",".55%","89.11%","11",".50%","10.89%","101",".55%"
"Dade","37",".23%","88.10%","5",".23%","11.90%","42",".23%"
"Dawson","37",".23%","78.72%","10",".46%","21.28%","47",".25%"
"Decatur","59",".36%","89.39%","7",".32%","10.61%","66",".36%"
"Dekalb","780","4.78%","92.42%","64","2.91%","7.58%","844","4.56%"
"Dodge","57",".35%","90.48%","6",".27%","9.52%","63",".34%"
"Dooly","27",".17%","96.43%","1",".05%","3.57%","28",".15%"
"Dougherty","316","1.93%","93.49%","22","1.00%","6.51%","338","1.82%"
"Douglas","389","2.38%","84.75%","70","3.19%","15.25%","459","2.48%"
"Early","27",".17%","81.82%","6",".27%","18.18%","33",".18%"
"Effingham","73",".45%","92.41%","6",".27%","7.59%","79",".43%"
"Elbert","57",".35%","90.48%","6",".27%","9.52%","63",".34%"
"Emanuel","37",".23%","90.24%","4",".18%","9.76%","41",".22%"
"Evans","32",".20%","91.43%","3",".14%","8.57%","35",".19%"
"Fannin","16",".10%","80.00%","4",".18%","20.00%","20",".11%"
"Fayette","118",".72%","86.76%","18",".82%","13.24%","136",".73%"
"Floyd","328","2.01%","85.64%","55","2.50%","14.36%","383","2.07%"
"Forsyth","140",".86%","82.35%","30","1.37%","17.65%","170",".92%"
"Franklin","62",".38%","89.86%","7",".32%","10.14%","69",".37%"
"Fulton","1,174","7.19%","94.37%","70","3.19%","5.63%","1,244","6.71%"
"Gilmer","25",".15%","83.33%","5",".23%","16.67%","30",".16%"
"Glascock","1",".01%","100.00%","","","","1",".01%"
"Glynn","158",".97%","84.95%","28","1.28%","15.05%","186","1.00%"
"Gordon","154",".94%","80.63%","37","1.68%","19.37%","191","1.03%"
"Grady","27",".17%","87.10%","4",".18%","12.90%","31",".17%"
"Greene","44",".27%","93.62%","3",".14%","6.38%","47",".25%"
"Gwinnett","951","5.82%","86.22%","152","6.92%","13.78%","1,103","5.95%"
"Habersham","36",".22%","87.80%","5",".23%","12.20%","41",".22%"
"Hall","242","1.48%","86.74%","37","1.68%","13.26%","279","1.51%"
"Hancock","13",".08%","100.00%","","","","13",".07%"
"Haralson","52",".32%","89.66%","6",".27%","10.34%","58",".31%"
"Harris","31",".19%","79.49%","8",".36%","20.51%","39",".21%"
"Hart","55",".34%","88.71%","7",".32%","11.29%","62",".33%"
"Heard","24",".15%","88.89%","3",".14%","11.11%","27",".15%"
"Henry","213","1.30%","81.92%","47","2.14%","18.08%","260","1.40%"
"Houston","171","1.05%","89.53%","20",".91%","10.47%","191","1.03%"
"Irwin","25",".15%","92.59%","2",".09%","7.41%","27",".15%"
"Jackson","101",".62%","84.17%","19",".87%","15.83%","120",".65%"
"Jasper","15",".09%","88.24%","2",".09%","11.76%","17",".09%"
"Jeff Davis","35",".21%","92.11%","3",".14%","7.89%","38",".21%"
"Jefferson","37",".23%","100.00%","","","","37",".20%"
"Jenkins","21",".13%","95.45%","1",".05%","4.55%","22",".12%"
"Johnson","7",".04%","100.00%","","","","7",".04%"
"Jones","85",".52%","80.95%","20",".91%","19.05%","105",".57%"
"Lamar","32",".20%","86.49%","5",".23%","13.51%","37",".20%"
"Lanier","17",".10%","94.44%","1",".05%","5.56%","18",".10%"
"Laurens","84",".51%","95.45%","4",".18%","4.55%","88",".47%"
"Lee","25",".15%","89.29%","3",".14%","10.71%","28",".15%"
"Liberty","92",".56%","93.88%","6",".27%","6.12%","98",".53%"
"Lincoln","9",".06%","81.82%","2",".09%","18.18%","11",".06%"
"Long","24",".15%","96.00%","1",".05%","4.00%","25",".13%"
"Lowndes","153",".94%","91.07%","15",".68%","8.93%","168",".91%"
"Lumpkin","31",".19%","83.78%","6",".27%","16.22%","37",".20%"
"Macon","12",".07%","100.00%","","","","12",".06%"
"Madison","58",".36%","86.57%","9",".41%","13.43%","67",".36%"
"Marion","6",".04%","85.71%","1",".05%","14.29%","7",".04%"
"Mcduffie","44",".27%","86.27%","7",".32%","13.73%","51",".28%"
"Mcintosh","18",".11%","94.74%","1",".05%","5.26%","19",".10%"
"Meriwether","72",".44%","87.80%","10",".46%","12.20%","82",".44%"
"Miller","13",".08%","76.47%","4",".18%","23.53%","17",".09%"
"Mitchell","44",".27%","95.65%","2",".09%","4.35%","46",".25%"
"Monroe","46",".28%","90.20%","5",".23%","9.80%","51",".28%"
"Montgomery","18",".11%","85.71%","3",".14%","14.29%","21",".11%"
"Morgan","48",".29%","94.12%","3",".14%","5.88%","51",".28%"
"Murray","103",".63%","78.63%","28","1.28%","21.37%","131",".71%"
"Muscogee","372","2.28%","91.63%","34","1.55%","8.37%","406","2.19%"
"Newton","280","1.71%","84.85%","50","2.28%","15.15%","330","1.78%"
"Oconee","19",".12%","90.48%","2",".09%","9.52%","21",".11%"
"Oglethorpe","25",".15%","83.33%","5",".23%","16.67%","30",".16%"
"Paulding","76",".47%","86.36%","12",".55%","13.64%","88",".47%"
"Peach","47",".29%","92.16%","4",".18%","7.84%","51",".28%"
"Pickens","41",".25%","85.42%","7",".32%","14.58%","48",".26%"
"Pierce","41",".25%","89.13%","5",".23%","10.87%","46",".25%"
"Pike","13",".08%","86.67%","2",".09%","13.33%","15",".08%"
"Polk","62",".38%","91.18%","6",".27%","8.82%","68",".37%"
"Pulaski","23",".14%","100.00%","","","","23",".12%"
"Putnam","48",".29%","85.71%","8",".36%","14.29%","56",".30%"
"Quitman","8",".05%","100.00%","","","","8",".04%"
"Rabun","22",".13%","95.65%","1",".05%","4.35%","23",".12%"
"Randolph","20",".12%","90.91%","2",".09%","9.09%","22",".12%"
"Richmond","566","3.47%","88.85%","71","3.23%","11.15%","637","3.44%"
"Rockdale","174","1.07%","87.88%","24","1.09%","12.12%","198","1.07%"
"Schley","5",".03%","71.43%","2",".09%","28.57%","7",".04%"
"Screven","33",".20%","94.29%","2",".09%","5.71%","35",".19%"
"Seminole","19",".12%","76.00%","6",".27%","24.00%","25",".13%"
"Spalding","197","1.21%","87.95%","27","1.23%","12.05%","224","1.21%"
"Stephens","66",".40%","85.71%","11",".50%","14.29%","77",".42%"
"Stewart","12",".07%","100.00%","","","","12",".06%"
"Sumter","50",".31%","89.29%","6",".27%","10.71%","56",".30%"
"Talbot","11",".07%","84.62%","2",".09%","15.38%","13",".07%"
"Taliaferro","7",".04%","100.00%","","","","7",".04%"
"Tattnall","47",".29%","85.45%","8",".36%","14.55%","55",".30%"
"Taylor","22",".13%","84.62%","4",".18%","15.38%","26",".14%"
"Telfair","33",".20%","97.06%","1",".05%","2.94%","34",".18%"
"Terrell","15",".09%","78.95%","4",".18%","21.05%","19",".10%"
"Thomas","56",".34%","87.50%","8",".36%","12.50%","64",".35%"
"Tift","90",".55%","90.00%","10",".46%","10.00%","100",".54%"
"Toombs","89",".54%","88.12%","12",".55%","11.88%","101",".55%"
"Towns","14",".09%","70.00%","6",".27%","30.00%","20",".11%"
"Treutlen","19",".12%","86.36%","3",".14%","13.64%","22",".12%"
