"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","20",".15%","90.91%","2",".12%","9.09%","22",".15%"
"Appling","25",".19%","96.15%","1",".06%","3.85%","26",".18%"
"Atkinson","10",".08%","90.91%","1",".06%","9.09%","11",".07%"
"Bacon","24",".18%","88.89%","3",".17%","11.11%","27",".18%"
"Baker","3",".02%","100.00%","","","","3",".02%"
"Baldwin","95",".73%","87.96%","13",".75%","12.04%","108",".73%"
"Banks","12",".09%","66.67%","6",".35%","33.33%","18",".12%"
"Barrow","153","1.17%","90.00%","17",".98%","10.00%","170","1.15%"
"Bartow","196","1.50%","78.40%","54","3.11%","21.60%","250","1.69%"
"Ben Hill","71",".54%","87.65%","10",".58%","12.35%","81",".55%"
"Berrien","20",".15%","95.24%","1",".06%","4.76%","21",".14%"
"Bibb","187","1.43%","95.41%","9",".52%","4.59%","196","1.32%"
"Bleckley","21",".16%","95.45%","1",".06%","4.55%","22",".15%"
"Brantley","27",".21%","81.82%","6",".35%","18.18%","33",".22%"
"Brooks","8",".06%","100.00%","","","","8",".05%"
"Bryan","13",".10%","86.67%","2",".12%","13.33%","15",".10%"
"Bulloch","167","1.28%","90.27%","18","1.04%","9.73%","185","1.25%"
"Burke","58",".44%","92.06%","5",".29%","7.94%","63",".42%"
"Butts","61",".47%","98.39%","1",".06%","1.61%","62",".42%"
"Calhoun","6",".05%","85.71%","1",".06%","14.29%","7",".05%"
"Camden","51",".39%","89.47%","6",".35%","10.53%","57",".38%"
"Candler","12",".09%","80.00%","3",".17%","20.00%","15",".10%"
"Carroll","231","1.76%","85.87%","38","2.19%","14.13%","269","1.81%"
"Catoosa","105",".80%","84.68%","19","1.09%","15.32%","124",".84%"
"Charlton","23",".18%","79.31%","6",".35%","20.69%","29",".20%"
"Chatham","363","2.77%","93.80%","24","1.38%","6.20%","387","2.61%"
"Chattahoochee","7",".05%","100.00%","","","","7",".05%"
