"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Appling","34",".18%","91.89%","3",".13%","8.11%","37",".18%"
"Atkinson","11",".06%","84.62%","2",".09%","15.38%","13",".06%"
"Bacon","24",".13%","96.00%","1",".04%","4.00%","25",".12%"
"Baker","2",".01%","100.00%","","","","2",".01%"
"Baldwin","134",".72%","92.41%","11",".48%","7.59%","145",".70%"
"Banks","12",".06%","85.71%","2",".09%","14.29%","14",".07%"
"Barrow","112",".60%","92.56%","9",".40%","7.44%","121",".58%"
"Bartow","207","1.11%","83.81%","40","1.76%","16.19%","247","1.18%"
"Ben Hill","68",".37%","90.67%","7",".31%","9.33%","75",".36%"
"Berrien","30",".16%","85.71%","5",".22%","14.29%","35",".17%"
"Bibb","283","1.52%","91.88%","24","1.05%","7.79%","308","1.48%"
"Bleckley","31",".17%","81.58%","7",".31%","18.42%","38",".18%"
"Brantley","20",".11%","95.24%","1",".04%","4.76%","21",".10%"
"Brooks","19",".10%","100.00%","","","","19",".09%"
"Bryan","33",".18%","89.19%","4",".18%","10.81%","37",".18%"
"Bulloch","136",".73%","91.28%","13",".57%","8.72%","149",".71%"
"Burke","60",".32%","93.75%","4",".18%","6.25%","64",".31%"
"Butts","46",".25%","80.70%","11",".48%","19.30%","57",".27%"
"Calhoun","14",".08%","93.33%","1",".04%","6.67%","15",".07%"
"Camden","36",".19%","100.00%","","","","36",".17%"
"Candler","21",".11%","87.50%","3",".13%","12.50%","24",".12%"
"Carroll","189","1.02%","87.91%","26","1.14%","12.09%","215","1.03%"
"Catoosa","78",".42%","80.41%","19",".83%","19.59%","97",".47%"
"Charlton","24",".13%","100.00%","","","","24",".12%"
"Chatham","985","5.30%","90.04%","109","4.79%","9.96%","1,094","5.25%"
"Chattahoochee","15",".08%","100.00%","","","","15",".07%"
"Chattooga","79",".43%","84.04%","15",".66%","15.96%","94",".45%"
"Cherokee","262","1.41%","86.47%","41","1.80%","13.53%","303","1.45%"
"Clarke","130",".70%","95.59%","6",".26%","4.41%","136",".65%"
"Clay","5",".03%","83.33%","1",".04%","16.67%","6",".03%"
"Clayton","747","4.02%","87.78%","104","4.57%","12.22%","851","4.08%"
"Clinch","18",".10%","90.00%","2",".09%","10.00%","20",".10%"
"Cobb","1,645","8.85%","85.90%","269","11.81%","14.05%","1,915","9.18%"
"Coffee","68",".37%","93.15%","5",".22%","6.85%","73",".35%"
"Colquitt","108",".58%","89.26%","13",".57%","10.74%","121",".58%"
"Columbia","104",".56%","86.67%","16",".70%","13.33%","120",".58%"
"Cook","40",".22%","86.96%","6",".26%","13.04%","46",".22%"
"Coweta","217","1.17%","86.45%","34","1.49%","13.55%","251","1.20%"
"Crawford","7",".04%","100.00%","","","","7",".03%"
"Crisp","92",".50%","98.92%","1",".04%","1.08%","93",".45%"
"Dade","53",".29%","91.38%","5",".22%","8.62%","58",".28%"
"Dawson","34",".18%","79.07%","9",".40%","20.93%","43",".21%"
"Decatur","104",".56%","88.89%","13",".57%","11.11%","117",".56%"
"Dekalb","870","4.68%","91.68%","79","3.47%","8.32%","949","4.55%"
"Dodge","77",".41%","91.67%","7",".31%","8.33%","84",".40%"
"Dooly","34",".18%","97.14%","1",".04%","2.86%","35",".17%"
"Dougherty","359","1.93%","89.97%","40","1.76%","10.03%","399","1.91%"
"Douglas","459","2.47%","86.44%","72","3.16%","13.56%","531","2.55%"
"Early","25",".13%","96.15%","1",".04%","3.85%","26",".12%"
"Echols","2",".01%","100.00%","","","","2",".01%"
"Effingham","42",".23%","87.50%","6",".26%","12.50%","48",".23%"
"Elbert","54",".29%","94.74%","3",".13%","5.26%","57",".27%"
"Emanuel","54",".29%","96.43%","2",".09%","3.57%","56",".27%"
"Evans","23",".12%","100.00%","","","","23",".11%"
"Fannin","36",".19%","80.00%","9",".40%","20.00%","45",".22%"
"Fayette","136",".73%","83.95%","26","1.14%","16.05%","162",".78%"
"Floyd","339","1.82%","83.50%","67","2.94%","16.50%","406","1.95%"
"Forsyth","147",".79%","86.47%","23","1.01%","13.53%","170",".82%"
"Franklin","54",".29%","88.52%","7",".31%","11.48%","61",".29%"
"Fulton","1,617","8.70%","95.96%","68","2.99%","4.04%","1,685","8.08%"
"Gilmer","36",".19%","80.00%","9",".40%","20.00%","45",".22%"
"Glascock","3",".02%","75.00%","1",".04%","25.00%","4",".02%"
"Glynn","99",".53%","92.52%","8",".35%","7.48%","107",".51%"
"Gordon","117",".63%","85.40%","20",".88%","14.60%","137",".66%"
"Grady","85",".46%","92.39%","7",".31%","7.61%","92",".44%"
"Greene","44",".24%","95.65%","2",".09%","4.35%","46",".22%"
"Gwinnett","723","3.89%","86.48%","113","4.96%","13.52%","836","4.01%"
"Habersham","41",".22%","85.42%","7",".31%","14.58%","48",".23%"
"Hall","297","1.60%","87.35%","43","1.89%","12.65%","340","1.63%"
"Hancock","10",".05%","100.00%","","","","10",".05%"
"Haralson","31",".17%","91.18%","3",".13%","8.82%","34",".16%"
"Harris","39",".21%","95.12%","2",".09%","4.88%","41",".20%"
"Hart","48",".26%","88.89%","6",".26%","11.11%","54",".26%"
"Heard","26",".14%","76.47%","8",".35%","23.53%","34",".16%"
"Henry","282","1.52%","86.50%","44","1.93%","13.50%","326","1.56%"
"Houston","233","1.25%","87.92%","32","1.41%","12.08%","265","1.27%"
"Irwin","13",".07%","92.86%","1",".04%","7.14%","14",".07%"
"Jackson","59",".32%","89.39%","7",".31%","10.61%","66",".32%"
"Jasper","23",".12%","92.00%","2",".09%","8.00%","25",".12%"
"Jeff Davis","38",".20%","97.44%","1",".04%","2.56%","39",".19%"
"Jefferson","33",".18%","91.67%","3",".13%","8.33%","36",".17%"
"Jenkins","15",".08%","93.75%","1",".04%","6.25%","16",".08%"
"Johnson","17",".09%","89.47%","2",".09%","10.53%","19",".09%"
"Jones","51",".27%","96.23%","2",".09%","3.77%","53",".25%"
"Lamar","40",".22%","93.02%","3",".13%","6.98%","43",".21%"
"Lanier","14",".08%","87.50%","2",".09%","12.50%","16",".08%"
"Laurens","127",".68%","94.78%","7",".31%","5.22%","134",".64%"
"Lee","26",".14%","92.86%","2",".09%","7.14%","28",".13%"
"Liberty","100",".54%","88.50%","13",".57%","11.50%","113",".54%"
"Lincoln","11",".06%","100.00%","","","","11",".05%"
"Long","21",".11%","87.50%","3",".13%","12.50%","24",".12%"
"Lowndes","212","1.14%","92.98%","16",".70%","7.02%","228","1.09%"
"Lumpkin","51",".27%","89.47%","6",".26%","10.53%","57",".27%"
"Macon","17",".09%","85.00%","3",".13%","15.00%","20",".10%"
"Madison","40",".22%","83.33%","8",".35%","16.67%","48",".23%"
"Marion","21",".11%","100.00%","","","","21",".10%"
"Mcduffie","60",".32%","93.75%","4",".18%","6.25%","64",".31%"
"Mcintosh","17",".09%","100.00%","","","","17",".08%"
"Meriwether","61",".33%","89.71%","7",".31%","10.29%","68",".33%"
"Miller","12",".06%","100.00%","","","","12",".06%"
"Mitchell","57",".31%","93.44%","4",".18%","6.56%","61",".29%"
"Monroe","68",".37%","94.44%","4",".18%","5.56%","72",".35%"
"Montgomery","16",".09%","80.00%","4",".18%","20.00%","20",".10%"
"Morgan","39",".21%","88.64%","5",".22%","11.36%","44",".21%"
"Murray","114",".61%","93.44%","8",".35%","6.56%","122",".58%"
"Muscogee","610","3.28%","88.41%","80","3.51%","11.59%","690","3.31%"
"Newton","265","1.43%","83.33%","53","2.33%","16.67%","318","1.52%"
"Oconee","18",".10%","94.74%","1",".04%","5.26%","19",".09%"
"Oglethorpe","23",".12%","85.19%","4",".18%","14.81%","27",".13%"
"Paulding","82",".44%","87.23%","12",".53%","12.77%","94",".45%"
"Peach","21",".11%","100.00%","","","","21",".10%"
"Pickens","36",".19%","94.74%","2",".09%","5.26%","38",".18%"
"Pierce","20",".11%","90.91%","2",".09%","9.09%","22",".11%"
"Pike","16",".09%","84.21%","3",".13%","15.79%","19",".09%"
"Polk","48",".26%","90.57%","5",".22%","9.43%","53",".25%"
"Pulaski","26",".14%","86.67%","4",".18%","13.33%","30",".14%"
"Putnam","39",".21%","92.86%","3",".13%","7.14%","42",".20%"
"Quitman","3",".02%","100.00%","","","","3",".01%"
"Rabun","29",".16%","85.29%","5",".22%","14.71%","34",".16%"
"Randolph","18",".10%","85.71%","3",".13%","14.29%","21",".10%"
"Richmond","564","3.04%","91.56%","52","2.28%","8.44%","616","2.95%"
"Rockdale","222","1.19%","83.77%","43","1.89%","16.23%","265","1.27%"
"Schley","11",".06%","91.67%","1",".04%","8.33%","12",".06%"
"Screven","38",".20%","90.48%","4",".18%","9.52%","42",".20%"
"Seminole","18",".10%","100.00%","","","","18",".09%"
"Spalding","229","1.23%","88.42%","30","1.32%","11.58%","259","1.24%"
"Stephens","70",".38%","83.33%","14",".61%","16.67%","84",".40%"
"Stewart","10",".05%","83.33%","2",".09%","16.67%","12",".06%"
"Sumter","83",".45%","92.22%","7",".31%","7.78%","90",".43%"
"Talbot","14",".08%","87.50%","2",".09%","12.50%","16",".08%"
"Taliaferro","10",".05%","100.00%","","","","10",".05%"
"Tattnall","37",".20%","88.10%","5",".22%","11.90%","42",".20%"
"Taylor","39",".21%","90.70%","4",".18%","9.30%","43",".21%"
