"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","21",".17%","80.77%","5",".36%","19.23%","26",".19%"
"Appling County","20",".16%","100.00%","","","","20",".15%"
"Atkinson County","16",".13%","100.00%","","","","16",".12%"
"Bacon County","21",".17%","84.00%","4",".29%","16.00%","25",".18%"
"Baker County","1",".01%","50.00%","1",".07%","50.00%","2",".01%"
"Baldwin County","105",".86%","88.24%","14","1.01%","11.76%","119",".87%"
"Banks County","19",".16%","76.00%","6",".43%","24.00%","25",".18%"
"Barrow County","139","1.14%","90.26%","15","1.08%","9.74%","154","1.13%"
"Bartow County","241","1.97%","86.69%","37","2.67%","13.31%","278","2.04%"
"Ben Hill County","88",".72%","88.00%","12",".87%","12.00%","100",".73%"
"Berrien County","33",".27%","91.67%","3",".22%","8.33%","36",".26%"
"Bibb County","181","1.48%","92.35%","15","1.08%","7.65%","196","1.44%"
"Bleckley County","30",".25%","93.75%","2",".14%","6.25%","32",".24%"
"Brantley County","50",".41%","84.75%","9",".65%","15.25%","59",".43%"
"Brooks County","8",".07%","88.89%","1",".07%","11.11%","9",".07%"
"Bryan County","15",".12%","88.24%","2",".14%","11.76%","17",".12%"
"Bulloch County","140","1.15%","90.91%","14","1.01%","9.09%","154","1.13%"
"Burke County","47",".38%","97.92%","1",".07%","2.08%","48",".35%"
"Butts County","45",".37%","84.91%","8",".58%","15.09%","53",".39%"
"Calhoun County","6",".05%","100.00%","","","","6",".04%"
"Camden County","45",".37%","90.00%","5",".36%","10.00%","50",".37%"
"Candler County","26",".21%","89.66%","3",".22%","10.34%","29",".21%"
"Carroll County","223","1.82%","95.30%","11",".79%","4.70%","234","1.72%"
"Catoosa County","122","1.00%","89.71%","14","1.01%","10.29%","136","1.00%"
"Charlton County","18",".15%","90.00%","2",".14%","10.00%","20",".15%"
"Chatham County","321","2.63%","93.59%","22","1.59%","6.41%","343","2.52%"
"Chattooga County","55",".45%","78.57%","15","1.08%","21.43%","70",".51%"
"Cherokee County","141","1.15%","90.97%","14","1.01%","9.03%","155","1.14%"
"Clarke County","103",".84%","92.79%","8",".58%","7.21%","111",".82%"
"Clay County","2",".02%","100.00%","","","","2",".01%"
"Clayton County","203","1.66%","90.22%","22","1.59%","9.78%","225","1.65%"
"Clinch County","10",".08%","83.33%","2",".14%","16.67%","12",".09%"
"Cobb County","540","4.42%","91.53%","50","3.61%","8.47%","590","4.33%"
"Coffee County","135","1.10%","91.84%","12",".87%","8.16%","147","1.08%"
"Colquitt County","68",".56%","90.67%","7",".51%","9.33%","75",".55%"
"Columbia County","85",".70%","85.86%","14","1.01%","14.14%","99",".73%"
"Cook County","34",".28%","89.47%","4",".29%","10.53%","38",".28%"
"Coweta County","131","1.07%","91.61%","12",".87%","8.39%","143","1.05%"
"Crawford County","7",".06%","100.00%","","","","7",".05%"
"Crisp County","105",".86%","92.11%","9",".65%","7.89%","114",".84%"
"Dade County","38",".31%","84.44%","7",".51%","15.56%","45",".33%"
"Dawson County","33",".27%","89.19%","4",".29%","10.81%","37",".27%"
"Decatur County","60",".49%","92.31%","5",".36%","7.69%","65",".48%"
"Dekalb County","254","2.08%","96.58%","9",".65%","3.42%","263","1.93%"
"Dodge County","38",".31%","79.17%","10",".72%","20.83%","48",".35%"
