"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"17","45","0.27%","91.84%","4","0.18%","8.16%","49","0.26%"
"18","235","1.40%","94.38%","14","0.63%","5.62%","249","1.31%"
"19","317","1.89%","93.51%","22","0.99%","6.49%","339","1.79%"
"20","444","2.65%","92.31%","37","1.66%","7.69%","481","2.54%"
"21","432","2.58%","91.72%","39","1.75%","8.28%","471","2.48%"
"22","471","2.81%","91.99%","41","1.84%","8.01%","512","2.70%"
"23","491","2.93%","91.95%","43","1.93%","8.05%","534","2.82%"
"24","522","3.12%","87.29%","76","3.40%","12.71%","598","3.15%"
"25","577","3.45%","88.36%","76","3.40%","11.64%","653","3.44%"
"26","617","3.69%","89.68%","71","3.18%","10.32%","688","3.63%"
"27","603","3.60%","89.47%","71","3.18%","10.53%","674","3.55%"
"28","651","3.89%","86.68%","100","4.48%","13.32%","751","3.96%"
"29","682","4.08%","86.00%","111","4.97%","14.00%","793","4.18%"
"30","636","3.80%","88.95%","79","3.54%","11.05%","715","3.77%"
"31","571","3.41%","87.04%","85","3.81%","12.96%","656","3.46%"
"32","583","3.48%","84.37%","108","4.84%","15.63%","691","3.64%"
"33","588","3.51%","90.18%","64","2.87%","9.82%","652","3.44%"
"34","525","3.14%","85.64%","88","3.94%","14.36%","613","3.23%"
"35","519","3.10%","85.50%","88","3.94%","14.50%","607","3.20%"
"36","478","2.86%","86.59%","74","3.31%","13.41%","552","2.91%"
"37","466","2.78%","85.82%","77","3.45%","14.18%","543","2.86%"
"38","479","2.86%","86.15%","77","3.45%","13.85%","556","2.93%"
"39","480","2.87%","87.91%","66","2.96%","12.09%","546","2.88%"
"40","434","2.59%","86.80%","66","2.96%","13.20%","500","2.64%"
"41","380","2.27%","85.39%","65","2.91%","14.61%","445","2.35%"
"42","341","2.04%","83.99%","65","2.91%","16.01%","406","2.14%"
"43","303","1.81%","84.17%","57","2.55%","15.83%","360","1.90%"
"44","293","1.75%","89.06%","36","1.61%","10.94%","329","1.73%"
"45","281","1.68%","88.92%","35","1.57%","11.08%","316","1.67%"
"46","275","1.64%","87.30%","40","1.79%","12.70%","315","1.66%"
"47","267","1.60%","87.25%","39","1.75%","12.75%","306","1.61%"
"48","273","1.63%","88.35%","36","1.61%","11.65%","309","1.63%"
"49","231","1.38%","85.87%","38","1.70%","14.13%","269","1.42%"
"50","233","1.39%","84.12%","44","1.97%","15.88%","277","1.46%"
"51","191","1.14%","86.82%","29","1.30%","13.18%","220","1.16%"
"52","195","1.17%","89.45%","23","1.03%","10.55%","218","1.15%"
"53","199","1.19%","92.56%","16","0.72%","7.44%","215","1.13%"
"54","195","1.17%","88.64%","25","1.12%","11.36%","220","1.16%"
"55","170","1.02%","91.89%","15","0.67%","8.11%","185","0.98%"
"56","144","0.86%","88.89%","18","0.81%","11.11%","162","0.85%"
"57","134","0.80%","87.58%","19","0.85%","12.42%","153","0.81%"
"58","136","0.81%","95.10%","7","0.31%","4.90%","143","0.75%"
"59","107","0.64%","93.04%","8","0.36%","6.96%","115","0.61%"
"60","99","0.59%","91.67%","9","0.40%","8.33%","108","0.57%"
"61","85","0.51%","90.43%","9","0.40%","9.57%","94","0.50%"
"62","58","0.35%","87.88%","8","0.36%","12.12%","66","0.35%"
"63","57","0.34%","93.44%","4","0.18%","6.56%","61","0.32%"
"64","43","0.26%","97.73%","1","0.04%","2.27%","44","0.23%"
"65","42","0.25%","95.45%","2","0.09%","4.55%","44","0.23%"
"66","31","0.19%","91.18%","3","0.13%","8.82%","34","0.18%"
"67","26","0.16%","100.00%","","","","26","0.14%"
"68","23","0.14%","92.00%","2","0.09%","8.00%","25","0.13%"
"69","12","0.07%","100.00%","","","","12","0.06%"
"70","16","0.10%","100.00%","","","","16","0.08%"
"71","12","0.07%","100.00%","","","","12","0.06%"
"72","10","0.06%","90.91%","1","0.04%","9.09%","11","0.06%"
"73","4","0.02%","100.00%","","","","4","0.02%"
"74","4","0.02%","100.00%","","","","4","0.02%"
"75","4","0.02%","80.00%","1","0.04%","20.00%","5","0.03%"
"76","3","0.02%","100.00%","","","","3","0.02%"
"77","2","0.01%","66.67%","1","0.04%","33.33%","3","0.02%"
"78","5","0.03%","100.00%","","","","5","0.03%"
"80","1","0.01%","100.00%","","","","1","0.01%"
"82","1","0.01%","100.00%","","","","1","0.01%"
"83","2","0.01%","100.00%","","","","2","0.01%"
"Total Reported","16,734","100%","88.23%","2,233","100%","11.77%","18,967","100%"
"Not Reported","0","","","0","","","0",""
"Grand Total","16,734","","","2,233","","","18,967",""
