"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","2","0.01%","100.00%","","","","2","0.01%"
"15","5","0.03%","100.00%","","","","5","0.02%"
"16","16","0.08%","100.00%","","","","16","0.07%"
"17","158","0.81%","96.93%","5","0.22%","3.07%","163","0.75%"
"18","425","2.18%","96.59%","15","0.66%","3.41%","440","2.02%"
"19","610","3.13%","95.61%","28","1.23%","4.39%","638","2.93%"
"20","735","3.77%","93.87%","48","2.11%","6.13%","783","3.59%"
"21","733","3.76%","94.09%","46","2.02%","5.91%","779","3.58%"
"22","758","3.89%","93.58%","52","2.28%","6.42%","810","3.72%"
"23","800","4.10%","92.38%","66","2.90%","7.62%","866","3.98%"
"24","809","4.15%","90.70%","83","3.64%","9.30%","892","4.09%"
"25","792","4.06%","91.45%","74","3.25%","8.55%","866","3.98%"
"26","759","3.89%","88.56%","98","4.30%","11.44%","857","3.93%"
"27","785","4.02%","90.33%","84","3.69%","9.67%","869","3.99%"
"28","821","4.21%","91.53%","76","3.33%","8.47%","897","4.12%"
"29","751","3.85%","88.88%","94","4.12%","11.12%","845","3.88%"
"30","698","3.58%","89.95%","78","3.42%","10.05%","776","3.56%"
"31","604","3.10%","88.82%","76","3.33%","11.18%","680","3.12%"
"32","538","2.76%","89.37%","64","2.81%","10.63%","602","2.76%"
"33","489","2.51%","88.75%","62","2.72%","11.25%","551","2.53%"
"34","535","2.74%","89.92%","60","2.63%","10.08%","595","2.73%"
"35","488","2.50%","88.25%","65","2.85%","11.75%","553","2.54%"
"36","498","2.55%","86.46%","78","3.42%","13.54%","576","2.64%"
"37","488","2.50%","86.37%","77","3.38%","13.63%","565","2.59%"
"38","468","2.40%","84.17%","88","3.86%","15.83%","556","2.55%"
"39","447","2.29%","84.34%","83","3.64%","15.66%","530","2.43%"
"40","448","2.30%","85.82%","74","3.25%","14.18%","522","2.40%"
"41","394","2.02%","83.12%","80","3.51%","16.88%","474","2.18%"
"42","356","1.83%","83.57%","70","3.07%","16.43%","426","1.96%"
"43","397","2.04%","85.38%","68","2.98%","14.62%","465","2.13%"
"44","418","2.14%","86.72%","64","2.81%","13.28%","482","2.21%"
"45","410","2.10%","86.50%","64","2.81%","13.50%","474","2.18%"
"46","359","1.84%","85.89%","59","2.59%","14.11%","418","1.92%"
"47","331","1.70%","88.98%","41","1.80%","11.02%","372","1.71%"
"48","303","1.55%","84.40%","56","2.46%","15.60%","359","1.65%"
"49","297","1.52%","90.27%","32","1.40%","9.73%","329","1.51%"
"50","232","1.19%","84.67%","42","1.84%","15.33%","274","1.26%"
"51","233","1.19%","91.02%","23","1.01%","8.98%","256","1.18%"
"52","187","0.96%","89.90%","21","0.92%","10.10%","208","0.95%"
"53","157","0.80%","85.79%","26","1.14%","14.21%","183","0.84%"
"54","133","0.68%","94.33%","8","0.35%","5.67%","141","0.65%"
"55","148","0.76%","96.10%","6","0.26%","3.90%","154","0.71%"
"56","90","0.46%","90.00%","10","0.44%","10.00%","100","0.46%"
"57","75","0.38%","87.21%","11","0.48%","12.79%","86","0.39%"
"58","69","0.35%","93.24%","5","0.22%","6.76%","74","0.34%"
"59","64","0.33%","92.75%","5","0.22%","7.25%","69","0.32%"
"60","30","0.15%","88.24%","4","0.18%","11.76%","34","0.16%"
"61","18","0.09%","81.82%","4","0.18%","18.18%","22","0.10%"
"62","21","0.11%","95.45%","1","0.04%","4.55%","22","0.10%"
"63","23","0.12%","88.46%","3","0.13%","11.54%","26","0.12%"
"64","12","0.06%","92.31%","1","0.04%","7.69%","13","0.06%"
"65","16","0.08%","94.12%","1","0.04%","5.88%","17","0.08%"
"66","10","0.05%","100.00%","","","","10","0.05%"
"67","11","0.06%","100.00%","","","","11","0.05%"
"68","17","0.09%","100.00%","","","","17","0.08%"
"69","5","0.03%","100.00%","","","","5","0.02%"
"70","6","0.03%","100.00%","","","","6","0.03%"
"71","1","0.01%","100.00%","","","","1","0.01%"
"72","2","0.01%","100.00%","","","","2","0.01%"
"73","5","0.03%","100.00%","","","","5","0.02%"
"74","2","0.01%","100.00%","","","","2","0.01%"
"75","2","0.01%","100.00%","","","","2","0.01%"
"76","2","0.01%","100.00%","","","","2","0.01%"
"79","4","0.02%","100.00%","","","","4","0.02%"
"80","2","0.01%","100.00%","","","","2","0.01%"
"81","2","0.01%","100.00%","","","","2","0.01%"
"Total Reported","19,504","100%","89.54%","2,279","100%","10.46%","21,783","100%"
"Not Reported","0","","","0","","","0",""
"Grand Total","19,504","","","2,279","","","21,783",""
