"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","1","0.01%","50.00%","1","0.05%","50.00%","2","0.01%"
"15","2","0.01%","100.00%","","","","2","0.01%"
"16","16","0.09%","100.00%","","","","16","0.08%"
"17","130","0.77%","98.48%","2","0.09%","1.52%","132","0.69%"
"18","231","1.37%","95.85%","10","0.47%","4.15%","241","1.27%"
"19","404","2.39%","93.30%","29","1.36%","6.70%","433","2.28%"
"20","527","3.12%","92.62%","42","1.97%","7.38%","569","2.99%"
"21","643","3.81%","94.28%","39","1.83%","5.72%","682","3.59%"
"22","688","4.08%","91.98%","60","2.82%","8.02%","748","3.94%"
"23","737","4.37%","91.21%","71","3.34%","8.79%","808","4.25%"
"24","731","4.33%","91.03%","72","3.38%","8.97%","803","4.23%"
"25","664","3.93%","90.83%","67","3.15%","9.17%","731","3.85%"
"26","657","3.89%","89.51%","77","3.62%","10.49%","734","3.86%"
"27","626","3.71%","87.55%","89","4.18%","12.45%","715","3.76%"
"28","655","3.88%","88.04%","89","4.18%","11.96%","744","3.91%"
"29","604","3.58%","88.43%","79","3.71%","11.57%","683","3.59%"
"30","627","3.72%","89.57%","73","3.43%","10.43%","700","3.68%"
"31","572","3.39%","85.50%","97","4.56%","14.50%","669","3.52%"
"32","533","3.16%","88.69%","68","3.20%","11.31%","601","3.16%"
"33","591","3.50%","86.53%","92","4.32%","13.47%","683","3.59%"
"34","574","3.40%","86.97%","86","4.04%","13.03%","660","3.47%"
"35","487","2.89%","86.50%","76","3.57%","13.50%","563","2.96%"
"36","457","2.71%","88.22%","61","2.87%","11.78%","518","2.73%"
"37","384","2.28%","85.71%","64","3.01%","14.29%","448","2.36%"
"38","369","2.19%","87.65%","52","2.44%","12.35%","421","2.22%"
"39","351","2.08%","86.45%","55","2.58%","13.55%","406","2.14%"
"40","339","2.01%","87.82%","47","2.21%","12.18%","386","2.03%"
"41","341","2.02%","88.34%","45","2.11%","11.66%","386","2.03%"
"42","306","1.81%","86.93%","46","2.16%","13.07%","352","1.85%"
"43","337","2.00%","81.60%","76","3.57%","18.40%","413","2.17%"
"44","306","1.81%","84.30%","57","2.68%","15.70%","363","1.91%"
"45","295","1.75%","87.02%","44","2.07%","12.98%","339","1.78%"
"46","231","1.37%","84.00%","44","2.07%","16.00%","275","1.45%"
"47","261","1.55%","91.90%","23","1.08%","8.10%","284","1.49%"
"48","240","1.42%","86.64%","37","1.74%","13.36%","277","1.46%"
"49","249","1.48%","87.99%","34","1.60%","12.01%","283","1.49%"
"50","201","1.19%","84.81%","36","1.69%","15.19%","237","1.25%"
"51","199","1.18%","82.92%","41","1.93%","17.08%","240","1.26%"
"52","188","1.11%","85.84%","31","1.46%","14.16%","219","1.15%"
"53","158","0.94%","83.60%","31","1.46%","16.40%","189","0.99%"
"54","154","0.91%","90.06%","17","0.80%","9.94%","171","0.90%"
"55","129","0.76%","91.49%","12","0.56%","8.51%","141","0.74%"
"56","115","0.68%","91.27%","11","0.52%","8.73%","126","0.66%"
"57","85","0.50%","86.73%","13","0.61%","13.27%","98","0.52%"
"58","96","0.57%","91.43%","9","0.42%","8.57%","105","0.55%"
"59","74","0.44%","93.67%","5","0.23%","6.33%","79","0.42%"
"60","67","0.40%","89.33%","8","0.38%","10.67%","75","0.39%"
"61","44","0.26%","97.78%","1","0.05%","2.22%","45","0.24%"
"62","27","0.16%","93.10%","2","0.09%","6.90%","29","0.15%"
"63","35","0.21%","97.22%","1","0.05%","2.78%","36","0.19%"
"64","27","0.16%","96.43%","1","0.05%","3.57%","28","0.15%"
"65","21","0.12%","87.50%","3","0.14%","12.50%","24","0.13%"
"66","18","0.11%","94.74%","1","0.05%","5.26%","19","0.10%"
"67","18","0.11%","100.00%","","","","18","0.09%"
"68","10","0.06%","100.00%","","","","10","0.05%"
"69","9","0.05%","100.00%","","","","9","0.05%"
"70","11","0.07%","100.00%","","","","11","0.06%"
"71","7","0.04%","100.00%","","","","7","0.04%"
"72","3","0.02%","75.00%","1","0.05%","25.00%","4","0.02%"
"74","4","0.02%","100.00%","","","","4","0.02%"
"75","2","0.01%","100.00%","","","","2","0.01%"
"76","3","0.02%","100.00%","","","","3","0.02%"
"77","2","0.01%","100.00%","","","","2","0.01%"
"78","1","0.01%","100.00%","","","","1","0.01%"
"80","2","0.01%","100.00%","","","","2","0.01%"
"81","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","16,877","100%","88.80%","2,128","100%","11.20%","19,005","100%"
"Not Reported","0","","","0","","","0",""
"Grand Total","16,877","","","2,128","","","19,005",""
