"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","1","0.01%","100.00%","","","","1","0.01%"
"15","8","0.04%","100.00%","","","","8","0.04%"
"16","9","0.04%","100.00%","","","","9","0.04%"
"17","134","0.66%","97.10%","4","0.19%","2.90%","138","0.61%"
"18","371","1.83%","97.12%","11","0.52%","2.88%","382","1.70%"
"19","553","2.72%","97.02%","17","0.80%","2.98%","570","2.54%"
"20","753","3.71%","94.96%","40","1.88%","5.04%","793","3.53%"
"21","856","4.21%","94.90%","46","2.16%","5.10%","902","4.02%"
"22","898","4.42%","93.74%","60","2.81%","6.26%","958","4.27%"
"23","821","4.04%","92.35%","68","3.19%","7.65%","889","3.96%"
"24","770","3.79%","92.77%","60","2.81%","7.23%","830","3.70%"
"25","806","3.97%","92.01%","70","3.28%","7.99%","876","3.90%"
"26","768","3.78%","91.65%","70","3.28%","8.35%","838","3.73%"
"27","761","3.75%","90.81%","77","3.61%","9.19%","838","3.73%"
"28","716","3.52%","89.50%","84","3.94%","10.50%","800","3.56%"
"29","678","3.34%","88.28%","90","4.22%","11.72%","768","3.42%"
"30","733","3.61%","90.83%","74","3.47%","9.17%","807","3.60%"
"31","687","3.38%","89.80%","78","3.66%","10.20%","765","3.41%"
"32","715","3.52%","90.05%","79","3.71%","9.95%","794","3.54%"
"33","616","3.03%","88.89%","77","3.61%","11.11%","693","3.09%"
"34","584","2.88%","88.08%","79","3.71%","11.92%","663","2.95%"
"35","525","2.58%","88.68%","67","3.14%","11.32%","592","2.64%"
"36","488","2.40%","86.22%","78","3.66%","13.78%","566","2.52%"
"37","437","2.15%","86.36%","69","3.24%","13.64%","506","2.25%"
"38","464","2.28%","90.98%","46","2.16%","9.02%","510","2.27%"
"39","426","2.10%","89.50%","50","2.35%","10.50%","476","2.12%"
"40","408","2.01%","84.65%","74","3.47%","15.35%","482","2.15%"
"41","417","2.05%","86.51%","65","3.05%","13.49%","482","2.15%"
"42","414","2.04%","86.43%","65","3.05%","13.57%","479","2.13%"
"43","374","1.84%","86.37%","59","2.77%","13.63%","433","1.93%"
"44","370","1.82%","85.45%","63","2.95%","14.55%","433","1.93%"
"45","340","1.67%","88.31%","45","2.11%","11.69%","385","1.72%"
"46","346","1.70%","85.64%","58","2.72%","14.36%","404","1.80%"
"47","379","1.87%","89.39%","45","2.11%","10.61%","424","1.89%"
"48","323","1.59%","88.49%","42","1.97%","11.51%","365","1.63%"
"49","318","1.57%","91.64%","29","1.36%","8.36%","347","1.55%"
"50","298","1.47%","88.96%","37","1.74%","11.04%","335","1.49%"
"51","247","1.22%","89.82%","28","1.31%","10.18%","275","1.23%"
"52","249","1.23%","86.16%","40","1.88%","13.84%","289","1.29%"
"53","209","1.03%","89.32%","25","1.17%","10.68%","234","1.04%"
"54","195","0.96%","94.66%","11","0.52%","5.34%","206","0.92%"
"55","145","0.71%","93.55%","10","0.47%","6.45%","155","0.69%"
"56","116","0.57%","92.06%","10","0.47%","7.94%","126","0.56%"
"57","112","0.55%","96.55%","4","0.19%","3.45%","116","0.52%"
"58","83","0.41%","94.32%","5","0.23%","5.68%","88","0.39%"
"59","62","0.31%","89.86%","7","0.33%","10.14%","69","0.31%"
"60","58","0.29%","93.55%","4","0.19%","6.45%","62","0.28%"
"61","55","0.27%","91.67%","5","0.23%","8.33%","60","0.27%"
"62","40","0.20%","100.00%","","","","40","0.18%"
"63","31","0.15%","100.00%","","","","31","0.14%"
"64","33","0.16%","94.29%","2","0.09%","5.71%","35","0.16%"
"65","20","0.10%","90.91%","2","0.09%","9.09%","22","0.10%"
"66","9","0.04%","81.82%","2","0.09%","18.18%","11","0.05%"
"67","21","0.10%","95.45%","1","0.05%","4.55%","22","0.10%"
"68","14","0.07%","100.00%","","","","14","0.06%"
"69","12","0.06%","100.00%","","","","12","0.05%"
"70","9","0.04%","100.00%","","","","9","0.04%"
"71","8","0.04%","100.00%","","","","8","0.04%"
"72","7","0.03%","100.00%","","","","7","0.03%"
"73","3","0.01%","100.00%","","","","3","0.01%"
"74","1","0.01%","100.00%","","","","1","0.01%"
"75","2","0.01%","100.00%","","","","2","0.01%"
"76","3","0.01%","100.00%","","","","3","0.01%"
"77","3","0.01%","100.00%","","","","3","0.01%"
"78","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","20,313","100%","90.50%","2,132","100%","9.50%","22,445","100%"
"Not Reported","0","","","0","","","0",""
"Grand Total","20,313","","","2,132","","","22,445",""
