"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"14","2","0.01%","100.00%","","","","2","0.01%"
"15","4","0.02%","100.00%","","","","4","0.02%"
"16","12","0.06%","100.00%","","","","12","0.06%"
"17","131","0.69%","94.93%","7","0.30%","5.07%","138","0.65%"
"18","430","2.26%","96.20%","17","0.73%","3.80%","447","2.09%"
"19","632","3.32%","96.05%","26","1.11%","3.95%","658","3.08%"
"20","691","3.63%","93.38%","49","2.09%","6.62%","740","3.46%"
"21","765","4.02%","93.07%","57","2.43%","6.93%","822","3.84%"
"22","722","3.79%","91.28%","69","2.94%","8.72%","791","3.70%"
"23","775","4.07%","90.33%","83","3.54%","9.67%","858","4.01%"
"24","790","4.15%","91.44%","74","3.16%","8.56%","864","4.04%"
"25","715","3.76%","90.97%","71","3.03%","9.03%","786","3.68%"
"26","755","3.97%","88.62%","97","4.14%","11.38%","852","3.99%"
"27","772","4.06%","91.15%","75","3.20%","8.85%","847","3.96%"
"28","770","4.04%","89.53%","90","3.84%","10.47%","860","4.02%"
"29","742","3.90%","89.08%","91","3.88%","10.92%","833","3.90%"
"30","638","3.35%","88.37%","84","3.58%","11.63%","722","3.38%"
"31","600","3.15%","88.37%","79","3.37%","11.63%","679","3.18%"
"32","558","2.93%","89.28%","67","2.86%","10.72%","625","2.92%"
"33","520","2.73%","87.54%","74","3.16%","12.46%","594","2.78%"
"34","455","2.39%","88.18%","61","2.60%","11.82%","516","2.41%"
"35","455","2.39%","87.16%","67","2.86%","12.84%","522","2.44%"
"36","457","2.40%","86.72%","70","2.99%","13.28%","527","2.46%"
"37","482","2.53%","87.48%","69","2.94%","12.52%","551","2.58%"
"38","443","2.33%","83.90%","85","3.63%","16.10%","528","2.47%"
"39","449","2.36%","85.36%","77","3.28%","14.64%","526","2.46%"
"40","428","2.25%","83.76%","83","3.54%","16.24%","511","2.39%"
"41","380","2.00%","84.07%","72","3.07%","15.93%","452","2.11%"
"42","385","2.02%","82.80%","80","3.41%","17.20%","465","2.17%"
"43","414","2.17%","86.79%","63","2.69%","13.21%","477","2.23%"
"44","415","2.18%","85.39%","71","3.03%","14.61%","486","2.27%"
"45","339","1.78%","84.12%","64","2.73%","15.88%","403","1.88%"
"46","372","1.95%","87.32%","54","2.30%","12.68%","426","1.99%"
"47","337","1.77%","86.86%","51","2.18%","13.14%","388","1.81%"
"48","307","1.61%","86.97%","46","1.96%","13.03%","353","1.65%"
"49","288","1.51%","89.72%","33","1.41%","10.28%","321","1.50%"
"50","249","1.31%","86.76%","38","1.62%","13.24%","287","1.34%"
"51","209","1.10%","86.01%","34","1.45%","13.99%","243","1.14%"
"52","177","0.93%","85.10%","31","1.32%","14.90%","208","0.97%"
"53","180","0.95%","91.84%","16","0.68%","8.16%","196","0.92%"
"54","133","0.70%","91.72%","12","0.51%","8.28%","145","0.68%"
"55","128","0.67%","87.07%","19","0.81%","12.93%","147","0.69%"
"56","79","0.42%","89.77%","9","0.38%","10.23%","88","0.41%"
"57","89","0.47%","92.71%","7","0.30%","7.29%","96","0.45%"
"58","64","0.34%","91.43%","6","0.26%","8.57%","70","0.33%"
"59","55","0.29%","87.30%","8","0.34%","12.70%","63","0.29%"
"60","47","0.25%","100.00%","","","","47","0.22%"
"61","38","0.20%","95.00%","2","0.09%","5.00%","40","0.19%"
"62","32","0.17%","96.97%","1","0.04%","3.03%","33","0.15%"
"63","21","0.11%","100.00%","","","","21","0.10%"
"64","15","0.08%","93.75%","1","0.04%","6.25%","16","0.07%"
"65","13","0.07%","92.86%","1","0.04%","7.14%","14","0.07%"
"66","12","0.06%","100.00%","","","","12","0.06%"
"67","12","0.06%","85.71%","2","0.09%","14.29%","14","0.07%"
"68","12","0.06%","92.31%","1","0.04%","7.69%","13","0.06%"
"69","6","0.03%","100.00%","","","","6","0.03%"
"70","7","0.04%","100.00%","","","","7","0.03%"
"71","2","0.01%","100.00%","","","","2","0.01%"
"72","4","0.02%","100.00%","","","","4","0.02%"
"73","4","0.02%","100.00%","","","","4","0.02%"
"74","3","0.02%","100.00%","","","","3","0.01%"
"75","6","0.03%","100.00%","","","","6","0.03%"
"76","2","0.01%","100.00%","","","","2","0.01%"
"77","2","0.01%","100.00%","","","","2","0.01%"
"78","1","0.01%","100.00%","","","","1","0.01%"
"79","1","0.01%","100.00%","","","","1","0.01%"
"80","2","0.01%","100.00%","","","","2","0.01%"
"81","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","19,036","100%","89.04%","2,344","100%","10.96%","21,380","100%"
"Not Reported","0","","","0","","","0",""
"Grand Total","19,036","","","2,344","","","21,380",""
