"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"15","3","0.02%","100.00%","","","","3","0.01%"
"16","14","0.08%","100.00%","","","","14","0.07%"
"17","114","0.63%","95.80%","5","0.23%","4.20%","119","0.58%"
"18","334","1.84%","96.25%","13","0.59%","3.75%","347","1.70%"
"19","480","2.64%","93.93%","31","1.40%","6.07%","511","2.51%"
"20","665","3.66%","95.14%","34","1.54%","4.86%","699","3.43%"
"21","684","3.77%","93.32%","49","2.22%","6.68%","733","3.60%"
"22","810","4.46%","93.10%","60","2.71%","6.90%","870","4.27%"
"23","781","4.30%","90.71%","80","3.62%","9.29%","861","4.23%"
"24","740","4.07%","90.46%","78","3.53%","9.54%","818","4.01%"
"25","736","4.05%","90.42%","78","3.53%","9.58%","814","4.00%"
"26","670","3.69%","89.69%","77","3.48%","10.31%","747","3.67%"
"27","682","3.75%","87.21%","100","4.52%","12.79%","782","3.84%"
"28","670","3.69%","90.54%","70","3.17%","9.46%","740","3.63%"
"29","664","3.66%","89.37%","79","3.57%","10.63%","743","3.65%"
"30","615","3.39%","90.31%","66","2.99%","9.69%","681","3.34%"
"31","610","3.36%","86.89%","92","4.16%","13.11%","702","3.45%"
"32","639","3.52%","89.37%","76","3.44%","10.63%","715","3.51%"
"33","605","3.33%","88.19%","81","3.67%","11.81%","686","3.37%"
"34","567","3.12%","87.91%","78","3.53%","12.09%","645","3.17%"
"35","531","2.92%","88.94%","66","2.99%","11.06%","597","2.93%"
"36","453","2.49%","86.12%","73","3.30%","13.88%","526","2.58%"
"37","391","2.15%","87.08%","58","2.62%","12.92%","449","2.20%"
"38","377","2.08%","85.68%","63","2.85%","14.32%","440","2.16%"
"39","343","1.89%","85.11%","60","2.71%","14.89%","403","1.98%"
"40","376","2.07%","84.12%","71","3.21%","15.88%","447","2.19%"
"41","336","1.85%","87.50%","48","2.17%","12.50%","384","1.88%"
"42","349","1.92%","84.71%","63","2.85%","15.29%","412","2.02%"
"43","344","1.89%","82.49%","73","3.30%","17.51%","417","2.05%"
"44","299","1.65%","86.17%","48","2.17%","13.83%","347","1.70%"
"45","298","1.64%","83.24%","60","2.71%","16.76%","358","1.76%"
"46","280","1.54%","88.05%","38","1.72%","11.95%","318","1.56%"
"47","309","1.70%","87.04%","46","2.08%","12.96%","355","1.74%"
"48","292","1.61%","87.16%","43","1.95%","12.84%","335","1.64%"
"49","280","1.54%","86.42%","44","1.99%","13.58%","324","1.59%"
"50","208","1.15%","87.76%","29","1.31%","12.24%","237","1.16%"
"51","214","1.18%","86.29%","34","1.54%","13.71%","248","1.22%"
"52","215","1.18%","89.96%","24","1.09%","10.04%","239","1.17%"
"53","175","0.96%","88.83%","22","1.00%","11.17%","197","0.97%"
"54","160","0.88%","89.39%","19","0.86%","10.61%","179","0.88%"
"55","148","0.81%","88.10%","20","0.90%","11.90%","168","0.82%"
"56","140","0.77%","89.74%","16","0.72%","10.26%","156","0.77%"
"57","96","0.53%","91.43%","9","0.41%","8.57%","105","0.52%"
"58","75","0.41%","94.94%","4","0.18%","5.06%","79","0.39%"
"59","64","0.35%","88.89%","8","0.36%","11.11%","72","0.35%"
"60","51","0.28%","91.07%","5","0.23%","8.93%","56","0.27%"
"61","52","0.29%","92.86%","4","0.18%","7.14%","56","0.27%"
"62","39","0.21%","90.70%","4","0.18%","9.30%","43","0.21%"
"63","40","0.22%","93.02%","3","0.14%","6.98%","43","0.21%"
"64","29","0.16%","87.88%","4","0.18%","12.12%","33","0.16%"
"65","17","0.09%","100.00%","","","","17","0.08%"
"66","23","0.13%","100.00%","","","","23","0.11%"
"67","12","0.07%","85.71%","2","0.09%","14.29%","14","0.07%"
"68","16","0.09%","94.12%","1","0.05%","5.88%","17","0.08%"
"69","8","0.04%","100.00%","","","","8","0.04%"
"70","10","0.06%","100.00%","","","","10","0.05%"
"71","8","0.04%","100.00%","","","","8","0.04%"
"72","7","0.04%","100.00%","","","","7","0.03%"
"73","5","0.03%","83.33%","1","0.05%","16.67%","6","0.03%"
"74","1","0.01%","100.00%","","","","1","0.01%"
"75","4","0.02%","100.00%","","","","4","0.02%"
"76","1","0.01%","100.00%","","","","1","0.01%"
"77","2","0.01%","100.00%","","","","2","0.01%"
"79","2","0.01%","100.00%","","","","2","0.01%"
"84","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","18,164","100%","89.15%","2,210","100%","10.85%","20,374","100%"
"Not Reported","0","","","0","","","0",""
"Grand Total","18,164","","","2,210","","","20,374",""
