"Age At Admission","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"16","1","0.01%","100.00%","","","","1","0.01%"
"17","129","0.81%","97.73%","3","0.14%","2.27%","132","0.73%"
"18","243","1.52%","96.81%","8","0.38%","3.19%","251","1.39%"
"19","349","2.18%","96.14%","14","0.66%","3.86%","363","2.01%"
"20","389","2.43%","93.96%","25","1.19%","6.04%","414","2.29%"
"21","473","2.96%","93.29%","34","1.61%","6.71%","507","2.80%"
"22","536","3.35%","91.16%","52","2.47%","8.84%","588","3.25%"
"23","610","3.81%","92.42%","50","2.37%","7.58%","660","3.65%"
"24","634","3.96%","90.31%","68","3.23%","9.69%","702","3.88%"
"25","666","4.17%","88.68%","85","4.03%","11.32%","751","4.15%"
"26","670","4.19%","89.10%","82","3.89%","10.90%","752","4.16%"
"27","611","3.82%","85.45%","104","4.94%","14.55%","715","3.95%"
"28","616","3.85%","88.00%","84","3.99%","12.00%","700","3.87%"
"29","573","3.58%","86.56%","89","4.22%","13.44%","662","3.66%"
"30","603","3.77%","86.27%","96","4.56%","13.73%","699","3.86%"
"31","515","3.22%","86.85%","78","3.70%","13.15%","593","3.28%"
"32","468","2.93%","86.19%","75","3.56%","13.81%","543","3.00%"
"33","528","3.30%","84.35%","98","4.65%","15.65%","626","3.46%"
"34","498","3.11%","86.91%","75","3.56%","13.09%","573","3.17%"
"35","541","3.38%","87.40%","78","3.70%","12.60%","619","3.42%"
"36","501","3.13%","88.36%","66","3.13%","11.64%","567","3.13%"
"37","448","2.80%","85.50%","76","3.61%","14.50%","524","2.90%"
"38","395","2.47%","86.43%","62","2.94%","13.57%","457","2.53%"
"39","371","2.32%","85.88%","61","2.90%","14.12%","432","2.39%"
"40","314","1.96%","86.26%","50","2.37%","13.74%","364","2.01%"
"41","301","1.88%","87.50%","43","2.04%","12.50%","344","1.90%"
"42","322","2.01%","89.69%","37","1.76%","10.31%","359","1.98%"
"43","318","1.99%","86.65%","49","2.33%","13.35%","367","2.03%"
"44","273","1.71%","84.26%","51","2.42%","15.74%","324","1.79%"
"45","251","1.57%","86.55%","39","1.85%","13.45%","290","1.60%"
"46","274","1.71%","87.26%","40","1.90%","12.74%","314","1.74%"
"47","226","1.41%","83.39%","45","2.14%","16.61%","271","1.50%"
"48","238","1.49%","81.79%","53","2.52%","18.21%","291","1.61%"
"49","226","1.41%","87.60%","32","1.52%","12.40%","258","1.43%"
"50","218","1.36%","90.83%","22","1.04%","9.17%","240","1.33%"
"51","201","1.26%","86.27%","32","1.52%","13.73%","233","1.29%"
"52","190","1.19%","88.37%","25","1.19%","11.63%","215","1.19%"
"53","178","1.11%","90.82%","18","0.85%","9.18%","196","1.08%"
"54","162","1.01%","86.17%","26","1.23%","13.83%","188","1.04%"
"55","150","0.94%","90.91%","15","0.71%","9.09%","165","0.91%"
"56","125","0.78%","89.29%","15","0.71%","10.71%","140","0.77%"
"57","118","0.74%","93.65%","8","0.38%","6.35%","126","0.70%"
"58","90","0.56%","90.91%","9","0.43%","9.09%","99","0.55%"
"59","84","0.53%","94.38%","5","0.24%","5.62%","89","0.49%"
"60","63","0.39%","92.65%","5","0.24%","7.35%","68","0.38%"
"61","56","0.35%","96.55%","2","0.09%","3.45%","58","0.32%"
"62","39","0.24%","82.98%","8","0.38%","17.02%","47","0.26%"
"63","37","0.23%","92.50%","3","0.14%","7.50%","40","0.22%"
"64","31","0.19%","93.94%","2","0.09%","6.06%","33","0.18%"
"65","27","0.17%","93.10%","2","0.09%","6.90%","29","0.16%"
"66","20","0.13%","86.96%","3","0.14%","13.04%","23","0.13%"
"67","18","0.11%","100.00%","","","","18","0.10%"
"68","17","0.11%","100.00%","","","","17","0.09%"
"69","9","0.06%","90.00%","1","0.05%","10.00%","10","0.06%"
"70","11","0.07%","100.00%","","","","11","0.06%"
"71","7","0.04%","100.00%","","","","7","0.04%"
"72","4","0.03%","80.00%","1","0.05%","20.00%","5","0.03%"
"73","8","0.05%","100.00%","","","","8","0.04%"
"74","3","0.02%","75.00%","1","0.05%","25.00%","4","0.02%"
"75","1","0.01%","100.00%","","","","1","0.01%"
"76","2","0.01%","100.00%","","","","2","0.01%"
"77","3","0.02%","100.00%","","","","3","0.02%"
"78","1","0.01%","50.00%","1","0.05%","50.00%","2","0.01%"
"79","1","0.01%","100.00%","","","","1","0.01%"
"80","1","0.01%","50.00%","1","0.05%","50.00%","2","0.01%"
"82","1","0.01%","100.00%","","","","1","0.01%"
"83","1","0.01%","100.00%","","","","1","0.01%"
"84","1","0.01%","100.00%","","","","1","0.01%"
"85","1","0.01%","100.00%","","","","1","0.01%"
"Total Reported","15,990","100%","88.36%","2,107","100%","11.64%","18,097","100%"
"Not Reported","0","","","0","","","0",""
"Grand Total","15,990","","","2,107","","","18,097",""
