report,PSIY_0-1,PSIY_1.1-2,PSIY_2.1-3,PSIY_3.1-4,PSIY_4.1-5,PSIY_5.1-6,PSIY_6.1-7,PSIY_7.1-8,PSIY_8.1-9,PSIY_9.1-10,PSIY_10.1-12,PSIY_12.1-15,PSIY_15.1-20,PSIY_20.1+,PSIY_life,PSIY_LWOP,PSIY_death,PSIY_YO,PSIY_total_reported,PSIY_not_reported,total_pop,PSIY_0-1_m,PSIY_1.1-2_m,PSIY_2.1-3_m,PSIY_3.1-4_m,PSIY_4.1-5_m,PSIY_5.1-6_m,PSIY_6.1-7_m,PSIY_7.1-8_m,PSIY_8.1-9_m,PSIY_9.1-10_m,PSIY_10.1-12_m,PSIY_12.1-15_m,PSIY_15.1-20_m,PSIY_20.1+_m,PSIY_life_m,PSIY_LWOP_m,PSIY_death_m,PSIY_YO_m,PSIY_total_reported_m,PSIY_not_reported_m,total_male_pop,PSIY_0-1_f,PSIY_1.1-2_f,PSIY_2.1-3_f,PSIY_3.1-4_f,PSIY_4.1-5_f,PSIY_5.1-6_f,PSIY_6.1-7_f,PSIY_7.1-8_f,PSIY_8.1-9_f,PSIY_9.1-10_f,PSIY_10.1-12_f,PSIY_12.1-15_f,PSIY_15.1-20_f,PSIY_20.1+_f,PSIY_life_f,PSIY_LWOP_f,PSIY_death_f,PSIY_YO_f,PSIY_total_reported_f,PSIY_not_reported_f,total_female_pop
2018-10,504,857,1221,1044,2285,1186,1187,1309,1362,4222,2481,5483,10160,12157,7750,1483,95,74,54860,0,54860,462,770,1067,920,2025,1061,1086,1205,1269,3818,2233,5073,9494,11485,7379,1430,95,71,50943,0,50943,42,87,154,124,260,125,101,104,93,404,248,410,666,672,371,53,0,3,3917,0,3917
2018-11,513,863,1211,1044,2266,1189,1192,1282,1372,4176,2511,5507,10155,12182,7753,1499,91,75,54881,0,54881,473,775,1058,922,2007,1062,1090,1184,1275,3774,2254,5090,9484,11510,7382,1444,91,73,50948,0,50948,40,88,153,122,259,127,102,98,97,402,257,417,671,672,371,55,0,2,3933,0,3933
2018-12,515,865,1203,1039,2258,1192,1203,1284,1365,4172,2499,5492,10159,12185,7759,1512,90,78,54870,0,54870,468,777,1056,915,2000,1059,1103,1187,1267,3766,2256,5078,9490,11509,7386,1457,90,73,50937,0,50937,47,88,147,124,258,133,100,97,98,406,243,414,669,676,373,55,0,5,3933,0,3933
2019-01,519,861,1187,1031,2216,1207,1187,1271,1345,4166,2495,5467,10134,12166,7766,1515,91,80,54704,0,54704,472,777,1050,906,1963,1077,1085,1176,1250,3753,2253,5055,9467,11488,7394,1460,91,75,50792,0,50792,47,84,137,125,253,130,102,95,95,413,242,412,667,678,372,55,0,5,3912,0,3912
2019-02,566,884,1224,1042,2198,1211,1200,1260,1348,4112,2490,5473,10150,12216,7765,1529,90,82,54840,0,54840,514,797,1071,911,1954,1081,1089,1164,1257,3693,2253,5062,9488,11533,7393,1474,90,77,50901,0,50901,52,87,153,131,244,130,111,96,91,419,237,411,662,683,372,55,0,5,3939,0,3939
2019-03,574,889,1238,1046,2190,1195,1191,1258,1362,4120,2524,5510,10177,12232,7790,1546,90,71,55003,0,55003,521,798,1081,913,1954,1074,1087,1155,1267,3697,2290,5100,9504,11548,7417,1491,90,67,51054,0,51054,53,91,157,133,236,121,104,103,95,423,234,410,673,684,373,55,0,4,3949,0,3949
2019-04,579,888,1259,1051,2154,1215,1203,1253,1380,4083,2539,5533,10155,12238,7800,1559,89,72,55050,0,55050,527,802,1099,920,1922,1095,1097,1149,1281,3668,2311,5119,9479,11555,7424,1504,89,68,51109,0,51109,52,86,160,131,232,120,106,104,99,415,228,414,676,683,376,55,0,4,3941,0,3941
2019-05,584,879,1269,1054,2150,1227,1191,1284,1343,4090,2524,5530,10152,12295,7805,1573,88,69,55107,0,55107,525,793,1102,925,1916,1102,1085,1177,1249,3676,2292,5111,9467,11603,7431,1518,87,65,51124,0,51124,59,86,167,129,234,125,106,107,94,414,232,419,685,692,374,55,1,4,3983,0,3983
2019-06,588,884,1301,1047,2125,1220,1172,1249,1347,4052,2534,5497,10160,12332,7800,1582,87,70,55047,0,55047,531,800,1131,925,1895,1096,1073,1146,1255,3628,2303,5073,9468,11642,7426,1526,86,66,51070,0,51070,57,84,170,122,230,124,99,103,92,424,231,424,692,690,374,56,1,4,3977,0,3977
2019-07,589,894,1338,1108,2166,1238,1171,1250,1358,4047,2520,5487,10157,12376,7801,1590,85,71,55246,0,55246,537,807,1168,984,1931,1115,1072,1144,1263,3626,2286,5067,9467,11680,7426,1534,84,67,51258,0,51258,52,87,170,124,235,123,99,106,95,421,234,420,690,696,375,56,1,4,3988,0,3988
2019-08,586,913,1360,1111,2154,1239,1175,1240,1352,3970,2474,5456,10125,12394,7799,1594,86,68,55096,0,55096,533,819,1184,983,1914,1110,1071,1136,1260,3547,2249,5033,9425,11692,7425,1538,85,65,51069,0,51069,53,94,176,128,240,129,104,104,92,423,225,423,700,702,374,56,1,3,4027,0,4027
2019-09,585,897,1368,1144,2159,1288,1205,1254,1358,3994,2489,5455,10198,12463,7777,1608,85,73,55400,0,55400,533,805,1190,1010,1929,1160,1099,1148,1273,3573,2265,5035,9491,11754,7404,1552,84,71,51376,0,51376,52,92,178,134,230,128,106,106,85,421,224,420,707,709,373,56,1,2,4024,0,4024
2019-10,607,894,1405,1159,2171,1271,1219,1278,1354,3968,2505,5471,10242,12537,7775,1618,86,78,55638,0,55638,556,804,1220,1024,1952,1141,1108,1179,1267,3553,2268,5029,9531,11829,7399,1561,85,76,51582,0,51582,51,90,185,135,219,130,111,99,87,415,237,442,711,708,376,57,1,2,4056,0,4056
2019-11,586,914,1436,1170,2174,1286,1211,1269,1368,4008,2477,5462,10268,12629,7793,1628,83,72,55834,0,55834,543,819,1245,1041,1953,1148,1098,1174,1279,3589,2248,5019,9564,11919,7414,1570,82,68,51773,0,51773,43,95,191,129,221,138,113,95,89,419,229,443,704,710,379,58,1,4,4061,0,4061
2019-12,611,908,1429,1153,2154,1272,1199,1278,1345,3973,2439,5400,10226,12594,7786,1635,83,71,55556,0,55556,564,817,1239,1023,1936,1141,1090,1178,1253,3566,2213,4966,9518,11883,7405,1577,82,68,51519,0,51519,47,91,190,130,218,131,109,100,92,407,226,434,708,711,381,58,1,3,4037,0,4037
2020-01,598,894,1424,1132,2101,1265,1174,1268,1332,3936,2408,5357,10171,12585,7793,1636,76,68,55218,0,55218,554,802,1236,1007,1878,1135,1077,1172,1240,3525,2191,4934,9473,11876,7411,1578,75,64,51228,0,51228,44,92,188,125,223,130,97,96,92,411,217,423,698,709,382,58,1,4,3990,0,3990
2020-02,594,891,1434,1119,2105,1264,1179,1263,1335,3954,2391,5328,10154,12618,7807,1646,78,61,55221,0,55221,553,805,1250,995,1888,1132,1080,1168,1243,3537,2184,4911,9458,11913,7425,1588,77,57,51264,0,51264,41,86,184,124,217,132,99,95,92,417,207,417,696,705,382,58,1,4,3957,0,3957
2020-03,584,873,1391,1101,2100,1242,1179,1254,1316,3903,2367,5321,10142,12642,7817,1655,78,60,55025,0,55025,542,790,1206,993,1887,1114,1081,1157,1226,3491,2155,4918,9442,11940,7435,1597,77,57,51108,0,51108,42,83,185,108,213,128,98,97,90,412,212,403,700,702,382,58,1,3,3917,0,3917
2020-04,507,809,1316,1041,1963,1171,1081,1171,1240,3752,2289,5219,9950,12549,7799,1659,78,54,53648,0,53648,471,742,1139,943,1764,1057,992,1082,1158,3365,2086,4834,9285,11854,7420,1601,77,51,49921,0,49921,36,67,177,98,199,114,89,89,82,387,203,385,665,695,379,58,1,3,3727,0,3727
2020-05,444,700,1172,950,1791,1083,1009,1097,1183,3558,2182,5046,9769,12439,7775,1660,78,50,51986,0,51986,416,645,1042,860,1628,976,933,1013,1104,3194,1988,4683,9129,11759,7400,1602,77,47,48496,0,48496,28,55,130,90,163,107,76,84,79,364,194,363,640,680,375,58,1,3,3490,0,3490
2020-06,433,689,1127,926,1757,1049,988,1063,1137,3479,2134,4932,9631,12343,7743,1659,78,51,51219,0,51219,404,630,996,837,1593,944,917,980,1057,3116,1954,4571,9004,11674,7370,1601,77,48,47773,0,47773,29,59,131,89,164,105,71,83,80,363,180,361,627,669,373,58,1,3,3446,0,3446
2020-07,435,677,1107,909,1702,1013,966,1029,1107,3375,2094,4800,9500,12238,7720,1658,77,45,50452,0,50452,407,610,986,827,1546,915,895,949,1030,3012,1916,4454,8884,11566,7348,1600,76,42,47063,0,47063,28,67,121,82,156,98,71,80,77,363,178,346,616,672,372,58,1,3,3389,0,3389
2020-08,436,668,1080,899,1651,1012,940,1035,1082,3282,2030,4723,9387,12170,7694,1653,76,36,49854,0,49854,409,599,961,820,1499,918,869,954,1009,2933,1863,4376,8784,11502,7323,1595,75,35,46524,0,46524,27,69,119,79,152,94,71,81,73,349,167,347,603,668,371,58,1,1,3330,0,3330
2020-09,443,658,1058,894,1622,1002,946,1027,1070,3208,2022,4626,9285,12076,7671,1651,76,36,49371,0,49371,417,598,937,813,1471,909,869,955,994,2875,1853,4285,8688,11410,7303,1593,75,35,46080,0,46080,26,60,121,81,151,93,77,72,76,333,169,341,597,666,368,58,1,1,3291,0,3291
2020-10,448,645,1004,868,1526,954,912,1007,1035,3086,1980,4500,9094,11971,7654,1647,72,36,48439,0,48439,419,589,895,786,1382,879,840,931,962,2770,1810,4176,8515,11312,7285,1589,71,36,45247,0,45247,29,56,109,82,144,75,72,76,73,316,170,324,579,659,369,58,1,0,3192,0,3192
2020-11,448,632,1009,856,1511,939,902,1000,1015,3053,1945,4479,9030,11930,7640,1644,73,32,48138,0,48138,420,573,899,773,1370,858,831,925,948,2741,1780,4154,8463,11275,7272,1586,72,32,44972,0,44972,28,59,110,83,141,81,71,75,67,312,165,325,567,655,368,58,1,0,3166,0,3166
2020-12,452,604,999,867,1471,934,905,975,1003,2981,1923,4374,8946,11895,7632,1644,72,32,47709,0,47709,426,556,883,794,1335,856,840,905,935,2673,1764,4064,8375,11238,7264,1586,71,32,44597,0,44597,26,48,116,73,136,78,65,70,68,308,159,310,571,657,368,58,1,0,3112,0,3112
2021-01,444,602,973,852,1432,905,891,965,992,2857,1872,4278,8818,11781,7626,1642,72,31,47033,0,47033,416,557,871,777,1294,833,824,892,929,2564,1721,3984,8261,11140,7260,1584,71,31,44009,0,44009,28,45,102,75,138,72,67,73,63,293,151,294,557,641,366,58,1,0,3024,0,3024
2021-02,446,595,947,836,1417,899,879,947,981,2807,1830,4193,8683,11735,7597,1641,72,31,46536,0,46536,417,550,851,763,1281,830,812,871,922,2528,1679,3908,8142,11102,7231,1583,71,31,43572,0,43572,29,45,96,73,136,69,67,76,59,279,151,285,541,633,366,58,1,0,2964,0,2964
2021-03,474,591,949,835,1372,892,876,943,984,2752,1818,4169,8631,11703,7582,1641,74,29,46315,0,46315,437,540,846,765,1238,824,819,870,924,2480,1673,3880,8099,11071,7218,1583,73,29,43369,0,43369,37,51,103,70,134,68,57,73,60,272,145,289,532,632,364,58,1,0,2946,0,2946
2021-04,503,576,958,832,1407,883,852,939,992,2724,1778,4159,8621,11714,7555,1639,40,29,46201,0,46201,464,526,860,761,1271,813,792,867,933,2450,1632,3872,8089,11089,7192,1581,39,29,43260,0,43260,39,50,98,71,136,70,60,72,59,274,146,287,532,625,363,58,1,0,2941,0,2941
2021-05,501,586,955,827,1443,880,845,946,1013,2706,1795,4168,8641,11734,7550,1646,40,26,46302,0,46302,464,535,864,766,1308,809,785,876,951,2440,1641,3880,8113,11108,7187,1588,39,26,43380,0,43380,37,51,91,61,135,71,60,70,62,266,154,288,528,626,363,58,1,0,2922,0,2922
2021-06,501,604,974,835,1417,899,867,966,1035,2719,1807,4181,8706,11802,7551,1653,40,29,46586,0,46586,467,555,877,777,1279,825,804,887,974,2464,1647,3892,8166,11174,7188,1595,39,29,43639,0,43639,34,49,97,58,138,74,63,79,61,255,160,289,540,628,363,58,1,0,2947,0,2947
2021-07,522,590,950,847,1419,901,851,977,1052,2702,1793,4197,8742,11821,7546,1663,39,26,46638,0,46638,482,542,855,783,1277,835,788,893,986,2454,1632,3895,8195,11192,7182,1603,38,26,43658,0,43658,40,48,95,64,142,66,63,84,66,248,161,302,547,629,364,60,1,0,2980,0,2980
2021-08,526,596,927,852,1434,907,860,981,1053,2679,1789,4185,8747,11849,7542,1671,39,29,46666,0,46666,483,553,835,790,1293,833,794,896,988,2437,1630,3885,8193,11218,7178,1611,38,29,43684,0,43684,43,43,92,62,141,74,66,85,65,242,159,300,554,631,364,60,1,0,2982,0,2982
2021-09,522,594,935,837,1460,907,870,1005,1055,2687,1771,4152,8739,11875,7548,1675,38,32,46702,0,46702,482,550,841,777,1316,828,802,920,996,2455,1616,3849,8177,11239,7182,1616,37,32,43715,0,43715,40,44,94,60,144,79,68,85,59,232,155,303,562,636,366,59,1,0,2987,0,2987
2021-10,529,619,970,843,1470,912,858,1004,1057,2702,1756,4172,8724,11883,7531,1678,38,34,46780,0,46780,486,566,874,783,1331,829,784,916,1001,2449,1611,3861,8153,11255,7165,1620,37,34,43755,0,43755,43,53,96,60,139,83,74,88,56,253,145,311,571,628,366,58,1,0,3025,0,3025
2021-11,527,602,961,859,1486,920,868,1012,1060,2737,1743,4154,8762,11924,7518,1687,38,34,46892,0,46892,488,552,869,796,1351,838,795,919,1002,2484,1599,3838,8183,11294,7152,1629,37,34,43860,0,43860,39,50,92,63,135,82,73,93,58,253,144,316,579,630,366,58,1,0,3032,0,3032
2021-12,516,601,960,856,1503,910,870,1026,1055,2762,1754,4167,8805,11938,7534,1696,38,29,47020,0,47020,481,552,866,796,1362,827,804,935,1002,2514,1608,3855,8218,11298,7167,1637,37,29,43988,0,43988,35,49,94,60,141,83,66,91,53,248,146,312,587,640,367,59,1,0,3032,0,3032
2022-01,494,605,943,846,1486,900,849,1002,1045,2697,1724,4104,8742,11937,7534,1698,38,25,46669,0,46669,462,557,850,783,1352,820,781,909,989,2453,1578,3803,8162,11287,7168,1640,37,24,43655,0,43655,32,48,93,63,134,80,68,93,56,244,146,301,580,650,366,58,1,1,3014,0,3014
2022-02,478,607,956,822,1480,908,862,1022,1043,2695,1761,4095,8750,11950,7544,1709,38,23,46743,0,46743,444,559,860,766,1352,829,794,928,989,2446,1612,3793,8155,11302,7176,1651,37,22,43715,0,43715,34,48,96,56,128,79,68,94,54,249,149,302,595,648,368,58,1,1,3028,0,3028
2022-03,485,612,963,833,1508,913,885,1023,1071,2724,1781,4108,8773,12032,7550,1728,38,23,47050,0,47050,453,561,862,770,1362,834,815,927,1017,2462,1628,3803,8166,11374,7179,1669,37,21,43940,0,43940,32,51,101,63,146,79,70,96,54,262,153,305,607,658,371,59,1,2,3110,0,3110
2022-04,455,622,956,834,1516,927,883,1035,1090,2747,1796,4137,8795,12088,7553,1733,38,22,47227,0,47227,428,563,862,772,1362,843,812,937,1031,2489,1644,3821,8194,11426,7180,1674,37,20,44095,0,44095,27,59,94,62,154,84,71,98,59,258,152,316,601,662,373,59,1,2,3132,0,3132
2022-05,465,646,955,816,1566,932,898,1068,1117,2785,1824,4162,8827,12205,7584,1745,38,22,47655,0,47655,434,590,861,748,1393,850,820,969,1055,2505,1672,3851,8226,11531,7209,1686,37,20,44457,0,44457,31,56,94,68,173,82,78,99,62,280,152,311,601,674,375,59,1,2,3198,0,3198
2022-06,468,626,924,803,1598,973,899,1050,1107,2802,1818,4198,8897,12235,7597,1760,38,22,47815,0,47815,438,567,834,729,1408,889,823,951,1036,2523,1661,3878,8283,11556,7222,1701,37,19,44555,0,44555,30,59,90,74,190,84,76,99,71,279,157,320,614,679,375,59,1,3,3260,0,3260
2022-07,474,623,929,801,1585,972,902,1050,1107,2816,1803,4197,8867,12238,7595,1768,38,30,47795,0,47795,444,569,835,726,1404,888,826,956,1032,2533,1655,3874,8268,11559,7222,1709,37,26,44563,0,44563,30,54,94,75,181,84,76,94,75,283,148,323,599,679,373,59,1,4,3232,0,3232
2022-08,449,610,918,819,1598,968,913,1054,1132,2825,1779,4232,8901,12268,7597,1781,38,35,47917,0,47917,418,553,824,737,1424,882,835,954,1056,2533,1636,3905,8292,11586,7223,1722,37,32,44649,0,44649,31,57,94,82,174,86,78,100,76,292,143,327,609,682,374,59,1,3,3268,0,3268
2022-09,457,630,891,799,1614,969,928,1036,1143,2832,1754,4204,8957,12307,7613,1788,38,37,47997,0,47997,424,572,812,720,1433,884,853,944,1067,2539,1615,3867,8329,11626,7241,1729,37,34,44726,0,44726,33,58,79,79,181,85,75,92,76,293,139,337,628,681,372,59,1,3,3271,0,3271
2022-10,470,638,904,767,1617,958,959,1026,1137,2887,1790,4229,8971,12363,7620,1803,38,39,48216,0,48216,438,578,818,691,1433,868,880,932,1058,2590,1646,3899,8340,11677,7245,1743,37,36,44909,0,44909,32,60,86,76,184,90,79,94,79,297,144,330,631,686,375,60,1,3,3307,0,3307
2022-11,474,640,891,781,1622,956,958,1034,1145,2904,1799,4280,8971,12430,7626,1812,38,45,48406,0,48406,440,581,806,699,1446,874,879,934,1066,2606,1659,3936,8334,11737,7251,1751,37,41,45077,0,45077,34,59,85,82,176,82,79,100,79,298,140,344,637,693,375,61,1,4,3329,0,3329
2022-12,476,662,889,788,1616,962,968,1023,1161,2916,1792,4282,8979,12475,7643,1819,38,43,48532,0,48532,442,602,796,709,1441,881,891,927,1082,2605,1652,3935,8340,11782,7268,1757,37,38,45185,0,45185,34,60,93,79,175,81,77,96,79,311,140,347,639,693,375,62,1,5,3347,0,3347
2023-01,476,660,913,789,1599,961,961,1027,1138,2911,1797,4299,9007,12483,7648,1821,38,39,48567,0,48567,443,601,811,715,1433,881,882,933,1067,2601,1651,3954,8360,11788,7273,1758,37,35,45223,0,45223,33,59,102,74,166,80,79,94,71,310,146,345,647,695,375,63,1,4,3344,0,3344
2023-02,487,663,919,796,1596,966,956,1041,1143,2918,1795,4307,9039,12574,7672,1839,38,36,48785,0,48785,456,599,810,717,1437,882,880,948,1070,2601,1657,3961,8386,11875,7295,1776,37,32,45419,0,45419,31,64,109,79,159,84,76,93,73,317,138,346,653,699,377,63,1,4,3366,0,3366
2023-03,511,677,929,794,1633,945,957,1051,1161,2992,1847,4397,9114,12661,7675,1846,38,41,49269,0,49269,473,612,814,718,1476,854,880,953,1085,2675,1709,4032,8449,11949,7296,1783,37,37,45832,0,45832,38,65,115,76,157,91,77,98,76,317,138,365,665,712,379,63,1,4,3437,0,3437
2023-04,492,673,928,773,1627,955,957,1028,1157,3042,1830,4419,9131,12711,7682,1858,38,36,49337,0,49337,460,602,804,697,1468,861,878,937,1088,2707,1688,4052,8465,11985,7302,1794,37,31,45856,0,45856,32,71,124,76,159,94,79,91,69,335,142,367,666,726,380,64,1,5,3481,0,3481
2023-05,448,639,913,734,1589,925,937,1013,1166,3036,1813,4413,9211,12804,7706,1875,38,37,49297,0,49297,424,576,788,665,1426,821,866,925,1093,2703,1671,4038,8531,12063,7326,1811,37,33,45797,0,45797,24,63,125,69,163,104,71,88,73,333,142,375,680,741,380,64,1,4,3500,0,3500
2023-06,453,636,925,726,1612,914,954,1022,1176,3060,1807,4425,9233,12887,7708,1896,38,41,49513,0,49513,424,569,797,664,1450,818,871,934,1101,2725,1671,4040,8558,12142,7327,1832,37,36,45996,0,45996,29,67,128,62,162,96,83,88,75,335,136,385,675,745,381,64,1,5,3517,0,3517
2023-07,461,631,937,711,1591,922,954,1011,1168,3051,1802,4421,9170,12890,7723,1908,38,40,49429,0,49429,431,566,806,646,1423,826,869,924,1096,2716,1671,4043,8501,12142,7337,1844,37,35,45913,0,45913,30,65,131,65,168,96,85,87,72,335,131,378,669,748,386,64,1,5,3516,0,3516
2023-08,465,643,941,748,1580,933,962,1005,1185,3073,1826,4476,9142,12938,7740,1925,38,45,49665,0,49665,439,578,807,675,1406,831,875,920,1106,2740,1696,4089,8472,12187,7353,1861,37,39,46111,0,46111,26,65,134,73,174,102,87,85,79,333,130,387,670,751,387,64,1,6,3554,0,3554
2023-09,488,644,944,744,1612,936,963,981,1173,3096,1844,4493,9165,13025,7760,1932,38,45,49883,0,49883,456,582,797,673,1441,831,872,897,1102,2759,1707,4104,8481,12266,7373,1868,37,40,46286,0,46286,32,62,147,71,171,105,91,84,71,337,137,389,684,759,387,64,1,5,3597,0,3597
2023-10,481,642,961,762,1618,963,964,998,1209,3147,1862,4543,9244,13108,7774,1937,38,47,50298,0,50298,447,586,811,697,1458,857,866,910,1135,2809,1724,4165,8554,12341,7385,1873,37,42,46697,0,46697,34,56,150,65,160,106,98,88,74,338,138,378,690,767,389,64,1,5,3601,0,3601
2023-11,477,644,953,751,1651,969,977,1011,1210,3176,1889,4552,9307,13207,7792,1965,37,48,50616,0,50616,444,585,804,684,1494,863,877,926,1129,2838,1746,4161,8607,12424,7401,1901,36,43,46963,0,46963,33,59,149,67,157,106,100,85,81,338,143,391,700,783,391,64,1,5,3653,0,3653
2023-12,478,635,968,748,1656,941,986,1009,1201,3157,1905,4570,9315,13233,7805,1979,37,51,50674,0,50674,447,571,823,684,1492,836,884,926,1121,2815,1755,4185,8607,12441,7414,1913,36,47,46997,0,46997,31,64,145,64,164,105,102,83,80,342,150,385,708,792,391,66,1,4,3677,0,3677
2024-01,472,617,951,749,1636,951,966,1010,1193,3190,1901,4574,9308,13306,7806,1984,37,44,50695,0,50695,438,556,819,683,1477,844,867,928,1115,2842,1753,4178,8596,12509,7414,1917,36,41,47013,0,47013,34,61,132,66,159,107,99,82,78,348,148,396,712,797,392,67,1,3,3682,0,3682
2024-02,470,611,947,745,1643,926,962,1015,1188,3246,1900,4562,9313,13349,7832,1995,37,38,50779,0,50779,433,554,808,673,1484,823,858,930,1117,2894,1747,4167,8604,12552,7435,1927,36,36,47078,0,47078,37,57,139,72,159,103,104,85,71,352,153,395,709,797,397,68,1,2,3701,0,3701
2024-03,469,586,932,753,1650,925,973,1020,1204,3235,1914,4605,9385,13404,7850,2021,35,41,51002,0,51002,427,526,801,684,1489,816,868,935,1133,2892,1758,4212,8660,12587,7451,1953,34,39,47265,0,47265,42,60,131,69,161,109,105,85,71,343,156,393,725,817,399,68,1,2,3737,0,3737
2024-04,463,596,947,754,1659,934,962,1024,1207,3257,1918,4650,9433,13480,7872,2031,34,45,51266,0,51266,419,539,810,682,1498,823,859,938,1131,2912,1763,4246,8708,12658,7472,1962,33,43,47496,0,47496,44,57,137,72,161,111,103,86,76,345,155,404,725,822,400,69,1,2,3770,0,3770
2024-05,455,592,964,770,1635,930,958,1020,1199,3247,1908,4677,9493,13567,7892,2059,34,43,51443,0,51443,411,538,821,693,1474,817,848,941,1123,2900,1755,4265,8774,12735,7492,1988,33,41,47649,0,47649,44,54,143,77,161,113,110,79,76,347,153,412,719,832,400,71,1,2,3794,0,3794
2024-06,461,610,969,782,1651,930,964,1045,1215,3252,1892,4636,9518,13588,7909,2073,34,41,51570,0,51570,420,552,822,707,1502,823,855,968,1135,2899,1741,4239,8800,12759,7508,2002,33,40,47805,0,47805,41,58,147,75,149,107,109,77,80,353,151,397,718,829,401,71,1,1,3765,0,3765
2024-07,462,606,973,801,1620,904,963,1039,1197,3274,1892,4631,9500,13582,7924,2084,34,37,51523,0,51523,422,553,828,720,1472,801,853,960,1118,2921,1751,4235,8792,12757,7517,2012,33,36,47781,0,47781,40,53,145,81,148,103,110,79,79,353,141,396,708,825,407,72,1,1,3742,0,3742
2024-08,449,602,944,803,1616,908,955,1043,1215,3259,1898,4640,9466,13621,7939,2103,34,41,51536,0,51536,413,549,805,709,1478,802,855,959,1133,2908,1759,4232,8753,12799,7530,2031,33,39,47787,0,47787,36,53,139,94,138,106,100,84,82,351,139,408,713,822,409,72,1,2,3749,0,3749
2024-09,449,605,945,803,1622,919,955,1043,1215,3273,1888,4658,9529,13685,7935,2115,34,39,51712,0,51712,416,548,804,706,1482,812,860,954,1135,2921,1745,4239,8814,12855,7526,2041,33,38,47929,0,47929,33,57,141,97,140,107,95,89,80,352,143,419,715,830,409,74,1,1,3783,0,3783
2024-10,453,615,947,788,1624,923,940,1064,1206,3249,1903,4667,9489,13754,7940,2129,34,41,51766,0,51766,420,560,807,693,1476,817,848,983,1122,2898,1753,4237,8766,12905,7529,2054,33,40,47941,0,47941,33,55,140,95,148,106,92,81,84,351,150,430,723,849,411,75,1,1,3825,0,3825
2024-11,442,610,927,788,1617,906,947,1044,1197,3255,1892,4647,9448,13809,7957,2139,34,45,51704,0,51704,412,552,797,700,1468,804,856,967,1112,2907,1743,4221,8723,12958,7541,2063,33,44,47901,0,47901,30,58,130,88,149,102,91,77,85,348,149,426,725,851,416,76,1,1,3803,0,3803
2024-12,464,613,928,797,1646,907,940,1036,1192,3259,1856,4636,9484,13840,7958,2162,34,44,51796,0,51796,430,560,799,706,1501,806,847,954,1102,2906,1710,4220,8754,12991,7538,2085,33,43,47985,0,47985,34,53,129,91,145,101,93,82,90,353,146,416,730,849,420,77,1,1,3811,0,3811
2025-01,462,615,921,791,1644,908,933,1025,1175,3236,1909,4628,9480,13860,7951,2161,34,43,51776,0,51776,430,562,794,698,1495,804,837,946,1086,2890,1761,4212,8745,12989,7532,2084,33,42,47940,0,47940,32,53,127,93,149,104,96,79,89,346,148,416,735,871,419,77,1,1,3836,0,3836
2025-02,471,599,928,790,1628,897,926,998,1194,3233,1924,4640,9503,13923,7959,2178,34,41,51866,0,51866,437,548,802,703,1482,795,833,915,1107,2882,1776,4226,8764,13047,7538,2102,33,39,48029,0,48029,34,51,126,87,146,102,93,83,87,351,148,414,739,876,421,76,1,2,3837,0,3837
2025-03,481,587,915,808,1647,898,921,1002,1217,3217,1909,4641,9544,14001,7970,2187,34,41,52020,0,52020,449,540,794,718,1497,784,827,919,1126,2873,1763,4227,8807,13113,7549,2111,33,40,48170,0,48170,32,47,121,90,150,114,94,83,91,344,146,414,737,888,421,76,1,1,3850,0,3850
2025-04,466,586,921,803,1637,914,903,1037,1213,3249,1928,4662,9599,14025,7990,2203,34,41,52211,0,52211,439,538,800,715,1483,806,820,953,1121,2891,1777,4255,8842,13129,7564,2123,33,40,48329,0,48329,27,48,121,88,154,108,83,84,92,358,151,407,757,896,426,80,1,1,3882,0,3882
2025-05,482,596,930,835,1664,941,922,1048,1236,3307,1984,4719,9619,14119,7998,2222,33,45,52700,0,52700,451,551,802,743,1503,832,840,963,1139,2947,1831,4304,8845,13224,7571,2142,32,43,48763,0,48763,31,45,128,92,161,109,82,85,97,360,153,415,774,895,427,80,1,2,3937,0,3937
2025-06,499,611,925,862,1664,935,921,1048,1237,3293,1991,4710,9613,14167,8011,2241,33,43,52804,0,52804,460,564,797,760,1503,824,844,962,1134,2917,1837,4282,8850,13275,7584,2161,32,41,48827,0,48827,39,47,128,102,161,111,77,86,103,376,154,428,763,892,427,80,1,2,3977,0,3977
2025-07,497,611,945,846,1674,939,899,1055,1242,3297,1977,4744,9609,14203,8021,2256,33,43,52891,0,52891,459,561,807,738,1504,830,825,973,1134,2926,1828,4309,8841,13309,7591,2176,32,40,48883,0,48883,38,50,138,108,170,109,74,82,108,371,149,435,768,894,430,80,1,3,4008,0,4008
2025-08,478,599,922,837,1679,933,876,1039,1247,3256,1993,4717,9622,14277,8013,2262,33,44,52827,0,52827,443,551,784,731,1502,823,808,958,1138,2888,1840,4287,8876,13370,7581,2181,32,40,48833,0,48833,35,48,138,106,177,110,68,81,109,368,153,430,746,907,432,81,1,4,3994,0,3994
2025-09,498,616,945,851,1676,945,903,1031,1268,3284,2020,4735,9686,14357,8014,2279,33,48,53189,0,53189,459,564,806,747,1505,834,831,949,1161,2914,1861,4298,8920,13445,7582,2196,32,46,49150,0,49150,39,52,139,104,171,111,72,82,107,370,159,437,766,912,432,83,1,2,4039,0,4039
