"Race Group","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"White","7,156","35.23%","85.73%","1,191","55.86%","14.27%","8,347","37.19%"
"Black
1 2 5 6","12,225","60.18%","93.14%","900","42.21%","6.86%","13,125","58.48%"
"Other","12",".06%","70.59%","5",".23%","29.41%","17",".08%"
"Asian","73",".36%","89.02%","9",".42%","10.98%","82",".37%"
"Hispanic","836","4.12%","96.98%","26","1.22%","3.02%","862","3.84%"
"Native American","11",".05%","91.67%","1",".05%","8.33%","12",".05%"
"Total Reported","20,313","100%","90.5%","2,132","100%","9.5%","22,445","100%"
"Not Reported","0","","","0","","","0",""
"Grand Total","20,313","","","2,132","","","22,445",""
