"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,246","50.73%","94.12%","1,577","43.50%","5.88%","26,823","50.24%"
"Sex Crime","8,184","16.44%","98.41%","132","3.64%","1.59%","8,316","15.57%"
"Property","8,557","17.19%","89.38%","1,017","28.06%","10.62%","9,574","17.93%"
"Drug","5,612","11.28%","88.70%","715","19.72%","11.30%","6,327","11.85%"
"Habit/DUI","93",".19%","87.74%","13",".36%","12.26%","106",".20%"
"Other","2,078","4.18%","92.40%","171","4.72%","7.60%","2,249","4.21%"
"Total Reported","49,770","100%","93.21%","3,625","100%","6.79%","53,395","100%"
"Not Reported","76",,,"0",,,"76",
"Grand Total","49,846",,,"3,625",,,"53,471",
