"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,560","55.95%","93.55%","1,762","50.37%","6.45%","27,322","55.55%"
"Sex Crime","8,629","18.89%","98.40%","140","4.00%","1.60%","8,769","17.83%"
"Property","4,871","10.66%","89.11%","595","17.01%","10.89%","5,466","11.11%"
"Drug","3,926","8.59%","83.94%","751","21.47%","16.06%","4,677","9.51%"
"Habit/DUI","73",".16%","87.95%","10",".29%","12.05%","83",".17%"
"Other","2,626","5.75%","91.63%","240","6.86%","8.37%","2,866","5.83%"
"Total Reported","45,685","100%","92.89%","3,498","100%","7.11%","49,183","100%"
"Not Reported","112",,,"2",,,"114",
"Grand Total","45,797",,,"3,500",,,"49,297",
