"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,981","46.75%","94.26%","1,520","39.38%","5.74%","26,501","46.25%"
"Sex Crime","8,062","15.09%","98.58%","116","3.01%","1.42%","8,178","14.27%"
"Property","10,962","20.52%","89.54%","1,280","33.16%","10.46%","12,242","21.37%"
"Drug","7,109","13.30%","89.86%","802","20.78%","10.14%","7,911","13.81%"
"Habit/DUI","117",".22%","95.90%","5",".13%","4.10%","122",".21%"
"Other","2,203","4.12%","94.15%","137","3.55%","5.85%","2,340","4.08%"
"Total Reported","53,434","100%","93.26%","3,860","100%","6.74%","57,294","100%"
"Not Reported","262",,,"18",,,"280",
"Grand Total","53,696",,,"3,878",,,"57,574",
