"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","27,215","56.64%","93.23%","1,976","51.35%","6.77%","29,191","56.24%"
"Sex Crime","9,094","18.92%","98.48%","140","3.64%","1.52%","9,234","17.79%"
"Property","4,664","9.71%","88.27%","620","16.11%","11.73%","5,284","10.18%"
"Drug","4,010","8.34%","82.78%","834","21.67%","17.22%","4,844","9.33%"
"Habit/DUI","72",".15%","82.76%","15",".39%","17.24%","87",".17%"
"Other","2,998","6.24%","91.93%","263","6.83%","8.07%","3,261","6.28%"
"Total Reported","48,053","100%","92.59%","3,848","100%","7.41%","51,901","100%"
"Not Reported","117",,,"2",,,"119",
"Grand Total","48,170",,,"3,850",,,"52,020",
